Bus,,,,,,,,,,,,,,,,,,
Number,Name,Area Name,Sub ID,Sub Name,Sub Num,Nom kV,PU Volt,Volt (kV),Angle (Deg),Load MW,Load Mvar,Gen MW,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num
40225,CHIEF J4,NORTHWEST,3337409315,Chief Joseph,337409315,345,1.0369,357.729,1.7,,,,,,0,0,40,403
40223,CHIEF J3,NORTHWEST,3337409315,Chief Joseph,337409315,345,1.0363,357.523,1.52,,,,,,0,0,40,403
11014,ARR___PS,EL PASO,3337406525,Arroyo,337406525,345,1.03571,357.319,-34.97,,,,,,0,0,11,110
65996,CLOVER,PACE,No idea,Clover,52000263,345,1.03556,357.269,-7.73,56.33,-1.05,,,,0,0,65,656
14100,CHOLLA,ARIZONA,3337409370,Cholla,337409370,345,1.03554,357.261,-16.65,-54.76,335.82,,,,0,0,14,141
40891,ROCKY RH,NORTHWEST,3337422187,Rocky Reach,337422187,345,1.03548,357.242,-3.06,,,,,,0,0,40,403
65995,MONA,PACE,3337418472,Mona,337418472,345,1.03531,357.183,-7.7,,,,,0,0,0,65,656
65394,CURRANTC,PACE,3337410456,Currant Creek,337410456,345,1.035,357.075,-7.61,-269.36,58.57,,,,0,0,65,656
40691,MAPLE VL,NORTHWEST,3337417523,Maple Valley,337417523,345,1.03486,357.026,-19.34,,,,,,0,0,40,400
65135,BENLOMND,PACE,3337407277,Ben Lomond,337407277,345,1.03469,356.969,-13.38,569.08,44.91,,,214.12,0,0,65,661
40892,MAPROC11,NORTHWEST,3337422187,Rocky Reach,337422187,345,1.03387,356.686,-12.49,,,,,,0,0,40,400
65999,HUNMON11,PACE,,,,345,1.03334,356.501,-5.71,,,,,,0,0,65,656
65312,THREE PK,PACE,32008953,Three Pk,32008953,345,1.03325,356.47,-10.95,49.54,3.75,,,,0,0,65,657
40904,MCNROS12,NORTHWEST,3337422285,J.D. Ross,337422285,345,1.03273,356.293,-20.46,,,,,,0,0,40,404
11217,AFTON,EL PASO,3337405935,Afton Generating Station,337405935,345,1.03264,356.262,-33.69,,,,,,0,0,11,110
66400,SPAN FRK,PACE,3337423876,Spanish Fork,337423876,345,1.0326,356.246,-8.22,234.67,-153.92,,,,0,0,65,662
11010,AMRAD,EL PASO,3337406293,Amrad,337406293,345,1.032,356.04,-39.12,83.33,-4.84,,,-7.63,0,0,11,110
65805,HUNTNGTN,PACE,3337415054,Huntington,337415054,345,1.032,356.04,-1.64,41.48,16.53,,,0,0,0,65,656
11111,NEWMAN,EL PASO,3337419297,Newman,337419297,345,1.03199,356.037,-36.35,-12.95,-39.01,,,,0,0,11,110
67793,KINPOP11,PACE,3365669813,Populus,365669813,345,1.03145,355.852,-15.32,,,,,,0,0,65,652
11286,MACHOSPRNGHV,EL PASO,,,,345,1.03055,355.54,-26.78,0,-3.03,,,,0,0,11,110
11047,MACHO_SPRNGS,EL PASO,20 mi. NE Deming,Macho Springs,52000001,345,1.03054,355.537,-26.78,0,-0.1,,,,0,0,11,110
73193,STORY,WAPA R.M.,3337407126,Beaver Creek,337407126,345,1.03027,355.444,13.23,149.02,-103.85,,,,0,0,73,752
16114,PINALWES,ARIZONA,3337420765,Pinal West,337420765,345,1.03021,355.422,-25.87,,,,,,0,0,14,160
73108,LAR.RIVR,WAPA R.M.,3337416477,Laramie River,337416477,345,1.03,355.35,26.86,107.42,-39.18,,,,0,0,73,753
65384,3MIKNOLL,PACE,,,,345,1.02979,355.276,-6.12,254.15,32.03,,,,0,0,65,652
10393,LEF,NEW MEXICO,3337410804,Luna Energy Facility,337410804,345,1.02955,355.195,-28.42,-278.74,-49.07,,,,0,0,10,100
16104,SPRINGR,ARIZONA,3337423972,Springerville,337423972,345,1.02948,355.171,-13.08,,,,,,0,0,14,160
12250,SOCORO_W,NEW MEXICO,,,,345,1.02948,355.171,-13.08,1,0.1,,,,0,0,10,123
66476,SYRACUSE,PACE,3349560051,Syracuse,349560051,345,1.02945,355.162,-13.81,238.16,58.62,,,,0,0,65,661
11266,PICANTE,EL PASO,3337408489,Caliente,337408489,345,1.02944,355.158,-37.62,61.54,11.95,,,,0,0,11,110
14108,FOUCHO21,ARIZONA,3337409370,Cholla,337409370,345,1.02922,355.082,-18.92,,,,,,0,0,14,141
14107,FOUCHO11,ARIZONA,3337409370,Cholla,337409370,345,1.02913,355.051,-18.91,,,,,,0,0,14,141
11093,LUNA,EL PASO,3340395516,Luna,340395516,345,1.02913,355.051,-28.51,109.9,-25.17,,,,0,0,11,110
10292,SAN_JUAN,NEW MEXICO,3337422748,San Juan 345,337422748,345,1.029,355.005,-9.33,38.86,30.83,,,,0,0,10,100
67808,LIMBER,PACE,No idea,Limber,52000264,345,1.02899,355,-10.48,,,,,,0,0,65,655
11038,CALIENTE,EL PASO,3337408489,Caliente,337408489,345,1.0289,354.972,-38.1,226.43,32.33,,,,0,0,11,110
11017,ARROYO,EL PASO,3337406525,Arroyo,337406525,345,1.02885,354.952,-36.64,210.82,40.92,,,,0,0,11,110
79064,SHIPROCK,ARIZONA,3337423302,Shiprock,337423302,345,1.0288,354.935,-9.5,70.71,-18.77,,,,0,0,14,191
65260,CAMP WIL,PACE,3337408558,Camp Williams,337408558,345,1.0287,354.902,-11.22,59.32,-5.97,,,0,0,0,65,655
66080,NINETY S,PACE,3337405781,Ninetieth South,337405781,345,1.02859,354.863,-12.08,591.91,-81.57,,,,0,0,65,655
64061,IDAHO-NV,SIERRA,30004262,Idaho-Nevada,30004262,345,1.02855,354.851,-15.86,,,,,,0,0,64,640
65259,CAMPSVC,PACE,3337408558,Camp Williams,337408558,345,1.02846,354.818,-11.22,,,0,-25,,0,0,65,655
66510,TERMINAL,PACE,3337428845,Terminal,337428845,345,1.02831,354.769,-13,704.33,62.96,,,0,0,0,65,655
70598,PAWNEE,PSCOLORADO,3337420447,Pawnee,337420447,345,1.02816,354.715,10.29,67.72,-197.1,,,,0,0,70,706
79060,SANJN PS,WAPA R.M.,3337422748,San Juan 345,337422748,345,1.02731,354.423,-9.18,,,,,,0,0,73,790
65193,BONANZA,PACE,3337407771,Bonanza,337407771,345,1.02724,354.399,9.41,88.61,-93.87,,,,0,0,65,670
65945,MIDVALLY,PACE,3349559622,Midvalley,349559622,345,1.02719,354.382,-13.03,505.36,38.14,,,,0,0,65,655
66133,OQUIRRH,PACE,3349559671,Oquirrh,349559671,345,1.0269,354.279,-11.96,369.22,136.61,,,,0,0,65,655
14101,FOURCORN,ARIZONA,3337412567,Four Corners (AZPS),337412567,345,1.02666,354.197,-9.73,41.04,354.66,,,,0,0,14,141
60190,KINPORT,IDAHO,3337416029,Kinport,337416029,345,1.02603,353.981,-12.6,225.24,-21.27,,,0,0,0,60,614
67790,POPULUS,PACE,3365669813,Populus,365669813,345,1.02584,353.914,-11.22,,,,,0,0,0,65,652
73012,AULT,WAPA R.M.,3337406696,Ault,337406696,345,1.02583,353.913,12,592.82,-182.95,,,,0,0,73,754
40901,ROSS,NORTHWEST,3337422285,J.D. Ross,337422285,345,1.02545,353.779,-23.78,,,,,,0,0,40,401
79049,MONTROSE,WAPA R.M.,3337418594,Montrose,337418594,345,1.02524,353.709,-3.62,17.3,3.1,,,,0,0,73,790
14103,PRECHCYN,ARIZONA,3337421263,Preacher Canyon,337421263,345,1.02511,353.664,-23.45,39.4,-10.94,,,,0,0,14,141
65511,LAKESIDE,PACE,3337416343,Lake Side Power Plant,337416343,345,1.025,353.625,-8.84,,,,,,0,0,65,655
70624,MIS_SITE,PSCOLORADO,3337417460,Manchief Power Station,337417460,345,1.02439,353.415,6.93,43.72,36.38,,,,0,0,70,700
16123,PINSOU11,ARIZONA,3337431420,Vail Generating Station,337431420,345,1.0242,353.348,-27.48,,,,,,0,0,14,160
16119,SPRVAI13,ARIZONA,3337423972,Springerville,337423972,345,1.02387,353.234,-35.84,,,,,,0,0,14,160
16117,SPRVAI11,ARIZONA,3337413956,Greenlee,337413956,345,1.02335,353.057,-25.41,,,,,,0,0,14,160
19315,PEACOCK,ARIZONA,30004265,Peacock,30004265,345,1.02309,352.966,-25.3,-31.9,-21.18,,,,0,0,14,191
67792,BORPOP21,PACE,3337407809,Borah,337407809,345,1.02285,352.885,-15.39,,,,,,0,0,65,652
60005,ADEL TAP,IDAHO,3337405876,Adelaide Tap,337405876,345,1.02285,352.882,-15.78,,,,,,0,0,60,613
40997,CHISNO31,NORTHWEST,,,,345,1.02282,352.871,-8.36,,,,,,0,0,40,403
40998,CHISNO41,NORTHWEST,,,,345,1.02278,352.86,-8.18,,,,,,0,0,40,403
60060,BORAH,IDAHO,3337407809,Borah,337407809,345,1.02274,352.845,-13.06,177.23,-35.53,,,0,0,0,60,613
60006,ADELAIDE,IDAHO,3337405875,Adelaide,337405875,345,1.02264,352.81,-15.84,169.6,4.53,,,,0,0,60,613
40993,SNOHOMS3,NORTHWEST,3337423568,Snohomish,337423568,345,1.0226,352.796,-19.06,,,,,,0,0,40,400
40994,SNOHOMS4,NORTHWEST,3337423568,Snohomish,337423568,345,1.02193,352.566,-18.9,,,,,,0,0,40,400
18002,HA PS,NEVADA,3337414364,Harry Allen,337414364,345,1.02177,352.51,-14.72,,,,,,0,0,18,182
16118,SPRVAI12,ARIZONA,3337423972,Springerville,337423972,345,1.02169,352.482,-20.41,,,,,,0,0,14,160
79036,GRANDJCT,WAPA R.M.,3337413764,Grand Junction (UTE),337413764,345,1.02141,352.385,-0.85,173.41,15.07,,,,0,0,73,790
16109,WINCHSTR,ARIZONA,3337432671,Winchester,337432671,345,1.02133,352.358,-33.05,48.39,-11.99,,,,0,0,14,160
16100,CORONADO,ARIZONA,3337410112,Coronado,337410112,345,1.02129,352.346,-14.05,,,,,,0,0,14,160
67791,BORPOP11,PACE,3337407809,Borah,337407809,345,1.02101,352.25,-15.12,,,,,,0,0,65,652
17005,BICKNELL,ARIZONA,3337407401,Bicknell,337407401,345,1.02036,352.023,-33.42,67.91,-0.76,,,,0,0,14,171
65665,GOSHEN,PACE,3337413691,Goshen,337413691,345,1.02023,351.979,-12.13,467.93,44.57,,,,0,0,65,652
60235,MIDPOINT,IDAHO,3337418158,Midpoint,337418158,345,1.02001,351.904,-17.63,436.3,713.79,,,-50.46,0,0,60,613
79014,CRAIG,WAPA R.M.,3337410259,Craig (TSGT),337410259,345,1.02001,351.903,14.87,196.98,-104.21,,,,0,0,73,791
16122,WINVAI12,ARIZONA,3337431420,Vail Generating Station,337431420,345,1.01971,351.801,-33.29,,,,,,0,0,14,160
16105,VAIL,ARIZONA,3337431420,Vail Generating Station,337431420,345,1.01967,351.785,-33.34,415.39,-18.26,,,,0,0,14,160
19053,LIBERTY,ARIZONA,3337416759,Liberty,337416759,345,1.0195,351.727,-27.53,313.11,141.85,,,-99.78,0,0,14,191
79072,HESPERUS,WAPA R.M.,3337414625,Hesperus,337414625,345,1.01949,351.724,-8.85,150.02,72.53,,,,0,0,73,790
16106,VAIL2,ARIZONA,3337431420,Vail Generating Station,337431420,345,1.01792,351.183,-30.01,215.09,-9.11,,,,0,0,14,160
16121,WINVAI11,ARIZONA,3337431420,Vail Generating Station,337431420,345,1.01792,351.181,-35.81,,,,,,0,0,14,160
16120,SPRVAI14,ARIZONA,3337431420,Vail Generating Station,337431420,345,1.01792,351.181,-29.94,,,,,,0,0,14,160
11080,HIDALGO,EL PASO,3337414645,Hidalgo,337414645,345,1.01791,351.18,-28.77,18.24,-14,,,,0,0,11,110
64891,RBFLCSC1,SIERRA,,,,345,1.01707,350.89,-19.39,,,,,,0,0,64,640
18001,H ALLEN,NEVADA,3337414364,Harry Allen,337414364,345,1.01659,350.722,-30.03,143.61,110.04,,,,0,0,18,182
16103,SOUTH,ARIZONA,3337423758,South Loop,337423758,345,1.01608,350.549,-33.74,442.25,73.69,,,,0,0,14,160
79058,RIFLE_CU,PSCOLORADO,3337421895,Rifle Generating Station,337421895,345,1.01585,350.468,4.1,252.12,-45.82,,,0,0,0,70,708
79266,MEEKER,WAPA R.M.,3337417953,Meeker,337417953,345,1.01529,350.276,8.84,,,,,,0,0,73,791
16107,WESTWING,ARIZONA,3337432406,Westwing,337432406,345,1.01508,350.201,-25.34,5.48,394.04,,,,0,0,14,160
11061,DIABLO,EL PASO,3337410919,Diablo,337410919,345,1.01503,350.186,-34.95,213.53,53.36,,,,0,0,11,110
79024,FLAGSTAF,ARIZONA,3337412313,Flagstaff,337412313,345,1.0129,349.45,-24.99,43.34,-6.5,,,,0,0,14,191
70654,COMANCHE,PSCOLORADO,3337409906,Comanche,337409906,345,1.01251,349.316,10.92,257.65,-156.71,,,0,0,0,70,704
79356,MCBRYDE,WAPA R.M.,3337417953,Meeker,337417953,345,1.01166,349.023,7.95,120.07,29.91,,,,0,0,73,791
64885,ROBINSON,SIERRA,,,,345,1.0101,348.486,-15.82,,,,,0,0,0,64,640
79032,GLENCANY,ARIZONA,3337413510,Glen Canyon,337413510,345,1.01007,348.473,-21.22,53.29,-27.68,,,,0,0,14,191
64883,RBFLCPS,SIERRA,,,,345,1.0099,348.416,-15.78,,,,,,0,0,64,640
64884,RBGONPS,SIERRA,,,,345,1.00987,348.404,-15.79,,,,,,0,0,64,640
70599,SMOKYHIL,PSCOLORADO,3337423546,Smoky Hill,337423546,345,1.00867,347.993,2.73,713.44,-55.55,,,,0,0,70,706
64043,FALCON,SIERRA,3337412100,Falcon,337412100,345,1.00778,347.684,-12.03,52.44,24.48,,,,0,0,64,645
64900,FT SAGE,SIERRA,32008859,Ft. Sage,32008859,345,1.00766,347.643,-40.34,3.65,1.39,,,,0,0,64,640
64901,FTSAGEPS,SIERRA,32008859,Ft. Sage,32008859,345,1.00761,347.625,-40.31,,,,,,0,0,64,640
14102,PNPKAPS,ARIZONA,3337420821,Pinnacle Peak APS,337420821,345,1.00655,347.261,-28.82,1002.18,395.49,,,,0,0,14,141
70465,MIDWAYPS,PSCOLORADO,3337418164,Midway,337418164,345,1.00583,347.011,3.21,238.99,11.81,,,,0,0,70,700
64017,BRDRTNPS,SIERRA,3337407819,Bordertown,337407819,345,1.00563,346.942,-41.12,,,,,,0,0,64,646
26251,INT MDUM,LADWP,,,,345,1.00555,346.915,-7.92,-4.59,-32.77,,,,0,0,26,283
16101,GREENLEE,ARIZONA,3337413956,Greenlee,337413956,345,1.00403,346.39,-28.78,,,,,,0,0,14,160
17010,GREEN-SW,ARIZONA,3337413956,Greenlee,337413956,345,1.00399,346.375,-28.8,57.18,-40.51,,,,0,0,14,171
16116,SPRGRE12,ARIZONA,3337413956,Greenlee,337413956,345,1.00396,346.365,-28.69,,,,,,0,0,14,160
16113,SPRGRE11,ARIZONA,3337417852,McKinley,337417852,345,1.00396,346.365,-28.69,,,,,,0,0,14,160
70466,WATERTON,PSCOLORADO,3337432024,Waterton,337432024,345,1.00368,346.269,0.97,326.06,-8.44,,,,0,0,70,700
64310,GONDER,SIERRA,3337413634,Gonder,337413634,345,1.00276,345.952,-14.98,-35.76,35.58,,,,0,0,64,645
64059,HUMBOLDT,SIERRA,3337415022,Humboldt,337415022,345,1.00254,345.876,-13.17,54,20.41,,,,0,0,64,640
79051,FLAGLE11,ARIZONA,3337412313,Flagstaff,337412313,345,1.0019,345.656,-33.16,,,,,,0,0,14,191
79055,FLAGLE21,ARIZONA,3337412313,Flagstaff,337412313,345,0.99966,344.882,-33.06,,,,,,0,0,14,191
64058,HIL TOP,SIERRA,3337414741,Hilltop,337414741,345,0.99963,344.871,-37.17,,,,,,0,0,64,646
79053,PINPKBRB,ARIZONA,3337420820,Pinnacle Peak (LC),337420820,345,0.99901,344.658,-27.97,817.32,726.74,,,,0,0,14,191
64032,COYOTECR,SIERRA,3337410230,Coyote Creek,337410230,345,0.99844,344.463,-12.06,124.03,44.38,,,,0,0,64,645
19322,PEAMEA11,ARIZONA,3337416759,Liberty,337416759,345,0.99753,344.148,-27.51,,,,,,0,0,14,191
19037,MEAD,ARIZONA,3337417895,Mead,337417895,345,0.99752,344.145,-27.51,97.99,356.73,,,-23.88,0,0,14,191
64130,VALMY,SIERRA,3337419610,North Valmy,337419610,345,0.99737,344.091,-9.44,67.97,0.16,,,,0,0,64,640
64305,NANIWA,SIERRA,3337419028,Naniwa,337419028,345,0.99529,343.377,-8.71,-79.91,-7.72,,,,0,0,64,646
64115,TRACY,SIERRA,3337429216,Tracy & Clark Mountain,337429216,345,0.99524,343.358,-8.72,56.04,4.85,,,,0,0,64,646
64018,BRDRTWN,SIERRA,3337407819,Bordertown,337407819,345,0.995,343.276,-9.15,,,,,,0,0,64,646
16900,COPPERVR,ARIZONA,25052714,Copper River,25052714,345,0.99488,343.233,-29.68,285.46,136.18,,,,0,0,14,164
64951,TRACY W,SIERRA,3337429216,Tracy & Clark Mountain,337429216,345,0.99482,343.211,-8.7,-168.5,78.07,,,,0,0,64,640
64128,VAL ROAD,SIERRA,3349560650,North Valley Road,349560650,345,0.99307,342.61,-9.49,204.63,45.05,,,0,0,0,64,646
64077,MIRA LMA,SIERRA,3337418351,Mira Loma,337418351,345,0.99179,342.166,-9.36,158.34,33.49,,,0,0,0,64,646
70601,DANIELPK,PSCOLORADO,3337410554,Daniels Park,337410554,345,0.9853,339.927,2.21,1004.54,288.86,,,0,0,0,70,704
64892,RBFLCSC2,SIERRA,,,,345,0.97215,335.392,-8.16,,,,,,0,0,64,640
19323,LIBPEA11,ARIZONA,,,,345,0.96755,333.806,-30.45,,,,,,0,0,14,191
79087,FLAPIN11,ARIZONA,3337420820,Pinnacle Peak (LC),337420820,345,0.95351,328.96,-35.52,,,,,,0,0,14,191
79095,FLAPIN21,ARIZONA,3337415765,Kayenta,337415765,345,0.95273,328.691,-35.52,,,,,,0,0,14,191
40285,COULEE,NORTHWEST,3337413746,Grand Coulee,337413746,300,1.01633,304.898,5.32,,,,,,0,0,40,403
40798,COUOLY11,NORTHWEST,3337419946,Olympia,337419946,300,1.00518,301.554,-3.45,,,,,,0,0,40,400
40800,COUOLY12,NORTHWEST,3337419946,Olympia,337419946,300,1.00157,300.471,-6.45,,,,,,0,0,40,400
40802,COUOLY13,NORTHWEST,3337419946,Olympia,337419946,300,0.99632,298.896,-10.69,,,,,,0,0,40,400
40804,COUOLY14,NORTHWEST,3337419946,Olympia,337419946,300,0.99303,297.909,-13.35,,,,,,0,0,40,400
40795,OLYMPIA,NORTHWEST,3337419946,Olympia,337419946,300,0.98351,295.054,-21.95,,,,,,0,0,40,400
45183,LONEPINE,NORTHWEST,3337417000,Lone Pine,337417000,230,1.07424,247.076,-33.72,331.55,-106.41,,,90.47,0,0,40,470
45195,MERIDINP,NORTHWEST,3337418010,Meridian,337418010,230,1.07148,246.439,-32.94,,,,,134.78,0,0,40,470
45063,COPCO,NORTHWEST,3341136831,Copco 1,341136831,230,1.06458,244.853,-33.71,49.51,-75.29,,,,0,0,40,484
47814,JONESCYN,NORTHWEST,32008816,Jones Canyon,32008816,230,1.0613,244.1,-10.4,-3.84,-54.59,,,0,0,0,40,404
44287,JRDNB 1,NORTHWEST,,,,230,1.05928,243.634,-5.71,-5.11,-58.29,,,,0,0,40,404
44286,JRDNB TP,NORTHWEST,,,,230,1.05922,243.621,-5.71,,,,,,0,0,40,404
47465,DOOLEY T,NORTHWEST,3356868812,Windy Point/Tuolumne,356868812,230,1.05836,243.422,-10.77,-9.21,-96.81,,,,0,0,40,404
45162,DR W TP,NORTHWEST,3337410535,Dalreed,337410535,230,1.05801,243.341,-8.97,,,,,,0,0,40,475
45075,DALREED,NORTHWEST,3337410535,Dalreed,337410535,230,1.058,243.34,-8.96,5.41,1.91,,,,0,0,40,475
45160,DR E TP,NORTHWEST,3337410535,Dalreed,337410535,230,1.058,243.34,-8.95,,,,,,0,0,40,475
44894,WHTSTNE,NORTHWEST,,,,230,1.05741,243.205,-35.32,81.25,47.3,,,,0,0,40,470
47855,STRPT 1,NORTHWEST,3337416080,Klondike Wind Farm,337416080,230,1.05718,243.151,-11.99,-2.02,-23.72,,,,0,0,40,404
47824,WILLIS T,NORTHWEST,3356868812,Windy Point/Tuolumne,356868812,230,1.05699,243.109,-10.76,-5.07,-48.76,,,,0,0,40,404
47831,HCAYON T,NORTHWEST,3337416080,Klondike Wind Farm,337416080,230,1.05696,243.101,-11.99,-1.45,-24.88,,,,0,0,40,404
43021,BEAVER,NORTHWEST,3337407116,Beaver,337407116,230,1.05673,243.048,-14.99,,,,,,0,0,40,451
43909,PORTW,NORTHWEST,3337421123,Port Of Washington,337421123,230,1.05669,243.039,-15.12,,,,,,0,0,40,451
45025,BOYLE,NORTHWEST,3337415400,J.C. Boyle,337415400,230,1.05646,242.986,-32.56,,,,,,0,0,40,484
47830,KLONDSCH,NORTHWEST,3337416080,Klondike Wind Farm,337416080,230,1.05641,242.973,-11.98,-12.09,-166.69,,,,0,0,40,404
47858,HARVST W,NORTHWEST,3337432474,White Creek Wind Project,337432474,230,1.05628,242.945,-10.54,-2.4,-16.57,,,,0,0,40,404
47857,MILLRA S,NORTHWEST,64000007,Miller,64000007,230,1.05618,242.921,-10.54,,,,,,0,0,40,404
47827,WHITE CK,NORTHWEST,3337432474,White Creek Wind Project,337432474,230,1.05599,242.878,-10.54,-21.66,-169.29,,,,0,0,40,404
40213,CHEMAWA,NORTHWEST,3337409209,Chemawa,337409209,230,1.05564,242.796,-31.19,162.27,-21,,,150.11,0,0,40,401
47486,GOLDEN_H,NORTHWEST,3352750394,Golden Hills Wind Farm,352750394,230,1.05517,242.688,-11.98,-1.74,-22.97,,,,0,0,40,404
47823,ENRGZR T,NORTHWEST,3356868812,Windy Point/Tuolumne,356868812,230,1.05501,242.653,-10.75,,,,,,0,0,40,404
47822,IMRIE,NORTHWEST,3337413640,Goodnoe,337413640,230,1.05474,242.59,-10.75,-0.67,-11.89,,,,0,0,40,404
47844,BIGLWCYN,NORTHWEST,3340406598,Biglow Canyon Wind,340406598,230,1.05474,242.589,-11.98,-32.89,-290.9,,,,0,0,40,451
44285,LONGHORN,NORTHWEST,,,,230,1.05469,242.579,-5.7,,,,,,0,0,40,404
41402,ROCK CK,NORTHWEST,32008950,Rock Creek,32008950,230,1.05457,242.551,-10.75,,,,,0,0,0,40,404
47815,JONTMB11,NORTHWEST,3337429371,Tumble Creek,337429371,230,1.05415,242.454,-15.97,,,,,,0,0,40,402
45123,GRANT PS,NORTHWEST,3337413829,Grants Pass,337413829,230,1.05406,242.435,-37.74,269.2,66.27,,,112.99,0,0,40,481
44860,MARENGO2,NORTHWEST,3349561030,Marengo Wind Project,349561030,230,1.05405,242.432,-3.22,0.01,-1.45,,,,0,0,40,413
40123,BOARD T2,NORTHWEST,3337407727,Boardman (PGE),337407727,230,1.05381,242.376,-6.75,,,,,,0,0,40,404
47386,JNPRC 1,NORTHWEST,No idea,Juniper,52000116,230,1.05371,242.354,-10.74,-2.23,-32.97,,,,0,0,40,404
41349,BIGCHE12,NORTHWEST,3337407430,Big Eddy,337407430,230,1.05348,242.3,-27.89,,,,,,0,0,40,404
40584,JOHN DAY,NORTHWEST,3337415584,John Day Ph,337415584,230,1.05289,242.164,-11.97,,,,,0,0,0,40,404
44911,MARENGO,NORTHWEST,3349561030,Marengo Wind Project,349561030,230,1.05288,242.163,-3.21,-10.18,-68.01,,,,0,0,40,413
45161,KLAFALLS,NORTHWEST,3341136828,COB Energy Facility,341136828,230,1.05264,242.107,-32.4,144.79,77.9,,,101.28,0,0,40,484
44900,DIXNV230,NORTHWEST,3337411001,Dixonville,337411001,230,1.05203,241.967,-32.42,,,,,,0,0,40,471
45189,MALIN,NORTHWEST,3337417425,Malin,337417425,230,1.05203,241.966,-29.03,30.73,-10.28,,,,0,0,40,484
44060,TDA PH6,NORTHWEST,3337428918,The Dalles Ph,337428918,230,1.05174,241.899,-14.91,,,,,,0,0,40,404
45137,HERMISTN,NORTHWEST,3337414608,Hermiston Power Project,337414608,230,1.0516,241.868,-0.12,,,,,,0,0,40,455
44059,TDA PH5,NORTHWEST,3337428918,The Dalles Ph,337428918,230,1.05115,241.765,-15.06,,,,,,0,0,40,404
44126,MCN PH4,NORTHWEST,3337417877,McNary,337417877,230,1.05114,241.762,-4.41,-5.93,-115.68,,,,0,0,40,404
44124,MCN PH3,NORTHWEST,3337417877,McNary,337417877,230,1.05113,241.759,-4.41,-11.77,-226.25,,,,0,0,40,404
40923,SALEM,NORTHWEST,3337422637,Salem,337422637,230,1.05082,241.687,-32.44,140,-10.01,,,,0,0,40,401
44123,MCN PH2,NORTHWEST,3337417877,McNary,337417877,230,1.05054,241.625,-4.42,-11.76,-226,,,,0,0,40,404
44122,MCN PH1,NORTHWEST,3337417877,McNary,337417877,230,1.05053,241.621,-4.43,-11.76,-226,,,,0,0,40,404
40940,CHESAN11,NORTHWEST,3337422861,Santiam,337422861,230,1.05041,241.594,-30.06,,,,,,0,0,40,401
44127,MCN PH5,NORTHWEST,3337417877,McNary,337417877,230,1.05036,241.583,-4.46,-11.85,-231.01,,,,0,0,40,404
44125,MCN PH34,NORTHWEST,3337417877,McNary,337417877,230,1.05014,241.533,-4.52,,,,,,0,0,40,404
45287,SWIFT 1,NORTHWEST,3337424647,Swift,337424647,230,1.05,241.5,-21.83,,,,,,0,0,40,419
41343,BIGEDDY3,NORTHWEST,3337407430,Big Eddy,337407430,230,1.05,241.5,-15.29,,,,,0,0,0,40,404
41351,MCNRY S1,NORTHWEST,3337417877,McNary,337417877,230,1.05,241.5,-4.55,,,,,,0,0,40,404
41352,MCNRY S2,NORTHWEST,3337417877,McNary,337417877,230,1.04981,241.456,-4.56,,,,,,0,0,40,404
41353,MCNRY S3,NORTHWEST,3337417877,McNary,337417877,230,1.04927,241.332,-4.6,,,,,0,0,0,40,404
45543,SWIFT 2,NORTHWEST,3337424647,Swift,337424647,230,1.04861,241.181,-22,4.2,1.71,,,,0,0,40,457
40787,NOXONBPA,NORTHWEST,3337419718,Noxon Rapids,337419718,230,1.0478,240.994,14.17,,,,,,0,0,40,441
48059,CAB GORG,NORTHWEST,3337408422,Cabinet Gorge,337408422,230,1.0478,240.994,13.36,33.19,-20.03,,,,0,0,40,441
48281,NOXON,NORTHWEST,3337419718,Noxon Rapids,337419718,230,1.0478,240.994,14.15,,,,,,0,0,40,441
40796,LIBNOX11,NORTHWEST,3337419718,Noxon Rapids,337419718,230,1.04779,240.992,14.22,,,,,,0,0,40,486
48289,NOXONCON,NORTHWEST,3337419718,Noxon Rapids,337419718,230,1.04766,240.961,14.12,2.67,0.91,,,,0,0,40,406
45051,COLD SPR,NORTHWEST,3337409756,Cold Springs,337409756,230,1.04728,240.875,-5.03,8.42,7.26,,,,0,0,40,455
40549,HORSE HV,NORTHWEST,3337414923,Horse Heaven,337414923,230,1.04637,240.666,-6.02,22.42,7.73,,,,0,0,40,404
40171,CANBYTAP,NORTHWEST,3337408606,Canby 2,337408606,230,1.04626,240.639,-33.47,,,,,,0,0,40,405
40169,CANBY,NORTHWEST,3337408606,Canby 2,337408606,230,1.04616,240.617,-33.49,4.02,1.37,,,,0,0,40,405
41091,TROUT CR,NORTHWEST,3342617588,Trout Creek,342617588,230,1.04579,240.532,13.58,2.1,0.7,,,,0,0,40,406
48443,VANT AVA,NORTHWEST,3337431517,Vantage,337431517,230,1.04549,240.462,-5.82,,,,,,0,0,40,413
45129,HAT ROCK,NORTHWEST,3337414421,Hat Rock,337414421,230,1.04542,240.448,-5.48,11.7,3.8,,,,0,0,40,455
48317,PINE CRK,NORTHWEST,3337420777,Pine Creek,337420777,230,1.04521,240.399,8.64,9.91,-24.22,,,,0,0,40,441
43409,PELTON,NORTHWEST,3337420530,Pelton,337420530,230,1.0451,240.374,-17.88,,,,,,0,0,40,451
