Bus,,,,,,,,,,,,,,,,,,
Number,Name,Area Name,Sub ID,Sub Name,Sub Num,Nom kV,PU Volt,Volt (kV),Angle (Deg),Load MW,Load Mvar,Gen MW,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num
43039,BETHEL,NORTHWEST,3337407368,Bethel (PGE),337407368,230,1.02096,234.822,-31.33,236.71,87.67,,,,0,0,40,451
45111,FRY,NORTHWEST,3337413143,Fry,337413143,230,1.02096,234.821,-35,221.46,-84.08,,,,0,0,40,472
45048,CHILAP11,NORTHWEST,3337409332,Chiloquin,337409332,230,1.02073,234.769,-30.31,,,,,,0,0,40,484
40621,LAGRANDE,NORTHWEST,3352749979,LaGrande,352749979,230,1.02071,234.763,-13.15,105.23,-6.13,,,0,0,0,40,407
42412,KLAHANIE,NORTHWEST,30004132,Klahanie,30004132,230,1.02061,234.74,-23.01,23.65,0.41,,,,0,0,40,426
40573,INTALCO,NORTHWEST,3337415252,Intalco,337415252,230,1.0206,234.738,-24.11,321.46,41.68,,,,0,0,40,400
40557,HUNGRY H,NORTHWEST,3337415035,Hungry Horse,337415035,230,1.02,234.6,10.76,,,,,,0,0,40,486
41083,TOLEDO,NORTHWEST,3337429118,Toledo,337429118,230,1.01997,234.593,-37.12,186.51,17.67,,,31.21,0,0,40,402
46298,WQUINCYT,NORTHWEST,,,,230,1.01973,234.537,-4.85,,,,,,0,0,40,482
40095,BELLNGHM,NORTHWEST,3337407237,Bellingham Division,337407237,230,1.01968,234.527,-22.06,150.79,6.58,,,,0,0,40,400
40977,SIFT TP2,NORTHWEST,3337423364,Sifton,337423364,230,1.01967,234.524,-24.49,,,,,,0,0,40,401
46289,QUINCYPLA,NORTHWEST,,,,230,1.01965,234.52,-4.86,22.66,7.53,,,,0,0,40,482
46164,FRENCHMN,NORTHWEST,3337412707,Frenchman Hills (USBR),337412707,230,1.01952,234.489,-5.71,25,21.85,,,,0,0,40,482
48025,BEACON N,NORTHWEST,3337407067,Beacon (Spokane),337407067,230,1.01944,234.472,4.71,166,107.27,,,,0,0,40,447
48031,BEACON S,NORTHWEST,3337407067,Beacon (Spokane),337407067,230,1.01942,234.467,4.7,165.81,107.47,,,,0,0,40,447
45588,PARISHGP,NORTHWEST,25000918,Parish Gap,25000918,230,1.01913,234.399,-33.29,53.19,12.31,,,,0,0,40,472
40975,SIFT TP1,NORTHWEST,3337423364,Sifton,337423364,230,1.0189,234.347,-24.51,,,,,,0,0,40,401
41055,S TACOMA,NORTHWEST,3337424717,Tacoma,337424717,230,1.01876,234.314,-21.9,,,,,,0,0,40,400
40875,RDMND_E,NORTHWEST,3337427914,Redmond,337427914,230,1.01864,234.286,-22.33,19.9,-35.62,,,0,0,0,40,405
40876,RDMND_W,NORTHWEST,3337427914,Redmond,337427914,230,1.01859,234.275,-22.34,28.23,-3.73,,,,0,0,40,405
46299,NQUINCYT,NORTHWEST,,,,230,1.01858,234.273,-5.07,28.62,7.78,,,,0,0,40,482
46633,CANYONTA,NORTHWEST,4.00381E+12,Canyon Rd-Tacoma (evi),400380901,230,1.01855,234.267,-21.93,132.83,43.11,,,,0,0,40,466
47578,FREDST,NORTHWEST,3353097497,Frederickson (PSPL),353097497,230,1.01851,234.258,-21.86,,,,,,0,0,40,400
40983,SIFTON 2,NORTHWEST,3337423364,Sifton,337423364,230,1.01849,234.254,-24.65,181.14,55.16,,,,0,0,40,401
46642,S_TAC-SW,NORTHWEST,3337423849,Southwest,337423849,230,1.01808,234.158,-22.4,,,,,,0,0,40,466
46645,SOUTHWST,NORTHWEST,3337423849,Southwest,337423849,230,1.01798,234.136,-22.72,468.06,137.02,,,,0,0,40,466
45031,CALAPOYA,NORTHWEST,3337408462,Calapooya,337408462,230,1.01793,234.125,-34.21,13.3,4.64,,,,0,0,40,483
40033,ALCOA,NORTHWEST,3337406065,Alcoa,337406065,230,1.01787,234.111,-25.57,107.02,87.41,,,,0,0,40,401
40981,SIFTON 1,NORTHWEST,3337423364,Sifton,337423364,230,1.01776,234.085,-24.68,177.29,53.86,,,,0,0,40,401
46162,BKSAND T,NORTHWEST,3353098171,Black,353098171,230,1.01768,234.066,-5.63,,,,,,0,0,40,482
46161,BK SANDS,NORTHWEST,3353098171,Black,353098171,230,1.01768,234.066,-5.63,1.11,0.16,,,,0,0,40,482
40181,CARLTON,NORTHWEST,3337408757,Carlton,337408757,230,1.01755,234.036,-32.08,196.07,31.47,,,,0,0,40,401
76351,RCDC W,WAPA R.M.,3337423789,South Rapid City,337423789,230,1.01725,233.968,17.36,321.66,-91.35,-130,10,-31.04,0,0,73,751
46291,MCKEN TP,NORTHWEST,3352749856,McKenzie,352749856,230,1.01643,233.78,-32.57,,,,,,0,0,40,480
45089,DIA HILL,NORTHWEST,3337427366,Diamond Hill,337427366,230,1.01634,233.758,-33.57,39.96,9.26,,,,0,0,40,483
46293,MCKENZEW,NORTHWEST,3352749856,McKenzie,352749856,230,1.01611,233.705,-32.58,89.87,129.96,,,,0,0,40,480
40248,COL FALL E,NORTHWEST,3337409874,Columbia Falls,337409874,230,1.01569,233.609,10.16,35.73,1.57,,,,0,0,40,486
40249,COL FALL W,NORTHWEST,3337409874,Columbia Falls,337409874,230,1.0156,233.588,10.15,34.84,1.72,,,,0,0,40,486
42103,SEDRO NT,NORTHWEST,3337423057,Sedro Woolley,337423057,230,1.01543,233.55,-21.54,,,,,,0,0,40,422
40851,POTHOLES,NORTHWEST,3337421174,Potholes,337421174,230,1.01543,233.55,-5.49,,,,,,0,0,40,403
46166,POTHOLEG,NORTHWEST,3337421174,Potholes,337421174,230,1.01539,233.541,-5.54,,,,,,0,0,40,482
42102,SEDBEL11,NORTHWEST,3337423057,Sedro Woolley,337423057,230,1.01538,233.537,-21.52,,,,,,0,0,40,422
42100,SEDRO,NORTHWEST,3337423057,Sedro Woolley,337423057,230,1.01536,233.532,-21.52,127.22,-51.99,,,,0,0,40,422
40267,CONKELLY,NORTHWEST,3337409954,Con Kelley,337409954,230,1.0153,233.519,10.28,78,32.5,,,0,0,0,40,486
47595,GRYSHBR1,NORTHWEST,3337413854,Grays Harbor Energy Facility,337413854,230,1.0151,233.474,-18.64,,,,,,0,0,40,400
47360,TRUMB CR,NORTHWEST,3337429337,Trumble Creek,337429337,230,1.01473,233.387,10.7,64.6,21.2,,,,0,0,40,486
47367,LAKESD F,NORTHWEST,32008880,Lakeside,32008880,230,1.01424,233.274,9.13,7.6,2.5,,,,0,0,40,486
40403,FAIRMONT,NORTHWEST,3337412085,Fairmount,337412085,230,1.01421,233.269,-37.57,76.58,-15.62,,,97.51,0,0,40,400
42417,KLASAM11,NORTHWEST,30004132,Klahanie,30004132,230,1.01379,233.172,-23.95,,,,,,0,0,40,426
47359,LION MTN,NORTHWEST,3477941,Lion Mountain,3477941,230,1.01207,232.777,8.96,51.1,16.8,1,0,,0,0,40,486
46043,MAE VL T,NORTHWEST,3353098178,Mac Valley,353098178,230,1.01065,232.45,-6.61,,,,,,0,0,40,482
46041,MAE VL,NORTHWEST,3353098178,Mac Valley,353098178,230,1.01056,232.428,-6.64,14.31,0.64,,,,0,0,40,482
42306,MONNOV11,NORTHWEST,30004496,Novelty,30004496,230,1.0105,232.415,-24.48,,,,,,0,0,40,400
40793,OLYMPIA,NORTHWEST,3337419946,Olympia,337419946,230,1.01043,232.398,-23.92,,,,,,0,0,40,400
40794,OLY E,NORTHWEST,3337419946,Olympia,337419946,230,1.01039,232.39,-23.86,,,,,0,0,0,40,400
42304,NOVELTY,NORTHWEST,30004496,Novelty,30004496,230,1.0103,232.369,-24.51,242.44,52.95,,,,0,0,40,426
40421,FLATHEAD,NORTHWEST,3337412334,Flathead,337412334,230,1.01029,232.367,9.06,82.9,27.2,,,,0,0,40,486
40243,CLATSOP,NORTHWEST,3337409539,Clatsop,337409539,230,1.01021,232.349,-25.04,82.22,28.73,,,,0,0,40,401
40767,MURRAY,NORTHWEST,3337418877,Murray,337418877,230,1.01015,232.334,-23.11,246.07,64.57,,,,0,0,40,400
40792,OLY W,NORTHWEST,3337419946,Olympia,337419946,230,1.0101,232.323,-23.97,318.71,176,,,0,0,0,40,400
40011,ABERDN 2,NORTHWEST,3337405809,Aberdeen,337405809,230,1.01007,232.317,-22.07,35.29,75.98,,,,0,0,40,400
46300,ROCKYFDG,NORTHWEST,,,,230,1.00904,232.079,-6.86,,,,,,0,0,40,482
40009,ABERDEEN,NORTHWEST,3337405809,Aberdeen,337405809,230,1.00799,231.838,-22.27,39.55,84.79,,,,0,0,40,400
42318,SAMMSH W,NORTHWEST,3337422702,Sammamish,337422702,230,1.00758,231.743,-24.83,285.4,86.93,,,,0,0,40,426
42300,SAMMAMSH,NORTHWEST,3337422702,Sammamish,337422702,230,1.00758,231.743,-24.83,,,,,,0,0,40,439
42319,SAMMSH E,NORTHWEST,3337422702,Sammamish,337422702,230,1.00755,231.738,-24.84,279.2,87.74,,,,0,0,40,426
40099,BENTON,NORTHWEST,3337407300,Benton,337407300,230,1.00748,231.72,-7.81,42.41,89.26,,,,0,0,40,404
40971,SHELTON,NORTHWEST,3337423244,Shelton,337423244,230,1.00701,231.612,-28.39,164.58,22.66,,,75.65,0,0,40,400
45245,POMONA H,NORTHWEST,3337420273,Pamona Heights,337420273,230,1.00696,231.601,-10.79,191.96,46.29,,,46.35,0,0,40,477
45239,PILOTBT,NORTHWEST,3337420757,Pilot Butte,337420757,230,1.00557,231.282,-24.39,113.3,103.48,,,,0,0,40,474
46089,SANDUNES,NORTHWEST,3337422782,Sand Dunes,337422782,230,1.00538,231.238,-7.8,94.32,24.78,,,,0,0,40,482
40845,PORT ANG,NORTHWEST,3337421090,Port Angeles,337421090,230,1.00456,231.048,-40.51,124.93,-4.09,,,,0,0,40,400
46152,MCDONALD,NORTHWEST,3337417812,McDonald,337417812,230,1.00397,230.913,-8.03,23.23,1.04,,,,0,0,40,482
45317,UNIONGAP,NORTHWEST,3337429530,Union Gap,337429530,230,1.00379,230.871,-11.12,268.48,57.58,,,,0,0,40,477
46151,LARSON,NORTHWEST,3337416493,Larson,337416493,230,1.00317,230.73,-7.93,94.54,44.31,,,,0,0,40,482
40443,FRANKLIN,NORTHWEST,3337412618,Franklin,337412618,230,1.00262,230.603,-5.75,139,140.15,,,,0,0,40,404
46158,SIELER,NORTHWEST,3353098122,Sieler,353098122,230,1.00199,230.457,-8.31,46.06,8.6,,,,0,0,40,482
46157,WHEELSWD,NORTHWEST,3337432446,Wheeler,337432446,230,1.00194,230.446,-8.31,,,,,15.06,0,0,40,482
46160,WHEELERG,NORTHWEST,3337432446,Wheeler,337432446,230,1.00193,230.444,-8.31,16.29,4.36,,,,0,0,40,482
46144,SILIC TP,NORTHWEST,25000910,Silicon,25000910,230,1.00181,230.417,-8.31,,,,,,0,0,40,482
46159,UPPER C,NORTHWEST,3353098139,Upper Coulee,353098139,230,1.00181,230.417,-8.31,50.82,20.87,,,,0,0,40,482
46143,SILICON,NORTHWEST,25000910,Silicon,25000910,230,1.00174,230.4,-8.32,51.55,14.22,,,,0,0,40,482
40613,KITSAP,NORTHWEST,3337416058,Kitsap,337416058,230,1.00156,230.359,-33.09,194.48,-22.4,,,,0,0,40,400
40505,HAPPY V,NORTHWEST,3337414273,Happy Valley,337414273,230,1.00141,230.325,-39.46,68.48,15.95,,,,0,0,40,400
40615,KITSAP 2,NORTHWEST,3337416058,Kitsap,337416058,230,1.00136,230.314,-33.03,188.29,-20.51,,,,0,0,40,400
42113,FREDONIA,NORTHWEST,3337412666,Fredonia (PSPL),337412666,230,1,230,-20.22,,,,,,0,0,40,422
73181,SIDNEYDC,WAPA R.M.,3337423360,Sidney W.,337423360,230,1,230,22.29,98.13,10.77,196,-229.58,210,0,0,73,756
41075,TILLAMOK,NORTHWEST,3337429041,Tillamook,337429041,230,0.99787,229.51,-35.25,143.57,22.16,,,,0,0,40,401
42903,S.BSHE11,NORTHWEST,3337423244,Shelton,337423244,230,0.99215,228.195,-33.4,,,,,,0,0,40,434
42104,MARCH PT,NORTHWEST,3337417544,March Point Cogeneration Compa,337417544,230,0.99201,228.162,-20.75,176.22,81.91,,,,0,0,40,422
40839,PORT AN2,NORTHWEST,3337421090,Port Angeles,337421090,230,0.99192,228.142,-41.18,145.73,17.66,,,,0,0,40,400
42900,S.BREM,NORTHWEST,3337423685,South Bremerton,337423685,230,0.99192,228.141,-33.52,220.66,26.65,,,,0,0,40,434
40027,ALBANY,NORTHWEST,3337406029,Albany,337406029,230,0.98868,227.396,-33.39,160.59,144.69,,,,0,0,40,402
40635,LAPINE,NORTHWEST,3337416186,La Pine,337416186,230,0.98723,227.064,-28.05,100.6,37.91,,,-38.99,0,0,40,405
40060,ASHE F,NORTHWEST,3337406571,Ashe,337406571,230,0.9693,222.938,-8.2,,,,,,0,0,40,404
38951,TBC_POT2,PG AND E,3337421185,Potrero,337421185,180.5,1.00139,180.751,-26,318.78,-7.48,400,0,,0,0,30,351
44998,DRJOHNSN,NORTHWEST,25000916,DrJohnson,25000916,115,1.06329,122.279,-37.19,42.79,-49.93,6.98,0,,0,0,40,471
47813,WHITE CK,NORTHWEST,3337432474,White Creek Wind Project,337432474,115,1.04,119.6,-7.78,9.9,3.3,34,-2.56,,0,0,40,404
46071,QUIN CH,NORTHWEST,3337421462,Quincy Chute,337421462,115,1.03686,119.239,-5.22,58.34,-31.43,0,0,,0,0,40,482
40887,RINGOLD,NORTHWEST,3337421916,Ringold,337421916,115,1.03449,118.967,-10.54,57.13,-36.51,0,0,,0,0,40,404
45127,HARRISON,NORTHWEST,3337414354,Harrison,337414354,115,1.03008,118.459,-34.18,558.22,-48.89,,,,0,0,40,489
40717,MCNARY,NORTHWEST,3337417877,McNary,337417877,115,1.03,118.45,-5.16,139.89,-50.96,7,0,,0,0,40,404
47023,CRESWELL,NORTHWEST,3352749922,Creswell,352749922,115,1.02793,118.212,-34.06,115.46,-37.35,4,0,,0,0,40,402
47050,HARBER PAPER,NORTHWEST,3337413854,Grays Harbor Energy Facility,337413854,115,1.02598,117.988,-24.45,77.77,-77.69,0,0,,0,0,40,400
40015,ADAIR,NORTHWEST,3337405851,Adair,337405851,115,1.02531,117.91,-36.33,115.18,-56.29,5.6,0,,0,0,40,401
40959,SCOOTNEY,NORTHWEST,3337422973,Scooteney,337422973,115,1.0245,117.817,-10.91,9.5,-1.21,0,0,0,0,0,40,404
46055,PEC,NORTHWEST,3337420504,PEC Headworks,337420504,115,1.02261,117.601,-9.1,68.2,-33.86,0,0,,0,0,40,482
40467,GLADE,NORTHWEST,3337413488,Glade,337413488,115,1.01894,117.178,-9.02,153.02,-37.85,0,0,,0,0,40,404
47077,SIERRA G,NORTHWEST,32008902,Sierra,32008902,115,1.01477,116.698,-26.98,3.79,-1.27,8,0,,0,0,40,400
47103,COSMO_SP_FIB,NORTHWEST,Sub353097924,Sub353097924,353097924,115,1.01437,116.652,-27.04,153.62,-31.19,0,0,,0,0,40,400
41240,MOYIE TX,NORTHWEST,3337418791,Moyie,337418791,115,1.01063,116.222,6.3,50.02,-23.81,2,0,,0,0,40,406
41097,TROY,NORTHWEST,3337429329,Troy,337429329,115,1.00714,115.821,10.59,39.39,15.23,3,0,,0,0,40,406
40907,SACHEEN,NORTHWEST,3337422525,Sacheen,337422525,115,1.00707,115.813,7.49,48.14,-1.73,1,0,,0,0,40,406
40201,CHANDLER,NORTHWEST,3337409113,Chandler,337409113,115,1.00707,115.813,-13.53,117.33,-16.27,7,0,,0,0,40,404
45263,RDMNDPPL,NORTHWEST,3337427914,Redmond,337427914,115,1.00011,115.012,-23.44,110.86,70.13,1,0,,0,0,40,474
47047,GLENOMA,NORTHWEST,3353097684,Glenoma,353097684,69,1.02,70.38,-18.24,41.51,12.22,28.9,2.18,,0,0,40,400
45368,OPAL,NORTHWEST,3337419977,Opal Springs Hydro,337419977,69,1.01868,70.289,-22.82,36.74,-0.08,3,0,,0,0,40,474
45122,COID,NORTHWEST,32000215,Coid,32000215,69,1.01678,70.158,-33.06,129.81,-29.75,3,0,,0,0,40,474
40199,CENTRALA,NORTHWEST,3337409045,Centralia,337409045,69,1.00774,69.534,-26.87,85.31,23.37,10,0,30.16,0,0,40,400
44971,LAKESISK,NORTHWEST,3337416345,Lake Siskiyou,337416345,69,1.00757,69.522,-32.65,0.68,0.99,1,-2,,0,0,40,478
45124,COPCO 1,NORTHWEST,3341136831,Copco 1,341136831,69,1.00442,69.305,-33.66,20.39,37.29,7.5,3.5,,0,0,40,478
44980,CAMASSW,NORTHWEST,3337408525,Camas,337408525,69,0.99732,68.815,-30.49,100.5,63.32,11,21,,0,0,40,489
45178,FARMRIRR,NORTHWEST,32000241,Farmrirr,32000241,69,0.97932,67.573,-23.47,6.9,0.96,0.5,0,,0,0,40,488
45172,ENTERPRS,NORTHWEST,3337411894,Enterprise,337411894,69,0.97218,67.08,-13.12,20.5,8.1,1,0,,0,0,40,416
44855,FPL2LT,NORTHWEST,3337424189,Stateline Wind Project - Washington,337424189,34.5,1.04205,35.951,-6.61,,,0,0,,0,0,40,413
70622,MIS_SITE,PSCOLORADO,3337417460,Manchief Power Station,337417460,34.5,1.04068,35.903,9.68,14.56,-21.4,52.5,0,,0,0,70,700
47803,CMBHL  2,NORTHWEST,3337409919,Combine Hills Turbine Ranch,337409919,34.5,1.03,35.535,-11.35,12.72,2.55,-0.1,0.2,0,0,0,40,407
70636,LIMON2_W,PSCOLORADO,,,,34.5,1.025,35.362,9.06,,,42.2,18.78,,0,0,70,700
70635,LIMON1_W,PSCOLORADO,,,,34.5,1.025,35.362,8.73,,,42.2,28.37,,0,0,70,700
70637,LIMON3_W,PSCOLORADO,,,,34.5,1.025,35.362,8.92,,,42.2,21.04,,0,0,70,700
44277,KITTVALY,NORTHWEST,3337416063,Kittitas Valley Wind Power Project,337416063,34.5,1.01,34.845,-9.12,-0.07,-2.64,-0.1,1.01,0,0,0,40,403
70823,CEDARCK_1A,PSCOLORADO,3349561019,Cedar Creek Wind Energy,349561019,34.5,1,34.5,10.31,-24.24,-51.47,46.2,-44.95,,0,0,70,706
70710,PTZLOGN1,PSCOLORADO,3337420447,Pawnee,337420447,34.5,1,34.5,18.18,-23.78,-6.68,42.2,-18.51,,0,0,70,706
42128,KOMO K,NORTHWEST,3337416112,Koma Kulshan Associates,337416112,34.5,0.98296,33.912,-12.97,0.45,1.02,0,0,,0,0,40,422
70777,COMAN_3,PSCOLORADO,3337409906,Comanche,337409906,27,1,27,15.77,38.28,37.12,800,169.08,,0,0,70,704
623503,COLSTRIP GN3,MONTANA,,,,26,1.03463,26.9,39.26,60,29.06,796.11,111.7,,0,0,62,628
623504,COLSTRIP GN4,MONTANA,,,,26,1.03451,26.897,39.24,60,29.06,805,111.7,,0,0,62,628
26040,INTERM2G,LADWP,3337415260,Intermountain Generating,337415260,26,1.00603,26.157,-1.56,32.61,24.61,950,172.26,,0,0,26,283
26039,INTERM1G,LADWP,3337415260,Intermountain Generating,337415260,26,1.00601,26.156,-1.64,32.61,24.61,950,172.26,,0,0,26,283
24107,ORMOND1G,SOCALIF,3337420044,Ormond Beach,337420044,26,1,26,-38.03,377.01,163.12,725,104.12,,0,0,24,259
24108,ORMOND2G,SOCALIF,3337420044,Ormond Beach,337420044,26,0.99061,25.756,-43.95,322.32,145.04,0,0,,0,0,24,259
15982,NAVAJO 2,ARIZONA,3337419093,Navajo (SRP),337419093,26,0.982,25.532,-12.67,58,35,804,27.9,,0,0,14,158
15983,NAVAJO 3,ARIZONA,3337419093,Navajo (SRP),337419093,26,0.982,25.532,-12.58,58,35,804.99,28.66,,0,0,14,158
15981,NAVAJO 1,ARIZONA,3337419093,Navajo (SRP),337419093,26,0.982,25.532,-12.62,58,35,804.99,28.1,,0,0,14,158
36411,DIABLO 1,PG AND E,3337410921,Diablo Canyon,337410921,25,1.01,25.25,-25.27,50,25.62,1199,-4.78,,0,0,30,364
36412,DIABLO 2,PG AND E,3337410921,Diablo Canyon,337410921,25,1.01,25.25,-25.02,50,25.62,1200,6.7,,0,0,30,364
40063,CGS,NORTHWEST,3337406571,Ashe,337406571,25,1.00063,25.016,4.49,54.6,37.5,1151.2,-119.77,,0,0,40,404
33107,DEC STG1,PG AND E,3337410791,Delta Energy Center (CPN),337410791,24,1.04,24.96,-33.4,138.2,49.66,280,91.72,,0,0,30,361
26067,SCATT3G,LADWP,3337422942,Scattergood,337422942,24,1.02572,24.617,-51.67,342.07,108.03,0,0,,0,0,26,281
66065,NAUGT G3,PACE,3337419089,Naughton,337419089,24,1.02533,24.608,2.97,124.82,-71.25,348,-15.07,,0,0,65,660
54130,SUND#3GN,ALBERTA,3337424541,Sundance,337424541,25,0.984,24.6,-0.86,262.7,-68.28,360.8,-84.24,,0,0,54,560
65495,EHUNTR 2,PACE,3337415041,Hunter Plant,337415041,24,1.01654,24.397,5.58,30,24.9,470,28.19,,0,0,65,656
65490,EHUNTR 1,PACE,3337415041,Hunter Plant,337415041,24,1.01645,24.395,6.22,26.91,22.27,470,28.19,,0,0,65,656
73129,MBPP-1,WAPA R.M.,3337416477,Laramie River,337416477,24,1.01319,24.316,28.55,35,35,279.13,60.57,,0,0,73,753
73130,MBPP-2,WAPA R.M.,3337416477,Laramie River,337416477,24,1.01219,24.293,30.78,35,35,600,60.57,,0,0,73,753
10319,SJUAN_G2,NEW MEXICO,3337422748,San Juan 345,337422748,24,1.00811,24.195,-3.38,38,23.55,350,52.37,,0,0,10,101
14933,PALOVRD3,ARIZONA,3337420266,Palo Verde,337420266,24,1.00744,24.179,-12.56,65,48.8,1377,364.83,,0,0,14,141
14931,PALOVRD1,ARIZONA,3337420266,Palo Verde,337420266,24,1.00721,24.173,-12.73,65,48.8,1376,364.83,,0,0,14,141
14932,PALOVRD2,ARIZONA,3337420266,Palo Verde,337420266,24,1.00703,24.169,-12.77,65,48.8,1379,364.83,,0,0,14,141
70350,RAWHIDE,PSCOLORADO,3337421614,Rawhide,337421614,24,1,24,18.09,136.29,41.02,300,27.11,,0,0,70,706
65191,BONANZA,PACE,3337407771,Bonanza,337407771,24,0.99436,23.865,15.16,124.58,84.24,485,-6.54,,0,0,65,670
43047,BOARD F,NORTHWEST,3337407727,Boardman (PGE),337407727,24,0.9839,23.614,-2.4,30,15,612,-82.7,,0,0,40,450
70119,COMAN_1,PSCOLORADO,3337409906,Comanche,337409906,24,0.97,23.28,14.74,121.78,159.22,350,61.88,,0,0,70,704
18281,RG 4,NEVADA,3337413273,Gardner (NEVP),337413273,24,0.96707,23.21,-30.53,71.41,153.16,0,0,,0,0,18,181
70120,COMAN_2,PSCOLORADO,3337409906,Comanche,337409906,24,0.96,23.04,15.01,113.65,147.03,355,16.58,,0,0,70,704
10321,SJUAN_G4,NEW MEXICO,3337422748,San Juan 345,337422748,22,1.03652,22.803,-5.06,46,28.51,415.45,78.55,,0,0,10,101
22244,ENCINA 5,SANDIEGO,3337411844,Encina,337411844,24,0.94929,22.783,-61.17,281.66,169.52,0,0,,0,0,22,224
54403,KEEP#3GN,ALBERTA,3337415785,Keephills,337415785,22,1.035,22.77,-2.05,40.4,20.2,468.7,123.83,,0,0,54,560
10320,SJUAN_G3,NEW MEXICO,3337422748,San Juan 345,337422748,22,1.0331,22.728,-3.64,56,34.71,544,78.55,0,0,0,10,101
70591,RMEC3,PSCOLORADO,3337422182,Rocky Mountain Energy Center,337422182,23,0.98,22.54,8.69,83.41,76.93,160,36.06,,0,0,70,700
65445,DAVEJON4,PACE,3337415612,Johnston,337415612,22,1.02201,22.484,36.98,247.62,-20.44,345,13.13,,0,0,65,679
66730,WYODAK 1,PACE,3337432924,Wyodak,337432924,22,1.01981,22.436,41.45,768.01,36.1,375,37.89,,0,0,65,679
79016,CRAIG 2,WAPA R.M.,3337410259,Craig (TSGT),337410259,22,1.01482,22.326,23.27,91.78,-10.7,451,9.32,,0,0,73,790
79015,CRAIG 1,WAPA R.M.,3337410259,Craig (TSGT),337410259,22,1.01482,22.326,23.27,91.78,-10.7,451,9.32,,0,0,73,790
14914,FCNGN4CC,ARIZONA,3337412567,Four Corners (AZPS),337412567,22,1.014,22.308,-3.3,48.1,23.3,798,-28.94,,0,0,14,141
65500,EHUNTR 3,PACE,3337415041,Hunter Plant,337415041,22,1.01202,22.265,5.29,31,20.04,495,26.54,,0,0,65,656
54490,GENES 39,ALBERTA,3337413367,Genesee,337413367,22,1.011,22.242,-1.81,40.9,20.5,474.7,109.72,,0,0,54,560
70106,CHEROK4,PSCOLORADO,3337409223,Cherokee (PSCO),337409223,22,1.01,22.22,4.13,405.1,132.66,360,164.92,,0,0,70,700
36405,MOSSLND6,PG AND E,3337418723,Moss Landing (DUENNO),337418723,22,1.00904,22.199,-41.49,6.72,5.39,0,0,,0,0,30,361
36406,MOSSLND7,PG AND E,3337418723,Moss Landing (DUENNO),337418723,22,1.009,22.198,-41.49,6.72,5.39,0,0,,0,0,30,361
623502,COLSTRIP GN2,MONTANA,,,,22,1.00771,22.17,40.89,46.08,192.33,330,49.72,,0,0,62,628
623501,COLSTRIP GN1,MONTANA,,,,22,1.00752,22.165,40.85,48.12,193.99,330,49.72,,0,0,62,628
14915,FCNGN5CC,ARIZONA,3337412567,Four Corners (AZPS),337412567,22,1.007,22.154,-1.11,48.1,23.3,798,36.23,,0,0,14,141
10318,SJUAN_G1,NEW MEXICO,3337422748,San Juan 345,337422748,22,1.00698,22.154,-4.04,44,27.27,360,52.37,0,0,0,10,101
65800,HUNTN G2,PACE,3337415054,Huntington,337415054,22,1.00516,22.114,0.7,37.5,25.2,248,-3.24,,0,0,65,656
79017,CRAIG 3,WAPA R.M.,3337410259,Craig (TSGT),337410259,22,1.00304,22.067,21.5,30,9.7,433,-32,,0,0,73,790
65795,HUNTN G1,PACE,3337415054,Huntington,337415054,22,1.00087,22.019,1.06,39,26.2,243,-14.77,,0,0,65,656
14903,CHOLLA4,ARIZONA,3337409370,Cholla,337409370,22,1,22,-8.13,34,16.46,412,30.8,,0,0,14,149
14902,CHOLLA3,ARIZONA,3337409370,Cholla,337409370,22,1,22,-7.29,28.9,13.98,299,24.69,,0,0,14,141
14901,CHOLLA2,ARIZONA,3337409370,Cholla,337409370,22,1,22,-7.57,28.9,13.98,288.9,23.64,,0,0,14,141
64131,VALMY G1,SIERRA,3337419610,North Valmy,337419610,22,1,22,-36.34,12.46,6.23,240,-51.61,,0,0,64,641
65388,BRIDGER3,PACE,,,,22,0.99579,21.907,11.57,32,26.5,550,-0.2,,0,0,65,651
65389,BRIDGER4,PACE,,,,22,0.99579,21.907,11.57,32,26.5,550,-0.22,,0,0,65,651
65387,BRIDGER2,PACE,,,,22,0.99577,21.907,11.6,32,26.5,554,-0.2,,0,0,65,651
65386,BRIDGER1,PACE,,,,22,0.99576,21.907,11.61,32,26.5,555,-0.22,,0,0,65,651
35070,LAPLM_G1,PG AND E,3341135432,La Paloma,341135432,21,1.04,21.84,-27.51,46.93,94.81,200,98.66,,0,0,30,361
35071,LAPLM_G2,PG AND E,3341135432,La Paloma,341135432,21,1.04,21.84,-27.51,46.93,94.81,200,98.66,,0,0,30,361
35073,LAPLM_G4,PG AND E,3341135432,La Paloma,341135432,21,1.04,21.84,-27.51,46.93,94.81,200,98.66,,0,0,30,361
35072,LAPLM_G3,PG AND E,3341135432,La Paloma,341135432,21,1.04,21.84,-27.51,46.93,94.81,200,98.66,,0,0,30,361
16519,SPR GEN4,ARIZONA,3337423972,Springerville,337423972,21,1.038,21.798,-6.93,20,19.8,400,69.57,,0,0,14,160
72500,SPR GEN3,WAPA R.M.,,,,21,1.038,21.798,-6.12,0,0,430,55.51,,0,0,73,790
