Bus Num,Bus Name,Sub ID,Sub Name,Sub Num
16103,SOUTH,3337423758,South Loop,337423758
79058,RIFLE_CU,3337421895,Rifle Generating Station,337421895
79266,MEEKER,3337417953,Meeker,337417953
16107,WESTWING,3337432406,Westwing,337432406
11061,DIABLO,3337410919,Diablo,337410919
79024,FLAGSTAF,3337412313,Flagstaff,337412313
70654,COMANCHE,3337409906,Comanche,337409906
79356,MCBRYDE,3337417953,Meeker,337417953
79032,GLENCANY,3337413510,Glen Canyon,337413510
64885,ROBINSON,,,
64883,RBFLCPS,,,
64884,RBGONPS,,,
70599,SMOKYHIL,3337423546,Smoky Hill,337423546
64043,FALCON,3337412100,Falcon,337412100
64900,FT SAGE,32008859,Ft. Sage,32008859
64901,FTSAGEPS,32008859,Ft. Sage,32008859
14102,PNPKAPS,3337420821,Pinnacle Peak APS,337420821
70465,MIDWAYPS,3337418164,Midway,337418164
64017,BRDRTNPS,3337407819,Bordertown,337407819
26251,INT MDUM,,,
16101,GREENLEE,3337413956,Greenlee,337413956
17010,GREEN-SW,3337413956,Greenlee,337413956
16116,SPRGRE12,3337413956,Greenlee,337413956
16113,SPRGRE11,3337417852,McKinley,337417852
70466,WATERTON,3337432024,Waterton,337432024
64059,HUMBOLDT,3337415022,Humboldt,337415022
64310,GONDER,3337413634,Gonder,337413634
79051,FLAGLE11,3337412313,Flagstaff,337412313
79055,FLAGLE21,3337412313,Flagstaff,337412313
64058,HIL TOP,3337414741,Hilltop,337414741
79053,PINPKBRB,3337420820,Pinnacle Peak (LC),337420820
64032,COYOTECR,3337410230,Coyote Creek,337410230
19322,PEAMEA11,3337416759,Liberty,337416759
19037,MEAD,3337417895,Mead,337417895
64130,VALMY,3337419610,North Valmy,337419610
64305,NANIWA,3337419028,Naniwa,337419028
64115,TRACY,3337429216,Tracy & Clark Mountain,337429216
64018,BRDRTWN,3337407819,Bordertown,337407819
16900,COPPERVR,25052714,Copper River,25052714
64951,TRACY W,3337429216,Tracy & Clark Mountain,337429216
64128,VAL ROAD,3349560650,North Valley Road,349560650
64077,MIRA LMA,3337418351,Mira Loma,337418351
70601,DANIELPK,3337410554,Daniels Park,337410554
64892,RBFLCSC2,,,
19323,LIBPEA11,,,
79087,FLAPIN11,3337420820,Pinnacle Peak (LC),337420820
79095,FLAPIN21,3337415765,Kayenta,337415765
40285,COULEE,3337413746,Grand Coulee,337413746
40798,COUOLY11,3337419946,Olympia,337419946
40800,COUOLY12,3337419946,Olympia,337419946
40802,COUOLY13,3337419946,Olympia,337419946
40804,COUOLY14,3337419946,Olympia,337419946
40795,OLYMPIA,3337419946,Olympia,337419946
45183,LONEPINE,3337417000,Lone Pine,337417000
45195,MERIDINP,3337418010,Meridian,337418010
45063,COPCO,3341136831,Copco 1,341136831
47814,JONESCYN,32008816,Jones Canyon,32008816
44287,JRDNB 1,,,
44286,JRDNB TP,,,
47465,DOOLEY T,3356868812,Windy Point/Tuolumne,356868812
45162,DR W TP,3337410535,Dalreed,337410535
45075,DALREED,3337410535,Dalreed,337410535
45160,DR E TP,3337410535,Dalreed,337410535
44894,WHTSTNE,,,
47855,STRPT 1,3337416080,Klondike Wind Farm,337416080
47824,WILLIS T,3356868812,Windy Point/Tuolumne,356868812
47831,HCAYON T,3337416080,Klondike Wind Farm,337416080
43021,BEAVER,3337407116,Beaver,337407116
43909,PORTW,3337421123,Port Of Washington,337421123
47830,KLONDSCH,3337416080,Klondike Wind Farm,337416080
45025,BOYLE,3337415400,J.C. Boyle,337415400
47858,HARVST W,3337432474,White Creek Wind Project,337432474
47857,MILLRA S,64000007,Miller,64000007
47827,WHITE CK,3337432474,White Creek Wind Project,337432474
40213,CHEMAWA,3337409209,Chemawa,337409209
47486,GOLDEN_H,3352750394,Golden Hills Wind Farm,352750394
47823,ENRGZR T,3356868812,Windy Point/Tuolumne,356868812
47822,IMRIE,3337413640,Goodnoe,337413640
47844,BIGLWCYN,3340406598,Biglow Canyon Wind,340406598
44285,LONGHORN,,,
41402,ROCK CK,32008950,Rock Creek,32008950
47815,JONTMB11,3337429371,Tumble Creek,337429371
44860,MARENGO2,3349561030,Marengo Wind Project,349561030
45123,GRANT PS,3337413829,Grants Pass,337413829
40123,BOARD T2,3337407727,Boardman (PGE),337407727
47386,JNPRC 1,No idea,Juniper,52000116
41349,BIGCHE12,3337407430,Big Eddy,337407430
44911,MARENGO,3349561030,Marengo Wind Project,349561030
40584,JOHN DAY,3337415584,John Day Ph,337415584
45161,KLAFALLS,3341136828,COB Energy Facility,341136828
44900,DIXNV230,3337411001,Dixonville,337411001
45189,MALIN,3337417425,Malin,337417425
44060,TDA PH6,3337428918,The Dalles Ph,337428918
45137,HERMISTN,3337414608,Hermiston Power Project,337414608
44059,TDA PH5,3337428918,The Dalles Ph,337428918
44126,MCN PH4,3337417877,McNary,337417877
44124,MCN PH3,3337417877,McNary,337417877
40923,SALEM,3337422637,Salem,337422637
44123,MCN PH2,3337417877,McNary,337417877
44122,MCN PH1,3337417877,McNary,337417877
40940,CHESAN11,3337422861,Santiam,337422861
44127,MCN PH5,3337417877,McNary,337417877
44125,MCN PH34,3337417877,McNary,337417877
41351,MCNRY S1,3337417877,McNary,337417877
41343,BIGEDDY3,3337407430,Big Eddy,337407430
45287,SWIFT 1,3337424647,Swift,337424647
41352,MCNRY S2,3337417877,McNary,337417877
41353,MCNRY S3,3337417877,McNary,337417877
45543,SWIFT 2,3337424647,Swift,337424647
48281,NOXON,3337419718,Noxon Rapids,337419718
40787,NOXONBPA,3337419718,Noxon Rapids,337419718
48059,CAB GORG,3337408422,Cabinet Gorge,337408422
40796,LIBNOX11,3337419718,Noxon Rapids,337419718
48289,NOXONCON,3337419718,Noxon Rapids,337419718
45051,COLD SPR,3337409756,Cold Springs,337409756
40549,HORSE HV,3337414923,Horse Heaven,337414923
40171,CANBYTAP,3337408606,Canby 2,337408606
40169,CANBY,3337408606,Canby 2,337408606
41091,TROUT CR,3342617588,Trout Creek,342617588
48443,VANT AVA,3337431517,Vantage,337431517
45129,HAT ROCK,3337414421,Hat Rock,337414421
48317,PINE CRK,3337420777,Pine Creek,337420777
43409,PELTON,3337420530,Pelton,337420530
40895,ROGUE,3337422206,Rogue,337422206
41345,BIGCHE11,3337407430,Big Eddy,337407430
44912,TALBOT,3349561030,Marengo Wind Project,349561030
40303,COVINGTW,3337410205,Covington,337410205
40788,LANNOX11,3337416431,Lancaster,337416431
47100,WELLS B1,3337432169,Wells (DOPD),337432169
47102,WELLS B2,3337432169,Wells (DOPD),337432169
46460,ROSS 44,3337422288,Ross Dam,337422288
40304,COVINGTE,3337410205,Covington,337410205
46431,GORGE,3337413681,Gorge (SCL),337413681
48451,WALA AVA,3337427717,Walla Walla,337427717
46461,ROSS 42,3337422288,Ross Dam,337422288
46421,DIABLO,3337410919,Diablo,337410919
43317,BIGMCL11,3337407430,Big Eddy,337407430
41350,BIGCEL41,3337407430,Big Eddy,337407430
40058,WNP1,3337406571,Ashe,337406571
40064,TRS,3337406571,Ashe,337406571
40059,ASHE,3337406571,Ashe,337406571
45113,GLENDL,3337413533,Glendale,337413533
44856,FPL2HT,3337424189,Stateline Wind Project - Washington,337424189
43483,ROUNDB N,3337422305,Round Butte,337422305
43482,ROUNDB S,3337422305,Round Butte,337422305
44164,CHJ PH3,3337409315,Chief Joseph,337409315
44165,CHJ PH4,3337409315,Chief Joseph,337409315
41079,TMBLCR T,3337429371,Tumble Creek,337429371
47572,NINEMIF2,3337424189,Stateline Wind Project - Washington,337424189
42507,BERYDALE,3353097805,Berrydale,353097805
46312,WANAPH2,,,
46311,WANAPH1,,,
47819,BIGHRN,3337407440,Big Horn Wind (PPM),337407440
45128,COVE 230,3337410194,Cove,337410194
44162,CHJ PH1,3337409315,Chief Joseph,337409315
44163,CHJ PH2,3337409315,Chief Joseph,337409315
45331,WALLULA,3337427736,Wallula,337427736
40810,OSTRNDER,3337420092,Ostrander,337420092
44016,BON PH3,3337407786,Bonneville,337407786
44017,BON PH4,3337407786,Bonneville,337407786
44015,BON PH2,3337407786,Bonneville,337407786
46313,WANAPH3,,,
40537,HIL TOP,3337414741,Hilltop,337414741
44014,BON PH1,3337407786,Bonneville,337407786
46486,BOUNDPH6,3337407846,Boundary,337407846
46480,BOUNDPH3,3337407846,Boundary,337407846
46476,BOUNDPH1,3337407846,Boundary,337407846
46482,BOUNDPH4,3337407846,Boundary,337407846
40824,PEARL E,3337420488,Pearl,337420488
41112,VANTAGES,3337431517,Vantage,337431517
41111,VANTAGEN,3337431517,Vantage,337431517
44200,LIB PH1,3337416751,Libby - PACIF,337416751
44058,TDA PH4,3337428918,The Dalles Ph,337428918
41314,CELILO4,3337408977,Celilo Dc Converter Station,337408977
40826,PEARL W,3337420488,Pearl,337420488
40686,SPRINGCK,32008906,Spring Creek,32008906
45327,WALAWALA,3337427717,Walla Walla,337427717
45047,CHILQUIN,3337409332,Chiloquin,337409332
40142,NBONVL W,3337407786,Bonneville,337407786
44201,LIB PH2,3337416751,Libby - PACIF,337416751
46478,BOUNDPH2,3337407846,Boundary,337407846
40146,BOUNDRYW,3337407846,Boundary,337407846
46484,BOUNDPH5,3337407846,Boundary,337407846
40307,COWFALLS,3337410221,Cowlitz Falls,337410221
40657,LIBBY,3337416752,Libby - USCEPD,337416752
40145,BOUNDRYE,3337407846,Boundary,337407846
40230,CHIEF J1,3337409315,Chief Joseph,337409315
40232,CHIEF J2,3337409315,Chief Joseph,337409315
46169,WANAPUM,3337431892,Wanapum,337431892
46069,PRIESTR2,3337421284,Priest Rapids,337421284
46066,PRIESTR1,3337421284,Priest Rapids,337421284
40141,NBONVL E,3337407786,Bonneville,337407786
44057,TDA PH3,3337428918,The Dalles Ph,337428918
40896,FAIROG11,3337412090,Fairview,337412090
41344,BIGCEL31,3337407430,Big Eddy,337407430
43773,PEARL #,3337420488,Pearl,337420488
41313,CELILO3,3337408977,Celilo Dc Converter Station,337408977
41342,BIGEDDY2,3337407430,Big Eddy,337407430
43528,PEASHE11,3337420488,Pearl,337420488
40065,ASHE TAP,3337406571,Ashe,337406571
41094,TROUTD W,3337429325,Troutdale,337429325
41135,WARNER,3337431926,Warner,337431926
45303,TROUTPP2,3337429325,Troutdale,337429325
41341,BIGEDDY1,3337407430,Big Eddy,337407430
40838,PONDROSS,3337421061,Ponderosa,337421061
40144,ALFNBO11,,,
40836,PONDROSN,3337421061,Ponderosa,337421061
41092,TROUTD E,3337429325,Troutdale,337429325
45301,TROUTPP1,3337429325,Troutdale,337429325
43685,BLUELAKE,30004006,Blue Lake,30004006
47049,GLENOMA,3353097684,Glenoma,353097684
43320,BIGMCL12,3337407430,Big Eddy,337407430
42501,TALBOT S,3337424742,Talbot,337424742
40692,MAPLEV12,3337417523,Maple Valley,337417523
41005,MAPSNO21,3337423567,Sno-king,337423567
46424,COVDUW11,3337410205,Covington,337410205
48179,LAKEVIEW,3337416353,Lake View,337416353
43597,TROJAN,3337429314,Trojan,337429314
43599,TROJAN 1,3337429314,Trojan,337429314
43601,TROJAN 2,3337429314,Trojan,337429314
40002,A6,3337406571,Ashe,337406571
46426,DUWMAP11,3337411301,Duwamish,337411301
42991,DODGE JN,Found Junction Town,Dodge Junction,52000120
40813,PARKDALE,3337420356,Parkdale,337420356
40599,KEELER W,3337415779,Keeler,337415779
42987,PHALEN G,Found Sub,Phalen Gulcn,52000119
43740,HORIZN,3352750211,Sunset,352750211
40709,MAUPIN,3337417718,Maupin,337417718
43530,PEASHE12,3337420488,Pearl,337420488
40664,CEN FERY,Found Sub,Central Ferry,52000118
40511,HARVALUM,3337414395,Harvalum,337414395
47862,HSHUB,3349561028,Shepherds Flat Wind Farm,349561028
43527,SHERWOOD,3337423288,Sherwood,337423288
40937,SANT TAP,3337422861,Santiam,337422861
40939,SANTIAM,3337422861,Santiam,337422861
42363,WLD HORS,3337432576,Wild Horse Project,337432576
40457,GARRISON,3337413294,Garrison,337413294
42700,WHITE RV,3337432490,White River (PSPL),337432490
43291,LINNEMAN,30004005,Linneman,30004005
45103,HURICANE,3352749973,Hurricane,352749973
43215,GRESHAM,3337414013,Gresham,337414013
40409,FAIRVIEW,3337412090,Fairview,337412090
42374,SCHNEBLY,Found Coulee,Schnebly,52000096
44996,HANNATAP,3337414255,Hanna,337414255
46416,COVCRE11,3337410205,Covington,337410205
43348,MURRAY H,3352750182,Murryhill,352750182
40685,MABTON,3337417302,Mabton,337417302
40410,FAIRVEW2,3337412090,Fairview,337412090
43314,MCLOUGE5,3337417861,Mcloughlin,337417861
40531,HEW 2,30004101,Hew,30004101
40533,HEW 2 TP,30004101,Hew,30004101
42373,POISN SP,Found Road,Poison Spring,52000097
46855,ROCR0709,3337422187,Rocky Reach,337422187
40747,MONROE,3337418498,Monroe,337418498
41149,WHITE BL,3337432470,White Bluffs,337432470
42703,S TWHI11,3337424717,Tacoma,337424717
46853,ROCR0304,3337422187,Rocky Reach,337422187
46852,ROCR0102,3337422187,Rocky Reach,337422187
46854,ROCR0506,3337422187,Rocky Reach,337422187
46629,MOSSYRK,3337418728,Mossyrock,337418728
46856,ROCR1011,3337422187,Rocky Reach,337422187
42505,CHRISTOP,3337409381,Christopher,337409381
40003,A8,3337406571,Ashe,337406571
41321,MARC SW2,30004107,Marcola,30004107
46831,ROCKYRH1,3337422187,Rocky Reach,337422187
46832,ROCKYRH2,3337422187,Rocky Reach,337422187
40001,A9,3337406571,Ashe,337406571
41049,TACOMA N,3337424717,Tacoma,337424717
41050,TACOMA S,3337421061,Ponderosa,337421061
40345,DETROIT,3337410875,Detroit,337410875
46833,ROCKYRH3,3337422187,Rocky Reach,337422187
47031,DOUGLAS,3337411112,Douglas,337411112
41754,COUL1418,3337413746,Grand Coulee,337413746
40751,MONROE T,3337418498,Monroe,337418498
41359,BELCOU51,3337407193,Bell,337407193
41751,COUL0105,3337413746,Grand Coulee,337413746
41752,COUL0609,3337413746,Grand Coulee,337413746
41753,COUL1013,3337413746,Grand Coulee,337413746
40373,E OMAK,3337411468,East Omak,337411468
43541,ST MARYS,3337424093,St. Marys,337424093
41358,COULEES3,3337413746,Grand Coulee,337413746
41291,WINECTRY,32000255,Sulphur,32000255
42361,WIND RDG,32008920,Wind Ridge,32008920
47284,MARCOLA,30004107,Marcola,30004107
46463,NORTHMTN,3337419562,North Mountain,337419562
43322,BIGMCL13,3337417861,Mcloughlin,337417861
40044,ALLSTN W,3337406167,Allston,337406167
41053,S TACOMA SS,3337424717,Tacoma,337424717
40043,ALLSTN E,3337406167,Allston,337406167
70560,LAMAR_DC,3337416402,Lamar,337416402
41356,COULEES1,3337413746,Grand Coulee,337413746
40280,COULE PG,3337413746,Grand Coulee,337413746
46044,GENEVA,,,
41357,COULEES2,3337413746,Grand Coulee,337413746
48512,DRYCREEK,3337411184,Dry Gulch,337411184
43313,MCLOUGLN,3337417861,Mcloughlin,337417861
43600,SPRNGVIL,25000149,Springville,25000149
48255,N LEWIST,3337418960,N. Lewiston,337418960
40881,RESTN TP,3337421788,Reston,337421788
43089,CARVER,3337408830,Carver,337408830
40375,E SPRING,3337423974,Springfield,337423974
40148,ADDBOU11,3337428144,TAP372,337428144
48863,PALOUSE_WIND,,,
46165,PRIESTRT,3337421284,Priest Rapids,337421284
48432,THORNTON,,,
47381,LINDEN,No idea,Linden,52000098
46625,MAYFIELD,3337417739,Mayfield,337417739
40689,MAPLE V3,3337417523,Maple Valley,337417523
41020,MAPSNO11,3337423567,Sno-king,337423567
47861,S HRLBRT,3349561028,Shepherds Flat Wind Farm,349561028
47380,LINDEN T,No idea,Linden,52000098
40049,ALVEY,3337406231,Alvey,337406231
47082,RAPIDS,3353098074,Tap,353098074
42802,ST CLAIR,,,
47860,N HRLBRT,3349561028,Shepherds Flat Wind Farm,349561028
40458,ANA BPA,3337406299,Anaconda Mill Creek,337406299
47849,SHPD FLT,3349561028,Shepherds Flat Wind Farm,349561028
41348,MIDWAYB3,3337418164,Midway,337418164
41346,MIDWAYB1,3337418164,Midway,337418164
41347,MIDWAYB2,3337418164,Midway,337418164
46630,MOSSYRCK,3337409201,Chehalis,337409201
40987,SILVR CK,3337423386,Silver Creek,337423386
40219,CHENOWTH,3337409220,Chenoweth,337409220
40598,KEELER E,,,
40519,HATWAI,3337414433,Hatwai,337414433
41161,WOODLAND,3337424647,Swift,337424647
42500,TALBOT N,3337424742,Talbot,337424742
46045,MATTAWA,30004092,Mattawa,30004092
46609,COWLITZ,3337410218,Cowlitz,337410218
48197,LOLO,3337416974,Lolo,337416974
40883,RESTON,3337421788,Reston,337421788
48385,SHAWNEE,3337423199,Shawnee,337423199
44995,NICKLMTN,3337414255,Hanna,337414255
46423,DUWAMISH,3337411301,Duwamish,337411301
40986,SLATT,3337423497,Slatt,337423497
46415,CRESTON,3337410309,Creston,337410309
42812,S TST 11,,,
40487,GREENVLT,3337413928,Green Valley,337413928
41021,ST JOHNS,3337424074,St. Johns,337424074
41016,MAPSNO22,3337423567,Sno-king,337423567
40627,LANE,3337416446,Lane,337416446
41004,SNOK S1,3337423567,Sno-king,337423567
45093,DIXONVLE,3337411001,Dixonville,337411001
41006,SNOK S2,3337423567,Sno-king,337423567
40909,SACHEEN,3337422525,Sacheen,337422525
48357,RATHDRUM,3353098165,Rathdrum Power LLC,353098165
41022,MAPSNO12,,,
41008,SNOK S3,3337423567,Sno-king,337423567
46113,PRIEST T,3337421284,Priest Rapids,337421284
46634,CHEMOS11,3337418728,Mossyrock,337418728
46404,BOTSNO11,3337423567,Sno-king,337423567
44276,BETTASRD,3337416063,Kittitas Valley Wind Power Project,337416063
41276,WESTBPA2,3337418854,Munro BPA System Control Center,337418854
40624,LANCASTR,3337416431,Lancaster,337416431
46065,PRIEST R,3337421284,Priest Rapids,337421284
47329,EECLOUSE,3352750395,Goodnoe Hills East,352750395
48037,BENEWAH,3337407283,Benewah,337407283
46405,BOTSNO21,3337407825,Bothell,337407825
48463,WEST,3337418854,Munro BPA System Control Center,337418854
40626,BELLAN11,3337407193,Bell,337407193
40019,ADDY S,3337405870,Addy,337405870
46163,WAHLUKE,3337431797,Wahluke (GP),337431797
40039,ALFALFA,3337406092,Alfalfa,337406092
42568,BALDI,30004129,Baldi,30004129
46001,ANC LK T,3353098173,Ancient Lake,353098173
40551,HOT SPR,3337414947,Hot Springs,337414947
41275,WESTBPA1,3337418854,Munro BPA System Control Center,337418854
40701,MARTINTP,3337417639,Martin Creek,337417639
40705,MARTN CR,3337417639,Martin Creek,337417639
40671,LONGVIEW,3337417029,Longview,337417029
46860,AYORK230,Sub2000002,Sub2000002,2000002
47441,CHEMICAL,3337417029,Longview,337417029
40905,ROUNDUP,3337422319,Roundup,337422319
40673,LONGVW T,3337417029,Longview,337417029
40672,LONGVANX,3337417029,Longview,337417029
45153,ISTHMUS,3337428270,Isthmus,337428270
46427,EASTPINE,3337411547,Eastpine,337411547
46417,DELRIDGE,3337410784,Delridge,337410784
46005,ANCIENTL,3353098173,Ancient Lake,353098173
40089,DAYMTSPK,,,
46445,SOUTH,3337423666,South,337423666
40319,CUSICK,3337410469,Cusick,337410469
40094,ADDBEL11,3353098003,Tap,353098003
40088,BELL S2,3337407193,Bell,337407193
40963,HRTAP MS,30004298,Horseranch,30004298
40090,BELL S3,3337407193,Bell,337407193
40086,BELL S1,3337407193,Bell,337407193
48249,MOSCOW,3337418713,Moscow,337418713
42324,HORHRT11,30004298,Horseranch,30004298
40092,BELL S4,3337407193,Bell,337407193
47096,CUSUSK11,3337410469,Cusick,337410469
45229,OUTLOOK,3337420132,Outlook,337420132
41330,SNOH S4,3337423568,Snohomish,337423568
40121,BOARD T1,3337407727,Boardman (PGE),337407727
42503,OBRIEN,3337419754,O'Brien,337419754
40129,BOARDMAN,3337407727,Boardman (PGE),337407727
40262,COLUMBIA S,,,
41329,SNOH S3,3337423568,Snohomish,337423568
40261,COLUMBIA N,3337409867,Columbia,337409867
46465,NORSNO11,3337419562,North Mountain,337419562
47748,CENTR SS,3337409051,Centralia Switching Station,337409051
46809,MCKENZIE,3353098186,McKenzic,353098186
47440,HYCOM,No idea,Norpac,52000171
40348,DIXON MV,3342617491,Dixon,342617491
41328,SNOH S2,3337423568,Snohomish,337423568
41327,SNOH S1,3337423568,Snohomish,337423568
46435,MASS,3337417690,Massachusetts,337417690
46406,BOTSNO21,3337407825,Bothell,337407825
41061,TAHKNICH,3337424732,Tahkenitch,337424732
47439,NORPAC,No idea,Norpac,52000171
42320,HORSRNCH,30004298,Horseranch,30004298
42811,OLYST 11,,,
42321,HRNCHTAP,30004298,Horseranch,30004298
40185,CASCADTP,3337430120,Newberg,337430120
47091,USK,3337431401,Usk,337431401
43229,HARBORTN,3352750170,Harorton,352750170
46408,BOTHRN11,30004298,Horseranch,30004298
46403,BOTHELL,3337407825,Bothell,337407825
43329,MONITOR,30004008,Monitor,30004008
45334,HURWAL11,3337427717,Walla Walla,337427717
43459,RIVRGATE,3337421994,Rivergate,337421994
40947,SATSOP,3337422900,Satsop,337422900
41156,CASCAS11,3337430120,Newberg,337430120
43040,BETSAN11,3337422861,Santiam,337422861
40867,RATTLE S,3337421603,Rattlesnake Switchyard,337421603
40322,CUSTER E,3337410472,Custer,337410472
40321,CUSTER W,3337410472,Custer,337410472
40513,HASKILL,3337414409,Haskill,337414409
46407,BOTSAM11,3337422702,Sammamish,337422702
41155,CASCADSTL,3337432684,Windishar,337432684
40021,ADDY N,3337405870,Addy,337405870
40207,CHEHALIS,3337409201,Chehalis,337409201
40899,ROSS,3337422285,J.D. Ross,337422285
40651,LEXINGTN,3337416735,Lexington,337416735
42312,CASCADEP,3337408843,Cascade,337408843
46156,ROCKYFD,3337422176,Rocky Ford,337422176
41165,WREN,3352750245,Wren,352750245
41141,WENDSON,3337432181,Wendson,337432181
40357,DRISCOLT,3337411162,Driscoll,337411162
40355,DRISCOLL,3337411162,Driscoll,337411162
47260,WAUNA,3337432057,Wauna,337432057
48524,BOULDER,3337407839,Boulder Park,337407839
47677,MINTFARM,3337417033,Mint Farm Energy Center LLC,337417033
43039,BETHEL,3337407368,Bethel (PGE),337407368
45111,FRY,3337413143,Fry,337413143
40621,LAGRANDE,3352749979,LaGrande,352749979
45048,CHILAP11,3337409332,Chiloquin,337409332
42412,KLAHANIE,30004132,Klahanie,30004132
40573,INTALCO,3337415252,Intalco,337415252
40557,HUNGRY H,3337415035,Hungry Horse,337415035
41083,TOLEDO,3337429118,Toledo,337429118
46298,WQUINCYT,,,
40095,BELLNGHM,3337407237,Bellingham Division,337407237
40977,SIFT TP2,3337423364,Sifton,337423364
46289,QUINCYPLA,,,
46164,FRENCHMN,3337412707,Frenchman Hills (USBR),337412707
48025,BEACON N,3337407067,Beacon (Spokane),337407067
48031,BEACON S,3337407067,Beacon (Spokane),337407067
45588,PARISHGP,25000918,Parish Gap,25000918
40975,SIFT TP1,3337423364,Sifton,337423364
41055,S TACOMA,3337424717,Tacoma,337424717
40875,RDMND_E,3337427914,Redmond,337427914
46299,NQUINCYT,,,
46633,CANYONTA,4.00381E+12,Canyon Rd-Tacoma (evi),400380901
40876,RDMND_W,3337427914,Redmond,337427914
47578,FREDST,3353097497,Frederickson (PSPL),353097497
40983,SIFTON 2,3337423364,Sifton,337423364
46642,S_TAC-SW,3337423849,Southwest,337423849
46645,SOUTHWST,3337423849,Southwest,337423849
45031,CALAPOYA,3337408462,Calapooya,337408462
40033,ALCOA,3337406065,Alcoa,337406065
40981,SIFTON 1,3337423364,Sifton,337423364
46162,BKSAND T,3353098171,Black,353098171
46161,BK SANDS,3353098171,Black,353098171
40181,CARLTON,3337408757,Carlton,337408757
76351,RCDC W,3337423789,South Rapid City,337423789
46291,MCKEN TP,3352749856,McKenzie,352749856
45089,DIA HILL,3337427366,Diamond Hill,337427366
46293,MCKENZEW,3352749856,McKenzie,352749856
40248,COL FALL E,3337409874,Columbia Falls,337409874
40249,COL FALL W,3337409874,Columbia Falls,337409874
42103,SEDRO NT,3337423057,Sedro Woolley,337423057
40851,POTHOLES,3337421174,Potholes,337421174
46166,POTHOLEG,3337421174,Potholes,337421174
42102,SEDBEL11,3337423057,Sedro Woolley,337423057
42100,SEDRO,3337423057,Sedro Woolley,337423057
40267,CONKELLY,3337409954,Con Kelley,337409954
47595,GRYSHBR1,3337413854,Grays Harbor Energy Facility,337413854
47360,TRUMB CR,3337429337,Trumble Creek,337429337
47367,LAKESD F,32008880,Lakeside,32008880
40403,FAIRMONT,3337412085,Fairmount,337412085
42417,KLASAM11,30004132,Klahanie,30004132
47359,LION MTN,3477941,Lion Mountain,3477941
46043,MAE VL T,3353098178,Mac Valley,353098178
46041,MAE VL,3353098178,Mac Valley,353098178
42306,MONNOV11,30004496,Novelty,30004496
40793,OLYMPIA,3337419946,Olympia,337419946
40794,OLY E,3337419946,Olympia,337419946
42304,NOVELTY,30004496,Novelty,30004496
40421,FLATHEAD,3337412334,Flathead,337412334
40243,CLATSOP,3337409539,Clatsop,337409539
40767,MURRAY,3337418877,Murray,337418877
40792,OLY W,3337419946,Olympia,337419946
40011,ABERDN 2,3337405809,Aberdeen,337405809
46300,ROCKYFDG,,,
40009,ABERDEEN,3337405809,Aberdeen,337405809
42318,SAMMSH W,3337422702,Sammamish,337422702
42300,SAMMAMSH,3337422702,Sammamish,337422702
42319,SAMMSH E,3337422702,Sammamish,337422702
40099,BENTON,3337407300,Benton,337407300
40971,SHELTON,3337423244,Shelton,337423244
45245,POMONA H,3337420273,Pamona Heights,337420273
45239,PILOTBT,3337420757,Pilot Butte,337420757
46089,SANDUNES,3337422782,Sand Dunes,337422782
40845,PORT ANG,3337421090,Port Angeles,337421090
46152,MCDONALD,3337417812,McDonald,337417812
45317,UNIONGAP,3337429530,Union Gap,337429530
46151,LARSON,3337416493,Larson,337416493
40443,FRANKLIN,3337412618,Franklin,337412618
46158,SIELER,3353098122,Sieler,353098122
46157,WHEELSWD,3337432446,Wheeler,337432446
46160,WHEELERG,3337432446,Wheeler,337432446
46144,SILIC TP,25000910,Silicon,25000910
46159,UPPER C,3353098139,Upper Coulee,353098139
46143,SILICON,25000910,Silicon,25000910
40613,KITSAP,3337416058,Kitsap,337416058
40505,HAPPY V,3337414273,Happy Valley,337414273
40615,KITSAP 2,3337416058,Kitsap,337416058
73181,SIDNEYDC,3337423360,Sidney W.,337423360
42113,FREDONIA,3337412666,Fredonia (PSPL),337412666
41075,TILLAMOK,3337429041,Tillamook,337429041
42903,S.BSHE11,3337423244,Shelton,337423244
42104,MARCH PT,3337417544,March Point Cogeneration Compa,337417544
40839,PORT AN2,3337421090,Port Angeles,337421090
42900,S.BREM,3337423685,South Bremerton,337423685
40027,ALBANY,3337406029,Albany,337406029
40635,LAPINE,3337416186,La Pine,337416186
40060,ASHE F,3337406571,Ashe,337406571
38951,TBC_POT2,3337421185,Potrero,337421185
44998,DRJOHNSN,25000916,DrJohnson,25000916
47813,WHITE CK,3337432474,White Creek Wind Project,337432474
46071,QUIN CH,3337421462,Quincy Chute,337421462
40887,RINGOLD,3337421916,Ringold,337421916
45127,HARRISON,3337414354,Harrison,337414354
40717,MCNARY,3337417877,McNary,337417877
47023,CRESWELL,3352749922,Creswell,352749922
47050,HARBER PAPER,3337413854,Grays Harbor Energy Facility,337413854
40015,ADAIR,3337405851,Adair,337405851
40959,SCOOTNEY,3337422973,Scooteney,337422973
46055,PEC,3337420504,PEC Headworks,337420504
40467,GLADE,3337413488,Glade,337413488
47077,SIERRA G,32008902,Sierra,32008902
47103,COSMO_SP_FIB,Sub353097924,Sub353097924,353097924
41240,MOYIE TX,3337418791,Moyie,337418791
41097,TROY,3337429329,Troy,337429329
40907,SACHEEN,3337422525,Sacheen,337422525
40201,CHANDLER,3337409113,Chandler,337409113
45263,RDMNDPPL,3337427914,Redmond,337427914
