TSTimePointResult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Bus 40045 (ALLSTON) Frequency,Bus 40051 (ALVEY) Frequency,Bus 40061 (ASHE) Frequency,Bus 40062 (ASHE R1) Frequency,Bus 40086 (BELL S1) Frequency,Bus 40088 (BELL S2) Frequency,Bus 40091 (BELL BPA) Frequency,Bus 40096 (BELL SC) Frequency,Bus 40111 (BIG EDDY) Frequency,Bus 40141 (NBONVL E) Frequency,Bus 40142 (NBONVL W) Frequency,Bus 40155 (BUCKLEY) Frequency,Bus 40230 (CHIEF J1) Frequency,Bus 40232 (CHIEF J2) Frequency,Bus 40233 (CHIEF JO) Frequency,Bus 40287 (COULEE) Frequency,Bus 40288 (COULE R1) Frequency,Bus 40302 (COVINGT4) Frequency,Bus 40306 (COVINGT5) Frequency,Bus 40323 (CUSTER W) Frequency,Bus 40369 (DWORSHAK) Frequency,Bus 40381 (ECHOLAKE) Frequency,Bus 40451 (GAR1EAST) Frequency,Bus 40453 (GAR2EAST) Frequency,Bus 40459 (GARRISON) Frequency,Bus 40488 (GRIZZ R3) Frequency,Bus 40489 (GRIZZLY) Frequency,Bus 40490 (BUCGRI11) Frequency,Bus 40499 (HANFORD) Frequency,Bus 40500 (COUHAN11) Frequency,Bus 40521 (HATWAI) Frequency,Bus 40553 (HOT SPR) Frequency,Bus 40585 (JOHN DAY) Frequency,Bus 40588 (GRIJOH11) Frequency,Bus 40591 (GRIJOH12) Frequency,Bus 40592 (GRIJOH21) Frequency,Bus 40593 (GRIJOH22) Frequency,Bus 40598 (KEELER E) Frequency,Bus 40599 (KEELER W) Frequency,Bus 40601 (KEELER) Frequency,Bus 40629 (LANE) Frequency,Bus 40665 (LIT GOOS) Frequency,Bus 40666 (CEN FERY) Frequency,Bus 40679 (LOW GRAN) Frequency,Bus 40683 (LOW MON) Frequency,Bus 40684 (MALIN R1) Frequency,Bus 40687 (MALIN) Frequency,Bus 40688 (MALIN R3) Frequency,Bus 40693 (MAPLE VL) Frequency,Bus 40699 (MARION) Frequency,Bus 40700 (GRIMAL21) Frequency,Bus 40702 (GRIMAL22) Frequency,Bus 40704 (GRIMAL23) Frequency,Bus 40706 (GRIMAL24) Frequency,Bus 40708 (GRIMAL25) Frequency,Bus 40710 (GRIMAL26) Frequency,Bus 40711 (ECHMAP11) Frequency,Bus 40712 (ECHMAP12) Frequency,Bus 40714 (ALVMAR11) Frequency,Bus 40716 (ASHMAR21) Frequency,Bus 40718 (ASHMAR22) Frequency,Bus 40719 (ASHMAR23) Frequency,Bus 40720 (BUCMAR11) Frequency,Bus 40722 (JOHMAR11) Frequency,Bus 40723 (MCNARY) Frequency,Bus 40749 (MONROE) Frequency,Bus 40750 (CHIMON11) Frequency,Bus 40752 (CUSMON11) Frequency,Bus 40754 (CUSMON21) Frequency,Bus 40774 (NAPAVINE) Frequency,Bus 40797 (OLYMPIA) Frequency,Bus 40809 (OSTRNDER) Frequency,Bus 40821 (PAUL) Frequency,Bus 40827 (PEARL) Frequency,Bus 40834 (PONDROSB) Frequency,Bus 40837 (PONDROSA) Frequency,Bus 40869 (RAVER) Frequency,Bus 40913 (SACJAWEA) Frequency,Bus 40917 (SACJWA T) Frequency,Bus 40941 (SANTIAM) Frequency,Bus 40949 (SATSOP) Frequency,Bus 40957 (SCHULTZ) Frequency,Bus 40958 (COUSCH11) Frequency,Bus 40960 (COUSCH12) Frequency,Bus 40961 (COUSCH21) Frequency,Bus 40962 (COUSCH22) Frequency,Bus 40964 (ECHSCH11) Frequency,Bus 40966 (ECHSCH12) Frequency,Bus 40970 (ECHSCH13) Frequency,Bus 40972 (RAVSCH11) Frequency,Bus 40973 (SICKLER) Frequency,Bus 40974 (RAVSCH12) Frequency,Bus 40976 (RAVSCH31) Frequency,Bus 40978 (RAVSCH41) Frequency,Bus 40986 (SLATT) Frequency,Bus 40989 (SLATT) Frequency,Bus 40996 (BUCSLA11) Frequency,Bus 41001 (SNOK TAP) Frequency,Bus 41007 (SNOKING) Frequency,Bus 41043 (SUMMER L) Frequency,Bus 41044 (MALSUM11) Frequency,Bus 41046 (MALSUM12) Frequency,Bus 41048 (PONSUM11) Frequency,Bus 41051 (TACOMA) Frequency,Bus 41052 (PONSUM12) Frequency,Bus 41054 (PONSUM13) Frequency,Bus 41056 (PONSUM14) Frequency,Bus 41057 (TAFT) Frequency,Bus 41058 (RAVTAC11) Frequency,Bus 41060 (RAVTAC12) Frequency,Bus 41062 (BELTAF11) Frequency,Bus 41064 (DWOTAF11) Frequency,Bus 41066 (DWOTAF12) Frequency,Bus 41068 (GARTAF11) Frequency,Bus 41070 (GARTAF12) Frequency,Bus 41072 (GARTAF21) Frequency,Bus 41074 (GARTAF22) Frequency,Bus 41092 (TROUTD E) Frequency,Bus 41094 (TROUTD W) Frequency,Bus 41095 (TROUTDAL) Frequency,Bus 41113 (VANTAGE) Frequency,Bus 41138 (WAUTOMA) Frequency,Bus 41311 (CELILO1) Frequency,Bus 41312 (CELILO2) Frequency,Bus 41351 (MCNRY S1) Frequency,Bus 41352 (MCNRY S2) Frequency,Bus 41353 (MCNRY S3) Frequency,Bus 41401 (ROCK CK) Frequency,Bus 41402 (ROCK CK) Frequency,Bus 41450 (KNIGHT) Frequency,Bus 41451 (OSTKNI11) Frequency,Bus 41452 (OSTKNI12) Frequency,Bus 41739 (COULEE19) Frequency,Bus 41740 (COULEE20) Frequency,Bus 41741 (COULEE21) Frequency,Bus 41742 (COULEE22) Frequency,Bus 41743 (COULEE23) Frequency,Bus 41744 (COULEE24) Frequency,Bus 43049 (BOARD F) Frequency,Bus 43115 (COYO M1) Frequency,Bus 43123 (COYOTE) Frequency,Bus 43485 (ROUND BU) Frequency,Bus 44086 (JDA PH1) Frequency,Bus 44087 (JDA PH2) Frequency,Bus 44088 (JDA PH3) Frequency,Bus 44089 (JDA PH4) Frequency,Bus 44166 (CHJ PH5) Frequency,Bus 44167 (CHJ PH6) Frequency,Bus 44217 (LGS PH1) Frequency,Bus 44237 (LWG PH1) Frequency,Bus 44257 (LMN PH1) Frequency,Bus 44284 (LONGHORN) Frequency,Bus 45029 (BURNS) Frequency,Bus 45030 (BURSUM11) Frequency,Bus 45035 (CAPTJACK) Frequency,Bus 45040 (CAPPON11) Frequency,Bus 45041 (CAPPON12) Frequency,Bus 45042 (CAPPON13) Frequency,Bus 45043 (CAPPON14) Frequency,Bus 45044 (CAPPON15) Frequency,Bus 45046 (CAPPON16) Frequency,Bus 45095 (DIXONVLE) Frequency,Bus 45096 (ALVDIX11) Frequency,Bus 45197 (MERIDINP) Frequency,Bus 45199 (DIXMER11) Frequency,Bus 45262 (KFALLS) Frequency,Bus 47638 (HERMCALP) Frequency,Bus 47741 (CENTR P1) Frequency,Bus 47745 (CENTR P2) Frequency,Bus 50206 (CUSING11) Frequency,Bus 50208 (CUSING21) Frequency
9.85,59.7505,59.745,59.7432,59.7432,59.7314,59.7314,59.7311,59.7374,59.7452,59.7481,59.7481,59.7438,59.7432,59.7432,59.7431,59.7426,59.7424,59.7452,59.7452,59.7364,59.7294,59.7443,59.719,59.719,59.7067,59.7423,59.7424,59.7436,59.7434,59.743,59.7333,59.7212,59.7445,60,60,59.7446,59.7426,59.7493,59.7494,59.7488,59.7457,59.7395,59.7386,59.7373,59.7412,59.7394,59.7394,59.7394,59.7445,59.7457,59.7401,59.7424,59.7409,59.7409,59.7398,59.7421,59.7443,59.7445,59.7442,59.7439,59.7444,59.7452,59.7448,59.7452,59.744,59.7419,59.7425,59.7411,59.7408,59.7506,59.7503,59.7473,59.7502,59.7478,59.742,59.7419,59.7451,59.7425,59.7425,59.7457,59.7505,59.744,59.7443,59.7435,59.7443,59.7435,59.7443,59.7441,59.7438,59.7441,59.7442,59.7432,59.7445,59.7445,59.744,59.744,59.7441,59.7426,59.7428,59.7398,59.7402,59.7397,59.741,59.7453,59.741,59.7402,59.7402,59.7229,59.7451,59.7451,59.7308,59.7348,59.7295,59.6974,59.7111,59.6974,59.7111,59.7482,59.7482,59.7476,59.7438,59.7437,59.7452,59.7452,59.7446,59.7446,59.7446,59.7444,59.7443,59.7452,59.7464,59.7464,59.7426,59.7426,59.7426,59.7426,59.7426,59.7426,59.7439,59.7458,59.7441,59.7425,59.7445,59.7445,59.7445,59.7445,59.7431,59.7431,59.7394,59.7373,59.7412,59.7441,59.7397,59.7377,59.7395,59.7403,59.739,59.7398,59.7398,59.7405,59.7405,59.7441,59.7433,59.7428,59.7414,59.7405,59.7441,59.7503,59.7503,59.7357,59.7357
9.866667,59.7505,59.7446,59.7424,59.7424,59.729,59.729,59.7286,59.7358,59.7448,59.7481,59.7481,59.7433,59.7422,59.7422,59.7422,59.7415,59.7413,59.7447,59.7447,59.7366,59.7268,59.7439,59.7151,59.7151,59.7015,59.7419,59.742,59.7432,59.7426,59.7421,59.7312,59.7175,59.744,60,60,59.7441,59.7423,59.7492,59.7493,59.7486,59.7454,59.7381,59.7371,59.7356,59.7401,59.7392,59.7392,59.7392,59.744,59.7453,59.7399,59.742,59.7407,59.7407,59.7396,59.7417,59.7439,59.744,59.744,59.7431,59.7437,59.7447,59.7444,59.7448,59.7433,59.7417,59.7419,59.7409,59.7406,59.7505,59.7502,59.747,59.7502,59.7475,59.7416,59.7416,59.7446,59.7416,59.7416,59.7453,59.7505,59.7433,59.7437,59.7426,59.7437,59.7426,59.7438,59.7433,59.7429,59.7434,59.7434,59.7422,59.7439,59.7439,59.7434,59.7434,59.7435,59.7423,59.7425,59.7393,59.7395,59.7393,59.7406,59.7449,59.7406,59.7397,59.7397,59.7194,59.7446,59.7447,59.7283,59.7329,59.7268,59.6912,59.7063,59.6912,59.7063,59.748,59.748,59.7474,59.743,59.743,59.7448,59.7448,59.744,59.744,59.744,59.7438,59.7438,59.7448,59.7461,59.746,59.7415,59.7415,59.7415,59.7415,59.7415,59.7415,59.7434,59.7455,59.7435,59.7422,59.744,59.744,59.744,59.744,59.7422,59.7422,59.738,59.7356,59.7401,59.7435,59.7394,59.7362,59.7393,59.7401,59.7388,59.7396,59.7396,59.7402,59.7402,59.7439,59.743,59.7425,59.7412,59.7403,59.7435,59.7502,59.7502,59.7359,59.7359
9.883333,59.7503,59.7442,59.7413,59.7414,59.7265,59.7265,59.7259,59.734,59.7442,59.748,59.748,59.7427,59.7412,59.7412,59.7412,59.7403,59.7401,59.7441,59.7441,59.7367,59.724,59.7433,59.711,59.711,59.6961,59.7414,59.7415,59.7426,59.7416,59.741,59.7288,59.7135,59.7434,60,60,59.7435,59.7417,59.7489,59.7489,59.7483,59.7449,59.7365,59.7355,59.7338,59.7388,59.7388,59.7388,59.7388,59.7434,59.7448,59.7395,59.7415,59.7402,59.7402,59.7392,59.7412,59.7433,59.7434,59.7435,59.7423,59.7429,59.7441,59.7439,59.7442,59.7425,59.7413,59.7412,59.7406,59.7403,59.7503,59.7499,59.7466,59.7499,59.7471,59.7411,59.741,59.7439,59.7405,59.7405,59.7448,59.7503,59.7424,59.7429,59.7415,59.7429,59.7415,59.7431,59.7425,59.7418,59.7425,59.7425,59.7411,59.7431,59.7431,59.7427,59.7427,59.7427,59.7418,59.7421,59.7387,59.7386,59.7387,59.74,59.7443,59.74,59.7391,59.7391,59.7157,59.7439,59.744,59.7256,59.7309,59.7241,59.6849,59.7013,59.6849,59.7013,59.7476,59.7476,59.747,59.7421,59.7421,59.7442,59.7442,59.7432,59.7432,59.7432,59.7432,59.7432,59.7442,59.7456,59.7455,59.7403,59.7403,59.7403,59.7403,59.7403,59.7403,59.7427,59.7451,59.7427,59.7417,59.7434,59.7434,59.7434,59.7434,59.7412,59.7412,59.7365,59.7338,59.7388,59.7427,59.7389,59.7344,59.7389,59.7397,59.7386,59.7393,59.7393,59.7399,59.7399,59.7434,59.7426,59.7421,59.7409,59.74,59.7427,59.7499,59.75,59.7361,59.7361
9.9,59.7498,59.7435,59.7401,59.7402,59.7238,59.7238,59.723,59.7321,59.7435,59.7477,59.7477,59.7419,59.7399,59.7399,59.7399,59.7388,59.7386,59.7433,59.7433,59.7367,59.721,59.7425,59.7067,59.7067,59.6905,59.7407,59.7408,59.7418,59.7404,59.7397,59.7263,59.7095,59.7426,60,60,59.7427,59.741,59.7484,59.7484,59.7477,59.7442,59.7349,59.7337,59.7318,59.7373,59.7384,59.7384,59.7384,59.7426,59.7441,59.739,59.7408,59.7396,59.7396,59.7387,59.7405,59.7425,59.7426,59.7429,59.7412,59.742,59.7433,59.7432,59.7435,59.7415,59.7407,59.7403,59.7401,59.7399,59.7498,59.7494,59.746,59.7495,59.7465,59.7405,59.7403,59.7431,59.7393,59.7392,59.7441,59.7499,59.7414,59.7419,59.7403,59.7419,59.7403,59.7423,59.7414,59.7406,59.7414,59.7413,59.7399,59.7422,59.7421,59.7418,59.7418,59.7418,59.7412,59.7415,59.7379,59.7375,59.738,59.7393,59.7435,59.7393,59.7383,59.7383,59.7119,59.7431,59.7432,59.7227,59.7287,59.7211,59.6784,59.6961,59.6784,59.6961,59.747,59.747,59.7464,59.7409,59.741,59.7435,59.7435,59.7422,59.7422,59.7423,59.7423,59.7423,59.7434,59.7448,59.7448,59.7388,59.7388,59.7388,59.7389,59.7389,59.7389,59.7418,59.7445,59.7418,59.741,59.7426,59.7426,59.7426,59.7426,59.7399,59.7399,59.7348,59.7318,59.7373,59.7418,59.7382,59.7323,59.7385,59.7392,59.7381,59.7388,59.7388,59.7393,59.7393,59.7428,59.742,59.7416,59.7404,59.7395,59.7417,59.7495,59.7495,59.7362,59.7362
9.916667,59.7492,59.7427,59.7388,59.7388,59.721,59.721,59.72,59.73,59.7425,59.7472,59.7472,59.741,59.7386,59.7386,59.7386,59.7373,59.737,59.7423,59.7423,59.7367,59.7179,59.7415,59.7023,59.7023,59.6848,59.7399,59.7399,59.7409,59.7391,59.7383,59.7237,59.7053,59.7417,60,60,59.7417,59.7402,59.7476,59.7477,59.747,59.7434,59.733,59.7318,59.7297,59.7357,59.7378,59.7378,59.7378,59.7417,59.7433,59.7383,59.7399,59.7389,59.7389,59.7381,59.7397,59.7415,59.7417,59.7422,59.74,59.7409,59.7423,59.7423,59.7426,59.7404,59.74,59.7393,59.7395,59.7393,59.7492,59.7488,59.7452,59.7488,59.7458,59.7397,59.7395,59.7421,59.7379,59.7378,59.7433,59.7492,59.7402,59.7408,59.739,59.7408,59.739,59.7413,59.7402,59.7392,59.7402,59.74,59.7385,59.7411,59.741,59.7408,59.7408,59.7407,59.7405,59.7407,59.7369,59.7362,59.7372,59.7384,59.7425,59.7384,59.7374,59.7374,59.7079,59.7422,59.7422,59.7197,59.7264,59.718,59.6719,59.6909,59.6719,59.6909,59.7463,59.7463,59.7456,59.7397,59.7397,59.7425,59.7425,59.7411,59.7411,59.7411,59.7414,59.7414,59.7424,59.744,59.7439,59.7373,59.7373,59.7373,59.7373,59.7373,59.7373,59.7408,59.7437,59.7407,59.7402,59.7417,59.7417,59.7417,59.7417,59.7386,59.7386,59.733,59.7297,59.7357,59.7407,59.7374,59.7299,59.7379,59.7385,59.7376,59.7382,59.7382,59.7386,59.7386,59.742,59.7413,59.7409,59.7397,59.7389,59.7406,59.7488,59.7488,59.7362,59.7361
9.933333,59.7484,59.7417,59.7373,59.7374,59.7182,59.7182,59.717,59.7279,59.7415,59.7465,59.7465,59.7399,59.7371,59.7371,59.7371,59.7356,59.7353,59.7412,59.7411,59.7365,59.7147,59.7404,59.6979,59.6979,59.6793,59.7389,59.739,59.7398,59.7376,59.7367,59.7209,59.7011,59.7406,60,60,59.7406,59.7392,59.7467,59.7468,59.7461,59.7424,59.7311,59.7297,59.7275,59.734,59.737,59.737,59.737,59.7406,59.7422,59.7375,59.7389,59.738,59.738,59.7373,59.7387,59.7405,59.7406,59.7412,59.7386,59.7396,59.7412,59.7412,59.7415,59.7391,59.7392,59.7382,59.7388,59.7386,59.7483,59.7479,59.7441,59.7479,59.7448,59.7387,59.7384,59.741,59.7363,59.7363,59.7423,59.7484,59.7388,59.7395,59.7374,59.7395,59.7374,59.7401,59.7389,59.7376,59.7389,59.7386,59.7369,59.7398,59.7398,59.7396,59.7396,59.7395,59.7396,59.7398,59.7358,59.7348,59.7361,59.7373,59.7414,59.7373,59.7363,59.7363,59.7039,59.741,59.7411,59.7166,59.7241,59.7149,59.6656,59.6857,59.6656,59.6857,59.7453,59.7453,59.7446,59.7382,59.7384,59.7415,59.7415,59.7398,59.7399,59.7399,59.7402,59.7402,59.7413,59.7429,59.7428,59.7356,59.7356,59.7356,59.7356,59.7356,59.7356,59.7396,59.7428,59.7395,59.7392,59.7406,59.7406,59.7406,59.7406,59.7371,59.7371,59.731,59.7275,59.734,59.7394,59.7365,59.7273,59.7372,59.7377,59.7369,59.7374,59.7374,59.7378,59.7378,59.7411,59.7404,59.74,59.739,59.7381,59.7393,59.7479,59.748,59.736,59.736
9.95,59.7473,59.7406,59.7357,59.7357,59.7153,59.7153,59.7139,59.7257,59.7402,59.7456,59.7456,59.7387,59.7355,59.7355,59.7355,59.7338,59.7335,59.7399,59.7399,59.7362,59.7116,59.7392,59.6937,59.6937,59.6741,59.7377,59.7378,59.7386,59.736,59.735,59.7182,59.6971,59.7393,60,60,59.7394,59.738,59.7456,59.7457,59.7449,59.7412,59.7291,59.7276,59.7253,59.7322,59.7362,59.7362,59.7362,59.7394,59.741,59.7366,59.7378,59.737,59.737,59.7364,59.7376,59.7392,59.7394,59.7401,59.7371,59.7381,59.7399,59.74,59.7403,59.7377,59.7382,59.7369,59.7379,59.7378,59.7473,59.7468,59.743,59.7468,59.7436,59.7376,59.7373,59.7397,59.7347,59.7347,59.7411,59.7473,59.7373,59.7381,59.7358,59.7381,59.7358,59.7389,59.7374,59.7359,59.7374,59.7371,59.7353,59.7385,59.7384,59.7383,59.7383,59.7382,59.7385,59.7388,59.7345,59.7331,59.735,59.7361,59.7401,59.7361,59.735,59.735,59.7,59.7397,59.7398,59.7136,59.7217,59.7118,59.6598,59.6808,59.6598,59.6808,59.7442,59.7442,59.7434,59.7367,59.7368,59.7402,59.7402,59.7384,59.7385,59.7385,59.7389,59.7389,59.74,59.7417,59.7416,59.7338,59.7338,59.7338,59.7338,59.7338,59.7338,59.7383,59.7417,59.7381,59.7381,59.7394,59.7394,59.7393,59.7393,59.7355,59.7355,59.729,59.7253,59.7322,59.7381,59.7354,59.7245,59.7363,59.7367,59.7361,59.7365,59.7365,59.7368,59.7368,59.74,59.7394,59.739,59.738,59.7373,59.7379,59.7469,59.7469,59.7358,59.7358
9.966667,59.7461,59.7393,59.734,59.7341,59.7126,59.7126,59.711,59.7236,59.7389,59.7446,59.7446,59.7373,59.7338,59.7338,59.7338,59.7319,59.7316,59.7385,59.7385,59.7358,59.7086,59.7378,59.6898,59.6898,59.6696,59.7365,59.7366,59.7372,59.7344,59.7333,59.7155,59.6934,59.738,60,60,59.738,59.7368,59.7443,59.7444,59.7437,59.7398,59.727,59.7255,59.723,59.7303,59.7352,59.7352,59.7352,59.738,59.7397,59.7356,59.7365,59.7359,59.7359,59.7354,59.7364,59.7379,59.738,59.7389,59.7355,59.7366,59.7385,59.7387,59.739,59.7362,59.7371,59.7355,59.737,59.7369,59.746,59.7456,59.7416,59.7456,59.7423,59.7364,59.736,59.7383,59.733,59.7329,59.7397,59.7461,59.7357,59.7366,59.7341,59.7366,59.7341,59.7375,59.7358,59.7342,59.7358,59.7354,59.7336,59.737,59.7369,59.7369,59.7369,59.7367,59.7374,59.7376,59.7331,59.7314,59.7337,59.7348,59.7387,59.7348,59.7336,59.7336,59.6965,59.7383,59.7384,59.7107,59.7194,59.7089,59.6549,59.6765,59.6549,59.6765,59.7429,59.7429,59.7421,59.735,59.7352,59.7389,59.7389,59.7369,59.737,59.737,59.7375,59.7375,59.7386,59.7403,59.7403,59.7319,59.732,59.7319,59.732,59.732,59.732,59.7369,59.7406,59.7366,59.7368,59.738,59.738,59.738,59.738,59.7338,59.7338,59.727,59.723,59.7303,59.7366,59.7343,59.7216,59.7353,59.7357,59.7352,59.7355,59.7355,59.7358,59.7358,59.7388,59.7382,59.7379,59.737,59.7363,59.7364,59.7456,59.7457,59.7355,59.7355
9.983333,59.7447,59.7379,59.7323,59.7323,59.71,59.71,59.7083,59.7214,59.7374,59.7434,59.7434,59.7358,59.732,59.732,59.7321,59.73,59.7297,59.737,59.737,59.7354,59.7058,59.7364,59.6865,59.6865,59.6658,59.7351,59.7352,59.7358,59.7326,59.7315,59.713,59.6901,59.7365,60,60,59.7365,59.7354,59.7428,59.743,59.7422,59.7384,59.725,59.7234,59.7208,59.7284,59.7342,59.7341,59.7342,59.7366,59.7382,59.7344,59.7352,59.7347,59.7347,59.7343,59.7351,59.7364,59.7366,59.7376,59.7338,59.735,59.737,59.7372,59.7375,59.7346,59.736,59.7341,59.7359,59.7359,59.7446,59.7441,59.7402,59.7442,59.7408,59.7351,59.7346,59.7368,59.7312,59.7311,59.7383,59.7447,59.7341,59.7349,59.7324,59.7349,59.7324,59.736,59.7341,59.7324,59.7341,59.7337,59.7318,59.7354,59.7353,59.7353,59.7353,59.7351,59.7362,59.7364,59.7316,59.7296,59.7324,59.7334,59.7372,59.7334,59.7322,59.7322,59.6933,59.7368,59.7369,59.708,59.7171,59.7062,59.6508,59.6728,59.6508,59.6728,59.7414,59.7414,59.7406,59.7333,59.7335,59.7374,59.7374,59.7353,59.7354,59.7354,59.736,59.736,59.737,59.7388,59.7388,59.73,59.7301,59.73,59.7301,59.7301,59.7301,59.7354,59.7393,59.7351,59.7355,59.7365,59.7365,59.7365,59.7365,59.7321,59.7321,59.7249,59.7208,59.7284,59.735,59.733,59.7187,59.7343,59.7346,59.7342,59.7344,59.7344,59.7346,59.7346,59.7374,59.737,59.7366,59.7358,59.7352,59.7348,59.7442,59.7442,59.7352,59.7352
10,59.7432,59.7364,59.7305,59.7305,59.7076,59.7076,59.7058,59.7194,59.7358,59.742,59.742,59.7343,59.7302,59.7302,59.7303,59.7281,59.7278,59.7354,59.7354,59.7349,59.7033,59.7349,59.6836,59.6836,59.6628,59.7337,59.7338,59.7343,59.7308,59.7296,59.7107,59.6872,59.7349,60,60,59.735,59.734,59.7413,59.7414,59.7406,59.7368,59.723,59.7213,59.7187,59.7265,59.733,59.733,59.733,59.7351,59.7367,59.7332,59.7338,59.7334,59.7334,59.7332,59.7337,59.7349,59.735,59.7362,59.7321,59.7333,59.7354,59.7356,59.7359,59.7329,59.7348,59.7326,59.7348,59.7348,59.7431,59.7426,59.7386,59.7426,59.7393,59.7337,59.7332,59.7352,59.7294,59.7293,59.7367,59.7432,59.7324,59.7333,59.7305,59.7333,59.7305,59.7344,59.7324,59.7305,59.7324,59.7319,59.7299,59.7337,59.7336,59.7337,59.7337,59.7335,59.7349,59.7351,59.7301,59.7277,59.731,59.7319,59.7356,59.7319,59.7307,59.7307,59.6906,59.7352,59.7353,59.7056,59.7149,59.7037,59.6478,59.6699,59.6478,59.6699,59.7399,59.7398,59.7391,59.7315,59.7318,59.7358,59.7358,59.7336,59.7337,59.7337,59.7344,59.7344,59.7354,59.7372,59.7372,59.7281,59.7281,59.7281,59.7281,59.7281,59.7281,59.7338,59.7378,59.7334,59.7341,59.735,59.735,59.735,59.735,59.7303,59.7303,59.7229,59.7187,59.7265,59.7333,59.7317,59.7158,59.7332,59.7334,59.7331,59.7333,59.7333,59.7334,59.7334,59.736,59.7356,59.7353,59.7346,59.734,59.7332,59.7427,59.7427,59.7348,59.7348
10.016667,59.7415,59.7348,59.7286,59.7287,59.7054,59.7054,59.7036,59.7174,59.7342,59.7406,59.7406,59.7327,59.7284,59.7284,59.7285,59.7262,59.7259,59.7337,59.7337,59.7343,59.7011,59.7333,59.6813,59.6813,59.6607,59.7322,59.7323,59.7327,59.729,59.7278,59.7085,59.6849,59.7333,60,60,59.7333,59.7325,59.7395,59.7397,59.7389,59.7352,59.721,59.7193,59.7167,59.7246,59.7319,59.7319,59.7319,59.7335,59.735,59.732,59.7323,59.7321,59.7321,59.7319,59.7322,59.7333,59.7334,59.7347,59.7303,59.7315,59.7337,59.734,59.7343,59.7312,59.7335,59.7311,59.7336,59.7336,59.7414,59.7409,59.7369,59.741,59.7376,59.7323,59.7317,59.7335,59.7275,59.7275,59.7351,59.7415,59.7306,59.7315,59.7287,59.7315,59.7287,59.7328,59.7306,59.7286,59.7307,59.7301,59.7281,59.732,59.7319,59.7321,59.7321,59.7318,59.7335,59.7337,59.7285,59.7259,59.7296,59.7304,59.7339,59.7304,59.7291,59.7291,59.6883,59.7336,59.7336,59.7034,59.7129,59.7015,59.6457,59.6676,59.6457,59.6676,59.7382,59.7381,59.7374,59.7297,59.73,59.7342,59.7342,59.7319,59.7319,59.732,59.7327,59.7327,59.7338,59.7355,59.7355,59.7262,59.7262,59.7262,59.7262,59.7262,59.7262,59.7321,59.7363,59.7317,59.7326,59.7334,59.7334,59.7333,59.7333,59.7285,59.7285,59.721,59.7167,59.7246,59.7316,59.7303,59.7129,59.732,59.7321,59.732,59.7321,59.7321,59.7321,59.7321,59.7345,59.7342,59.7339,59.7333,59.7328,59.7314,59.741,59.741,59.7343,59.7343
10.033333,59.7397,59.7332,59.7268,59.7268,59.7035,59.7035,59.7017,59.7154,59.7325,59.739,59.739,59.731,59.7266,59.7266,59.7267,59.7243,59.724,59.732,59.732,59.7337,59.6992,59.7316,59.6795,59.6795,59.6592,59.7307,59.7308,59.731,59.7272,59.7259,59.7065,59.683,59.7316,60,60,59.7316,59.7309,59.7377,59.7379,59.7371,59.7335,59.7191,59.7174,59.7148,59.7228,59.7307,59.7306,59.7307,59.7318,59.7333,59.7307,59.7307,59.7307,59.7307,59.7307,59.7307,59.7316,59.7318,59.7331,59.7285,59.7297,59.7319,59.7323,59.7326,59.7294,59.7321,59.7295,59.7324,59.7325,59.7395,59.739,59.7351,59.7391,59.7358,59.7308,59.7302,59.7318,59.7257,59.7257,59.7333,59.7397,59.7288,59.7298,59.7269,59.7298,59.7269,59.7311,59.7289,59.7267,59.7289,59.7283,59.7262,59.7302,59.7301,59.7303,59.7303,59.7301,59.7321,59.7323,59.727,59.724,59.7281,59.7288,59.7322,59.7288,59.7276,59.7276,59.6865,59.7318,59.7319,59.7015,59.711,59.6996,59.6446,59.6661,59.6446,59.6661,59.7364,59.7364,59.7356,59.7279,59.7282,59.7325,59.7325,59.7301,59.7301,59.7302,59.731,59.731,59.732,59.7338,59.7337,59.7243,59.7243,59.7243,59.7243,59.7243,59.7243,59.7304,59.7347,59.73,59.731,59.7317,59.7317,59.7316,59.7316,59.7267,59.7267,59.7191,59.7147,59.7228,59.7299,59.7289,59.7102,59.7308,59.7308,59.7309,59.7308,59.7308,59.7308,59.7308,59.7329,59.7327,59.7324,59.732,59.7315,59.7296,59.7392,59.7392,59.7338,59.7338
