Time,Bus Grafton345 (1) Frequency,Bus Lake345 (2) Frequency,Bus Hawk345 (3) Frequency,Bus Tiger345 (4) Frequency,Bus Hickory138 (5) Frequency,Bus Elm138 (6) Frequency,Bus Badger345 (7) Frequency,Bus Apple345 (8) Frequency,Bus Sidney345 (9) Frequency,Bus Valley345 (10) Frequency,Bus Apple138 (11) Frequency,Bus Sidney138 (12) Frequency,Bus Walnut138 (13) Frequency,Bus Hawk138 (14) Frequency,Bus Eagle345 (15) Frequency,Bus Tiger138 (16) Frequency,Bus Owl138 (17) Frequency,Bus Oak345 (18) Frequency,Bus Viking345 (19) Frequency,Bus Illini345 (20) Frequency,Bus Bear345 (21) Frequency,Bus Prairie345 (22) Frequency,Bus Dolphin345 (23) Frequency,Bus Valley138 (24) Frequency,Bus Badger138 (25) Frequency,Bus Viking138 (26) Frequency,Bus Ash138 (27) Frequency,Bus Peach138 (28) Frequency,Bus Illini138 (29) Frequency,Bus Bear138 (30) Frequency,Bus Spruce138 (31) Frequency,Bus Parkway138 (32) Frequency,Bus Steel138 (33) Frequency,Bus Rose138 (34) Frequency,Bus Ram345 (35) Frequency,Bus Savoy138 (36) Frequency,Bus Lark138 (37) Frequency,Bus Monarch138 (38) Frequency,Bus Willow138 (39) Frequency,Bus Ram138 (40) Frequency,Bus Homer138 (41) Frequency,Bus Lion345 (42) Frequency
60.733333,59.8158,59.8147,59.8142,59.8112,59.8086,59.8101,59.7983,59.8086,59.8032,59.8142,59.8082,59.8092,59.8098,59.8094,59.8112,59.809,59.8096,59.8029,59.7949,59.8004,59.7996,59.7978,59.7925,59.8077,59.8003,59.7953,59.799,59.7993,59.8004,59.7988,59.799,59.8005,59.7985,59.7989,59.8139,59.8113,59.8114,59.8115,59.8114,59.8138,59.8114,59.8158
60.766667,59.8149,59.8139,59.8135,59.8107,59.8083,59.8097,59.7989,59.8083,59.8033,59.8135,59.8079,59.8089,59.8094,59.809,59.8107,59.8086,59.8093,59.803,59.7957,59.8007,59.8001,59.7984,59.7936,59.8075,59.8007,59.7961,59.7995,59.7997,59.8008,59.7994,59.7994,59.8008,59.799,59.7993,59.8132,59.8107,59.8109,59.811,59.8109,59.813,59.8109,59.8149
60.8,59.814,59.8131,59.8127,59.8102,59.808,59.8092,59.7996,59.808,59.8036,59.8127,59.8077,59.8085,59.809,59.8087,59.8102,59.8083,59.8089,59.8033,59.7968,59.8012,59.8007,59.7991,59.7949,59.8073,59.8012,59.7971,59.8001,59.8003,59.8012,59.8,59.8,59.8013,59.7997,59.7999,59.8124,59.8102,59.8103,59.8104,59.8103,59.8122,59.8103,59.814
60.833333,59.813,59.8122,59.8118,59.8097,59.8078,59.8089,59.8005,59.8078,59.804,59.8119,59.8075,59.8083,59.8086,59.8084,59.8097,59.8081,59.8086,59.8037,59.798,59.8019,59.8014,59.8001,59.7965,59.8072,59.8019,59.7983,59.8009,59.8011,59.8019,59.8008,59.8008,59.8019,59.8006,59.8008,59.8115,59.8097,59.8098,59.8099,59.8098,59.8114,59.8098,59.813
60.866667,59.8119,59.8112,59.811,59.8092,59.8076,59.8085,59.8016,59.8077,59.8044,59.811,59.8074,59.808,59.8083,59.8081,59.8092,59.8078,59.8082,59.8042,59.7995,59.8027,59.8023,59.8012,59.7982,59.8071,59.8027,59.7997,59.8018,59.802,59.8027,59.8018,59.8018,59.8027,59.8016,59.8017,59.8107,59.8092,59.8092,59.8093,59.8092,59.8106,59.8093,59.8119
60.9,59.8108,59.8103,59.8101,59.8087,59.8074,59.8081,59.8027,59.8075,59.805,59.8101,59.8072,59.8077,59.808,59.8078,59.8087,59.8076,59.8079,59.8048,59.801,59.8036,59.8033,59.8024,59.8001,59.8071,59.8036,59.8012,59.8029,59.803,59.8036,59.8029,59.8028,59.8036,59.8027,59.8028,59.8098,59.8086,59.8087,59.8088,59.8087,59.8097,59.8087,59.8108
60.933333,59.8097,59.8092,59.8092,59.8082,59.8073,59.8078,59.804,59.8073,59.8055,59.8092,59.8071,59.8075,59.8077,59.8075,59.8081,59.8074,59.8076,59.8054,59.8027,59.8046,59.8044,59.8037,59.8021,59.807,59.8046,59.8029,59.804,59.8041,59.8045,59.8041,59.804,59.8045,59.8039,59.8039,59.8089,59.8081,59.8082,59.8082,59.8082,59.8088,59.8082,59.8097
60.966667,59.8085,59.8082,59.8082,59.8077,59.8071,59.8074,59.8053,59.8072,59.8062,59.8082,59.8071,59.8073,59.8073,59.8073,59.8076,59.8072,59.8073,59.8061,59.8045,59.8056,59.8055,59.8051,59.8042,59.807,59.8056,59.8046,59.8052,59.8052,59.8055,59.8053,59.8052,59.8055,59.8052,59.8052,59.8079,59.8076,59.8076,59.8076,59.8076,59.8079,59.8076,59.8085
61,59.8074,59.8072,59.8073,59.8071,59.807,59.807,59.8066,59.8071,59.8068,59.8073,59.807,59.807,59.807,59.807,59.8071,59.807,59.807,59.8068,59.8063,59.8067,59.8066,59.8065,59.8063,59.807,59.8066,59.8063,59.8064,59.8064,59.8066,59.8066,59.8064,59.8065,59.8065,59.8064,59.807,59.8071,59.8071,59.8071,59.8071,59.807,59.8071,59.8074
61.033333,59.8062,59.8061,59.8063,59.8066,59.8069,59.8067,59.8079,59.8069,59.8074,59.8063,59.8069,59.8068,59.8067,59.8068,59.8066,59.8068,59.8067,59.8075,59.8081,59.8077,59.8078,59.8079,59.8084,59.807,59.8077,59.8081,59.8077,59.8077,59.8076,59.8078,59.8077,59.8076,59.8079,59.8077,59.8061,59.8065,59.8065,59.8065,59.8065,59.8061,59.8065,59.8062
61.066667,59.805,59.8051,59.8053,59.8061,59.8067,59.8063,59.8093,59.8068,59.8081,59.8053,59.8068,59.8065,59.8064,59.8065,59.8061,59.8066,59.8064,59.8082,59.8099,59.8088,59.8089,59.8093,59.8106,59.8069,59.8087,59.8099,59.809,59.8089,59.8087,59.8091,59.809,59.8086,59.8092,59.809,59.8052,59.806,59.806,59.8059,59.806,59.8052,59.806,59.805
61.1,59.8038,59.804,59.8044,59.8056,59.8066,59.806,59.8105,59.8066,59.8087,59.8044,59.8068,59.8063,59.8061,59.8062,59.8056,59.8065,59.8061,59.8089,59.8117,59.8098,59.81,59.8107,59.8126,59.8069,59.8098,59.8116,59.8102,59.8101,59.8097,59.8103,59.8102,59.8097,59.8104,59.8102,59.8042,59.8055,59.8054,59.8054,59.8054,59.8043,59.8054,59.8038
61.133333,59.8027,59.803,59.8034,59.805,59.8064,59.8056,59.8117,59.8065,59.8092,59.8034,59.8066,59.806,59.8058,59.806,59.805,59.8062,59.8058,59.8095,59.8133,59.8107,59.811,59.8119,59.8145,59.8068,59.8107,59.8132,59.8113,59.8112,59.8106,59.8114,59.8113,59.8106,59.8116,59.8114,59.8034,59.8049,59.8049,59.8048,59.8049,59.8035,59.8048,59.8027
61.166667,59.8015,59.802,59.8025,59.8045,59.8062,59.8052,59.8127,59.8062,59.8096,59.8025,59.8065,59.8057,59.8054,59.8056,59.8045,59.806,59.8055,59.81,59.8148,59.8115,59.8119,59.8131,59.8162,59.8067,59.8115,59.8146,59.8123,59.8121,59.8114,59.8124,59.8123,59.8114,59.8126,59.8124,59.8025,59.8044,59.8043,59.8042,59.8043,59.8026,59.8043,59.8016
61.2,59.8005,59.8011,59.8016,59.8039,59.806,59.8048,59.8137,59.806,59.81,59.8016,59.8063,59.8054,59.805,59.8053,59.8039,59.8057,59.8051,59.8103,59.8161,59.8121,59.8127,59.814,59.8178,59.8065,59.8122,59.8159,59.8131,59.8129,59.8121,59.8133,59.8132,59.8121,59.8135,59.8133,59.8016,59.8038,59.8037,59.8036,59.8037,59.8018,59.8037,59.8005
61.233333,59.7995,59.8001,59.8008,59.8034,59.8057,59.8043,59.8144,59.8056,59.8103,59.8007,59.806,59.8051,59.8046,59.8049,59.8034,59.8053,59.8047,59.8106,59.8172,59.8127,59.8133,59.8148,59.8192,59.8064,59.8127,59.817,59.8138,59.8136,59.8127,59.814,59.8139,59.8126,59.8143,59.814,59.8008,59.8033,59.8032,59.8031,59.8032,59.801,59.8032,59.7995
61.266667,59.7985,59.7993,59.7999,59.8028,59.8054,59.8039,59.815,59.8053,59.8104,59.7999,59.8057,59.8047,59.8042,59.8045,59.8028,59.805,59.8043,59.8107,59.8181,59.8131,59.8138,59.8155,59.8203,59.8061,59.8132,59.8179,59.8144,59.8141,59.8131,59.8146,59.8144,59.813,59.8149,59.8145,59.8001,59.8028,59.8026,59.8025,59.8026,59.8003,59.8026,59.7985
61.3,59.7976,59.7985,59.7992,59.8022,59.805,59.8034,59.8154,59.8049,59.8104,59.7991,59.8053,59.8043,59.8037,59.8041,59.8022,59.8046,59.8039,59.8107,59.8188,59.8133,59.814,59.8159,59.8211,59.8058,59.8134,59.8185,59.8147,59.8144,59.8133,59.8149,59.8148,59.8132,59.8152,59.8148,59.7994,59.8022,59.8021,59.8019,59.8021,59.7995,59.802,59.7976
61.333333,59.7968,59.7977,59.7985,59.8017,59.8046,59.8029,59.8157,59.8045,59.8104,59.7984,59.8049,59.8039,59.8033,59.8037,59.8017,59.8041,59.8034,59.8106,59.8192,59.8134,59.8142,59.8161,59.8217,59.8055,59.8135,59.8189,59.8149,59.8146,59.8134,59.8151,59.8149,59.8133,59.8154,59.815,59.7987,59.8017,59.8015,59.8014,59.8015,59.7989,59.8015,59.7968
61.366667,59.7961,59.797,59.7978,59.8011,59.8041,59.8024,59.8157,59.804,59.8102,59.7978,59.8045,59.8034,59.8028,59.8032,59.8012,59.8037,59.803,59.8104,59.8194,59.8133,59.8141,59.8162,59.822,59.8051,59.8134,59.8191,59.8148,59.8145,59.8133,59.8151,59.8149,59.8132,59.8154,59.815,59.7981,59.8012,59.801,59.8008,59.801,59.7983,59.801,59.7961
61.4,59.7954,59.7964,59.7972,59.8006,59.8036,59.8019,59.8155,59.8035,59.8099,59.7972,59.804,59.803,59.8023,59.8028,59.8006,59.8032,59.8025,59.81,59.8193,59.813,59.8139,59.816,59.8221,59.8047,59.8132,59.8189,59.8146,59.8143,59.813,59.8149,59.8147,59.8129,59.8152,59.8148,59.7975,59.8006,59.8005,59.8003,59.8005,59.7977,59.8005,59.7954
61.433333,59.7949,59.7959,59.7967,59.8001,59.8031,59.8014,59.8151,59.803,59.8094,59.7966,59.8035,59.8025,59.8018,59.8023,59.8001,59.8027,59.802,59.8095,59.819,59.8126,59.8135,59.8156,59.8218,59.8042,59.8128,59.8186,59.8142,59.8139,59.8126,59.8144,59.8143,59.8125,59.8148,59.8144,59.797,59.8001,59.8,59.7998,59.8,59.7972,59.7999,59.7949
61.466667,59.7944,59.7954,59.7962,59.7996,59.8026,59.8009,59.8145,59.8025,59.8089,59.7962,59.803,59.8019,59.8013,59.8017,59.7996,59.8022,59.8015,59.809,59.8184,59.812,59.8129,59.815,59.8212,59.8036,59.8122,59.818,59.8136,59.8133,59.812,59.8138,59.8136,59.8119,59.8142,59.8138,59.7966,59.7996,59.7995,59.7993,59.7995,59.7968,59.7995,59.7944
61.5,59.794,59.795,59.7958,59.7991,59.802,59.8004,59.8138,59.8019,59.8082,59.7957,59.8024,59.8014,59.8008,59.8012,59.7992,59.8016,59.801,59.8083,59.8175,59.8113,59.8122,59.8142,59.8203,59.8031,59.8114,59.8171,59.8128,59.8125,59.8112,59.8131,59.8129,59.8111,59.8134,59.813,59.7962,59.7992,59.799,59.7989,59.799,59.7964,59.799,59.794
61.533333,59.7937,59.7947,59.7954,59.7986,59.8015,59.7999,59.8128,59.8014,59.8074,59.7954,59.8018,59.8009,59.8003,59.8007,59.7987,59.8011,59.8004,59.8074,59.8165,59.8104,59.8112,59.8132,59.8192,59.8025,59.8105,59.816,59.8118,59.8115,59.8103,59.8121,59.8119,59.8102,59.8124,59.812,59.7959,59.7987,59.7986,59.7984,59.7986,59.7961,59.7985,59.7937
61.566667,59.7935,59.7945,59.7951,59.7982,59.8009,59.7994,59.8117,59.8008,59.8065,59.7951,59.8012,59.8003,59.7998,59.8001,59.7982,59.8005,59.7999,59.8066,59.8152,59.8093,59.8102,59.812,59.8178,59.8018,59.8095,59.8148,59.8107,59.8104,59.8093,59.811,59.8108,59.8092,59.8113,59.8109,59.7956,59.7983,59.7981,59.798,59.7981,59.7958,59.7981,59.7935
61.6,59.7934,59.7943,59.7949,59.7978,59.8003,59.7989,59.8104,59.8002,59.8056,59.7949,59.8006,59.7998,59.7993,59.7996,59.7978,59.7999,59.7994,59.8056,59.8137,59.8082,59.809,59.8107,59.8161,59.8012,59.8083,59.8133,59.8095,59.8092,59.8081,59.8097,59.8095,59.8081,59.81,59.8096,59.7954,59.7979,59.7977,59.7976,59.7978,59.7956,59.7977,59.7934
61.633333,59.7934,59.7942,59.7948,59.7974,59.7997,59.7984,59.8089,59.7996,59.8046,59.7948,59.8,59.7992,59.7987,59.7991,59.7975,59.7994,59.7989,59.8046,59.812,59.807,59.8077,59.8093,59.8142,59.8005,59.8071,59.8116,59.8081,59.8079,59.8069,59.8083,59.8082,59.8068,59.8086,59.8083,59.7953,59.7975,59.7974,59.7973,59.7974,59.7954,59.7974,59.7934
61.666667,59.7934,59.7942,59.7947,59.797,59.7991,59.7979,59.8074,59.799,59.8034,59.7946,59.7993,59.7987,59.7982,59.7985,59.7971,59.7988,59.7983,59.8035,59.8101,59.8056,59.8062,59.8077,59.8121,59.7998,59.8057,59.8098,59.8066,59.8064,59.8055,59.8068,59.8067,59.8055,59.8071,59.8067,59.7952,59.7971,59.797,59.7969,59.797,59.7953,59.797,59.7934
61.7,59.7935,59.7942,59.7946,59.7967,59.7984,59.7975,59.8057,59.7984,59.8023,59.7946,59.7987,59.7981,59.7977,59.798,59.7967,59.7982,59.7978,59.8023,59.8081,59.8041,59.8047,59.806,59.8098,59.7991,59.8042,59.8078,59.805,59.8048,59.8041,59.8052,59.8051,59.804,59.8054,59.8051,59.7951,59.7967,59.7967,59.7966,59.7967,59.7952,59.7967,59.7935
61.733333,59.7937,59.7943,59.7946,59.7963,59.7978,59.797,59.8039,59.7978,59.801,59.7946,59.798,59.7975,59.7972,59.7974,59.7964,59.7976,59.7973,59.8011,59.806,59.8026,59.8031,59.8042,59.8074,59.7983,59.8027,59.8057,59.8034,59.8032,59.8026,59.8035,59.8034,59.8025,59.8037,59.8035,59.7951,59.7964,59.7963,59.7963,59.7963,59.7951,59.7963,59.7937
61.766667,59.7939,59.7944,59.7946,59.796,59.7972,59.7966,59.802,59.7972,59.7998,59.7946,59.7974,59.797,59.7967,59.7969,59.7961,59.797,59.7968,59.7998,59.8038,59.801,59.8014,59.8023,59.8049,59.7976,59.8011,59.8035,59.8016,59.8015,59.801,59.8017,59.8017,59.8009,59.8019,59.8017,59.7951,59.7961,59.796,59.796,59.796,59.7951,59.796,59.7939
61.8,59.7941,59.7946,59.7947,59.7957,59.7966,59.7961,59.8001,59.7966,59.7985,59.7947,59.7967,59.7964,59.7962,59.7964,59.7958,59.7965,59.7963,59.7985,59.8014,59.7994,59.7997,59.8004,59.8022,59.7969,59.7994,59.8013,59.7999,59.7998,59.7994,59.7999,59.7999,59.7994,59.8,59.7999,59.7951,59.7958,59.7957,59.7957,59.7958,59.7951,59.7957,59.7941
61.833333,59.7944,59.7948,59.7948,59.7954,59.796,59.7957,59.7982,59.796,59.7971,59.7948,59.7961,59.7959,59.7958,59.7958,59.7955,59.7959,59.7958,59.7972,59.7991,59.7978,59.7979,59.7984,59.7995,59.7961,59.7977,59.7989,59.7981,59.798,59.7977,59.7981,59.7981,59.7977,59.7981,59.7981,59.7951,59.7955,59.7955,59.7955,59.7955,59.7951,59.7955,59.7944
61.866667,59.7947,59.795,59.7949,59.7952,59.7954,59.7953,59.7962,59.7954,59.7958,59.7949,59.7954,59.7953,59.7953,59.7953,59.7952,59.7954,59.7953,59.7959,59.7967,59.7961,59.7961,59.7964,59.7967,59.7954,59.7961,59.7966,59.7963,59.7963,59.7961,59.7962,59.7963,59.7961,59.7963,59.7963,59.7952,59.7952,59.7952,59.7952,59.7952,59.7952,59.7952,59.7947
61.9,59.7951,59.7952,59.7951,59.7949,59.7948,59.7949,59.7943,59.7948,59.7945,59.795,59.7948,59.7948,59.7949,59.7948,59.795,59.7948,59.7949,59.7946,59.7943,59.7945,59.7944,59.7944,59.794,59.7947,59.7944,59.7943,59.7945,59.7945,59.7945,59.7944,59.7945,59.7945,59.7944,59.7945,59.7953,59.795,59.795,59.795,59.795,59.7952,59.795,59.7951
61.933333,59.7954,59.7954,59.7952,59.7947,59.7943,59.7945,59.7923,59.7942,59.7932,59.7952,59.7942,59.7943,59.7944,59.7943,59.7947,59.7943,59.7944,59.7933,59.792,59.7928,59.7926,59.7924,59.7913,59.794,59.7928,59.792,59.7927,59.7928,59.7929,59.7926,59.7927,59.7929,59.7925,59.7927,59.7953,59.7947,59.7947,59.7948,59.7947,59.7953,59.7947,59.7954
61.966667,59.7957,59.7957,59.7953,59.7944,59.7937,59.7941,59.7905,59.7937,59.792,59.7953,59.7936,59.7938,59.794,59.7939,59.7944,59.7938,59.7939,59.792,59.7896,59.7912,59.791,59.7905,59.7887,59.7934,59.7912,59.7897,59.791,59.7911,59.7914,59.7908,59.791,59.7914,59.7907,59.7909,59.7954,59.7945,59.7945,59.7946,59.7945,59.7953,59.7945,59.7957
62,59.7961,59.7959,59.7955,59.7942,59.7931,59.7937,59.7887,59.7931,59.7908,59.7955,59.793,59.7933,59.7936,59.7934,59.7942,59.7933,59.7935,59.7908,59.7874,59.7897,59.7893,59.7887,59.7862,59.7927,59.7896,59.7876,59.7893,59.7894,59.7898,59.7891,59.7893,59.7899,59.7889,59.7892,59.7955,59.7942,59.7943,59.7944,59.7943,59.7954,59.7943,59.7961
62.033333,59.7964,59.7961,59.7956,59.794,59.7926,59.7934,59.787,59.7926,59.7896,59.7956,59.7924,59.7929,59.7932,59.793,59.794,59.7928,59.7931,59.7896,59.7853,59.7882,59.7878,59.7869,59.7838,59.7921,59.7882,59.7855,59.7877,59.7879,59.7884,59.7874,59.7877,59.7885,59.7873,59.7876,59.7955,59.794,59.7941,59.7941,59.7941,59.7954,59.7941,59.7964
62.066667,59.7967,59.7963,59.7957,59.7937,59.7921,59.793,59.7854,59.7921,59.7886,59.7957,59.7919,59.7924,59.7928,59.7926,59.7937,59.7923,59.7927,59.7885,59.7834,59.7868,59.7863,59.7852,59.7816,59.7915,59.7868,59.7836,59.7862,59.7864,59.787,59.7859,59.7862,59.7871,59.7857,59.7861,59.7956,59.7938,59.7938,59.7939,59.7938,59.7954,59.7938,59.7967
62.1,59.7969,59.7964,59.7958,59.7935,59.7916,59.7927,59.784,59.7916,59.7876,59.7958,59.7914,59.792,59.7924,59.7922,59.7935,59.7919,59.7924,59.7875,59.7816,59.7856,59.785,59.7837,59.7796,59.791,59.7855,59.7819,59.7849,59.785,59.7858,59.7845,59.7848,59.7859,59.7843,59.7847,59.7956,59.7935,59.7936,59.7937,59.7936,59.7955,59.7937,59.7969
62.133333,59.7971,59.7965,59.7958,59.7934,59.7912,59.7924,59.7827,59.7912,59.7867,59.7959,59.7909,59.7917,59.7921,59.7918,59.7933,59.7915,59.792,59.7866,59.78,59.7845,59.7838,59.7824,59.7778,59.7905,59.7844,59.7803,59.7836,59.7838,59.7847,59.7833,59.7836,59.7848,59.783,59.7835,59.7956,59.7933,59.7934,59.7936,59.7934,59.7954,59.7935,59.7971
62.166667,59.7973,59.7966,59.7959,59.7932,59.7908,59.7921,59.7815,59.7908,59.7859,59.7959,59.7905,59.7913,59.7918,59.7915,59.7931,59.7912,59.7917,59.7858,59.7786,59.7835,59.7828,59.7812,59.7762,59.79,59.7834,59.7789,59.7825,59.7828,59.7837,59.7822,59.7825,59.7838,59.7819,59.7824,59.7956,59.7931,59.7933,59.7934,59.7933,59.7954,59.7933,59.7973
62.2,59.7974,59.7966,59.7959,59.793,59.7905,59.7919,59.7806,59.7905,59.7853,59.7959,59.7901,59.791,59.7915,59.7912,59.7929,59.7908,59.7914,59.7851,59.7774,59.7826,59.7819,59.7802,59.7749,59.7897,59.7826,59.7778,59.7816,59.7818,59.7828,59.7812,59.7815,59.7829,59.7809,59.7814,59.7955,59.7929,59.7931,59.7932,59.7931,59.7954,59.7931,59.7974
62.233333,59.7974,59.7966,59.7959,59.7928,59.7902,59.7916,59.7798,59.7902,59.7847,59.7959,59.7898,59.7908,59.7913,59.7909,59.7927,59.7905,59.7912,59.7845,59.7764,59.7819,59.7812,59.7794,59.7739,59.7893,59.7819,59.7768,59.7808,59.7811,59.7821,59.7805,59.7807,59.7822,59.7801,59.7806,59.7955,59.7928,59.7929,59.793,59.7929,59.7953,59.7929,59.7974
62.266667,59.7974,59.7966,59.7958,59.7926,59.7899,59.7914,59.7792,59.79,59.7843,59.7958,59.7896,59.7905,59.7911,59.7907,59.7926,59.7903,59.7909,59.7841,59.7757,59.7814,59.7806,59.7788,59.7731,59.789,59.7814,59.7761,59.7802,59.7805,59.7816,59.7799,59.7802,59.7817,59.7796,59.7801,59.7953,59.7926,59.7927,59.7929,59.7927,59.7952,59.7927,59.7974
62.3,59.7973,59.7964,59.7957,59.7925,59.7897,59.7912,59.7788,59.7897,59.784,59.7957,59.7893,59.7903,59.7909,59.7905,59.7924,59.7901,59.7907,59.7837,59.7752,59.781,59.7802,59.7783,59.7727,59.7888,59.781,59.7756,59.7798,59.78,59.7812,59.7795,59.7797,59.7813,59.7791,59.7796,59.7952,59.7924,59.7925,59.7927,59.7925,59.795,59.7925,59.7973
62.333333,59.7972,59.7962,59.7955,59.7923,59.7895,59.791,59.7786,59.7896,59.7838,59.7955,59.7891,59.7901,59.7907,59.7903,59.7922,59.7899,59.7905,59.7836,59.775,59.7808,59.78,59.7781,59.7725,59.7886,59.7808,59.7754,59.7795,59.7798,59.781,59.7792,59.7794,59.781,59.7789,59.7793,59.795,59.7922,59.7923,59.7925,59.7923,59.7948,59.7924,59.7972
62.366667,59.797,59.796,59.7953,59.7921,59.7894,59.7909,59.7786,59.7895,59.7837,59.7954,59.789,59.79,59.7905,59.7902,59.7921,59.7898,59.7904,59.7835,59.7751,59.7808,59.78,59.7782,59.7726,59.7885,59.7808,59.7755,59.7795,59.7798,59.7809,59.7792,59.7794,59.781,59.7789,59.7793,59.7948,59.792,59.7922,59.7923,59.7922,59.7946,59.7922,59.797
62.4,59.7967,59.7957,59.7951,59.792,59.7893,59.7908,59.7788,59.7894,59.7838,59.7951,59.7889,59.7899,59.7904,59.7901,59.7919,59.7897,59.7903,59.7836,59.7754,59.781,59.7802,59.7784,59.7729,59.7885,59.7809,59.7758,59.7796,59.7799,59.781,59.7794,59.7796,59.7811,59.7791,59.7795,59.7945,59.7919,59.792,59.7922,59.792,59.7944,59.792,59.7967
62.433333,59.7963,59.7954,59.7948,59.7918,59.7892,59.7906,59.7792,59.7893,59.784,59.7948,59.7889,59.7898,59.7903,59.79,59.7918,59.7896,59.7902,59.7838,59.7759,59.7813,59.7805,59.7788,59.7736,59.7884,59.7812,59.7763,59.7799,59.7802,59.7813,59.7797,59.7799,59.7814,59.7794,59.7798,59.7943,59.7917,59.7918,59.792,59.7918,59.7941,59.7919,59.7963
62.466667,59.7959,59.795,59.7944,59.7917,59.7892,59.7905,59.7797,59.7893,59.7843,59.7945,59.7889,59.7898,59.7902,59.7899,59.7916,59.7895,59.7901,59.7841,59.7766,59.7817,59.781,59.7794,59.7745,59.7885,59.7816,59.777,59.7804,59.7807,59.7817,59.7803,59.7803,59.7818,59.7799,59.7803,59.7939,59.7915,59.7917,59.7918,59.7917,59.7938,59.7917,59.7959
62.5,59.7954,59.7945,59.7941,59.7915,59.7892,59.7904,59.7804,59.7893,59.7846,59.7941,59.7889,59.7897,59.7902,59.7899,59.7914,59.7895,59.7901,59.7845,59.7776,59.7823,59.7816,59.7801,59.7756,59.7885,59.7822,59.7779,59.781,59.7813,59.7822,59.7809,59.781,59.7823,59.7806,59.7809,59.7936,59.7914,59.7915,59.7916,59.7915,59.7934,59.7915,59.7954
62.533333,59.7949,59.794,59.7936,59.7913,59.7892,59.7904,59.7813,59.7894,59.7851,59.7937,59.789,59.7897,59.7901,59.7898,59.7913,59.7895,59.79,59.785,59.7787,59.783,59.7824,59.781,59.7769,59.7886,59.7829,59.779,59.7818,59.782,59.7829,59.7817,59.7817,59.7829,59.7815,59.7817,59.7932,59.7912,59.7913,59.7914,59.7913,59.793,59.7913,59.7949
62.566667,59.7943,59.7935,59.7932,59.7911,59.7893,59.7903,59.7823,59.7894,59.7857,59.7932,59.7891,59.7897,59.7901,59.7898,59.7911,59.7896,59.79,59.7856,59.7801,59.7838,59.7833,59.7821,59.7785,59.7888,59.7837,59.7803,59.7827,59.7829,59.7837,59.7827,59.7827,59.7838,59.7825,59.7826,59.7927,59.791,59.7911,59.7912,59.7911,59.7926,59.7911,59.7943
62.6,59.7936,59.7929,59.7927,59.7909,59.7894,59.7902,59.7835,59.7895,59.7863,59.7927,59.7892,59.7897,59.79,59.7898,59.7909,59.7896,59.79,59.7863,59.7815,59.7847,59.7843,59.7832,59.7802,59.7889,59.7846,59.7817,59.7838,59.7839,59.7846,59.7837,59.7837,59.7846,59.7836,59.7837,59.7923,59.7909,59.7909,59.791,59.7909,59.7922,59.7909,59.7936
62.633333,59.7929,59.7923,59.7921,59.7907,59.7895,59.7902,59.7847,59.7896,59.787,59.7921,59.7893,59.7898,59.79,59.7899,59.7907,59.7897,59.79,59.787,59.7831,59.7857,59.7853,59.7845,59.782,59.7891,59.7856,59.7832,59.7849,59.785,59.7856,59.7849,59.7849,59.7856,59.7847,59.7848,59.7918,59.7907,59.7907,59.7908,59.7907,59.7917,59.7907,59.7929
62.666667,59.7922,59.7916,59.7915,59.7905,59.7896,59.7901,59.786,59.7897,59.7877,59.7916,59.7895,59.7898,59.79,59.7899,59.7905,59.7897,59.7899,59.7877,59.7847,59.7868,59.7865,59.7858,59.784,59.7893,59.7867,59.7849,59.7861,59.7862,59.7866,59.7861,59.7861,59.7867,59.786,59.786,59.7913,59.7905,59.7905,59.7906,59.7905,59.7912,59.7905,59.7922
62.7,59.7914,59.7909,59.791,59.7903,59.7897,59.79,59.7873,59.7898,59.7885,59.791,59.7896,59.7898,59.7899,59.7899,59.7903,59.7898,59.7899,59.7885,59.7865,59.7878,59.7876,59.7872,59.786,59.7895,59.7877,59.7866,59.7873,59.7874,59.7877,59.7874,59.7873,59.7877,59.7873,59.7873,59.7907,59.7903,59.7903,59.7903,59.7903,59.7907,59.7903,59.7914
62.733333,59.7906,59.7903,59.7904,59.7901,59.7898,59.7899,59.7887,59.7898,59.7892,59.7904,59.7897,59.7898,59.7899,59.7899,59.7901,59.7898,59.7899,59.7893,59.7882,59.7889,59.7888,59.7886,59.788,59.7897,59.7889,59.7883,59.7886,59.7886,59.7888,59.7887,59.7886,59.7888,59.7886,59.7886,59.7902,59.79,59.79,59.7901,59.79,59.7902,59.7901,59.7906
62.766667,59.7898,59.7896,59.7897,59.7898,59.7899,59.7898,59.7901,59.7899,59.79,59.7897,59.7899,59.7899,59.7898,59.7899,59.7898,59.7899,59.7899,59.79,59.79,59.79,59.79,59.79,59.7901,59.7899,59.79,59.79,59.7899,59.7899,59.7899,59.79,59.7899,59.7899,59.79,59.7899,59.7896,59.7898,59.7898,59.7898,59.7898,59.7897,59.7898,59.7898
62.8,59.789,59.7889,59.7891,59.7896,59.79,59.7898,59.7914,59.79,59.7908,59.7891,59.79,59.7899,59.7898,59.7899,59.7896,59.7899,59.7898,59.7908,59.7918,59.7911,59.7912,59.7914,59.7922,59.7901,59.7911,59.7918,59.7912,59.7912,59.791,59.7913,59.7912,59.791,59.7914,59.7912,59.7891,59.7896,59.7896,59.7896,59.7896,59.7891,59.7896,59.789
