Branch,,,,,,,,,,,,,,
From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Mvar From ,MVA From ,Lim MVA,% of MVA Limit (Max),MW Loss,Mvar Loss
22885,SUNCREST,22889,SNCRSMP2,1,Closed,Transformer,YES,417.1,-17.1,417.5,1120,37.4,-0.02,23.56
23315,OCOSUN11,22885,SUNCREST,1,Closed,Series Cap,NO,834.2,-102.8,840.5,2310,36.4,0,-68.65
22888,SNCRSMP1,22889,SNCRSMP2,99,Closed,Line,NO,0,0,0,0,0,0,0
22888,SNCRSMP1,24129,S.ONOFR2,99,Closed,Line,NO,28.1,19.1,34,0,0,-0.04,5.95
22888,SNCRSMP1,24130,S.ONOFR3,99,Closed,Line,NO,27.9,19,33.7,0,0,-0.04,5.9
22888,SNCRSMP1,24138,SERRANO,99,Closed,Line,NO,-3.5,0.5,3.6,0,0,-0.01,0.28
22889,SNCRSMP2,24129,S.ONOFR2,99,Closed,Line,NO,28.1,19.1,34,0,0,-0.04,5.95
22889,SNCRSMP2,24130,S.ONOFR3,99,Closed,Line,NO,27.9,19,33.7,0,0,-0.04,5.9
22889,SNCRSMP2,24138,SERRANO,99,Closed,Line,NO,-3.5,0.5,3.6,0,0,-0.01,0.28
22930,ECO,22933,ECOMIG11,1,Closed,Series Cap,NO,1092.9,84.2,1096.1,2598,42.5,0,-73.33
22981,TDM STG,22997,INTBCT,99,Closed,Line,NO,-0.7,-0.1,0.7,0,0,0,0
22981,TDM STG,23440,DW GEN2 G1,99,Closed,Line,NO,3.9,-0.3,3.9,0,0,0.03,0.27
22997,INTBCT,23440,DW GEN2 G1,99,Closed,Line,NO,4.9,-0.2,4.9,0,0,0.04,0.35
23311,OCOTILLO 1,23310,OCOTILLO,1,Closed,Line,NO,0,20.2,20.2,2361,0.9,0,-0.19
23310,OCOTILLO,23315,OCOSUN11,1,Closed,Line,NO,840.7,-148.3,853.7,2310,37,6.5,-45.5
24003,ALAMT3 G,24004,ALAMT4 G,99,Closed,Line,NO,-20.1,-17.1,26.4,0,0,-0.09,1.75
24003,ALAMT3 G,24005,ALAMT5 G,99,Closed,Line,NO,0.8,0.9,1.2,0,0,0,0.02
24003,ALAMT3 G,24047,ELSEG3 G,99,Closed,Line,NO,1.2,-0.4,1.2,0,0,0,0.03
24003,ALAMT3 G,24048,ELSEG4 G,99,Closed,Line,NO,1.1,-0.4,1.1,0,0,0,0.03
24003,ALAMT3 G,24066,HUNT1  G,99,Closed,Line,NO,-4.1,-0.7,4.1,0,0,-0.03,0.38
24003,ALAMT3 G,24067,HUNT2  G,99,Closed,Line,NO,-4.1,-0.7,4.1,0,0,-0.03,0.38
24003,ALAMT3 G,24092,MIRALOMA,99,Closed,Line,NO,-18.1,-6.1,19.1,0,0,-0.27,3.56
24003,ALAMT3 G,24123,REDON7 G,99,Closed,Line,NO,2.5,-0.1,2.5,0,0,0,0.06
24003,ALAMT3 G,24124,REDON8 G,99,Closed,Line,NO,2.5,-0.1,2.5,0,0,0,0.06
24003,ALAMT3 G,24129,S.ONOFR2,99,Closed,Line,NO,4.5,1.7,4.8,0,0,-0.05,0.45
24003,ALAMT3 G,24130,S.ONOFR3,99,Closed,Line,NO,4.4,1.7,4.7,0,0,-0.05,0.44
24003,ALAMT3 G,24138,SERRANO,99,Closed,Line,NO,-50.6,-20.5,54.6,0,0,-0.67,8.74
24003,ALAMT3 G,24156,VINCENT,99,Closed,Line,NO,-31.3,-8.5,32.4,0,0,-0.57,8
24003,ALAMT3 G,24161,ALAMT6 G,99,Closed,Line,NO,0.8,0.9,1.2,0,0,0,0.02
24003,ALAMT3 G,26115,RINALDI2,99,Closed,Line,NO,-10.2,-5.1,11.4,0,0,-0.27,2.34
24003,ALAMT3 G,26263,RING2DUM,99,Closed,Line,NO,11.4,4.8,12.4,0,0,0.2,-1.64
24004,ALAMT4 G,24005,ALAMT5 G,99,Closed,Line,NO,4.9,4.9,6.9,0,0,-0.03,0.53
24004,ALAMT4 G,24047,ELSEG3 G,99,Closed,Line,NO,3.9,2.2,4.5,0,0,-0.02,0.34
24004,ALAMT4 G,24048,ELSEG4 G,99,Closed,Line,NO,3.5,2,4.1,0,0,-0.02,0.31
24004,ALAMT4 G,24066,HUNT1  G,99,Closed,Line,NO,-2,1.3,2.4,0,0,-0.01,0.12
24004,ALAMT4 G,24067,HUNT2  G,99,Closed,Line,NO,-2,1.3,2.4,0,0,-0.01,0.12
24004,ALAMT4 G,24092,MIRALOMA,99,Closed,Line,NO,-13.6,-2.3,13.7,0,0,-0.13,1.7
24004,ALAMT4 G,24123,REDON7 G,99,Closed,Line,NO,7.6,4.9,9,0,0,-0.05,0.74
24004,ALAMT4 G,24124,REDON8 G,99,Closed,Line,NO,7.6,4.9,9.1,0,0,-0.05,0.74
24004,ALAMT4 G,24129,S.ONOFR2,99,Closed,Line,NO,7,4.6,8.3,0,0,-0.14,1.25
24004,ALAMT4 G,24130,S.ONOFR3,99,Closed,Line,NO,6.9,4.6,8.3,0,0,-0.14,1.24
24004,ALAMT4 G,24138,SERRANO,99,Closed,Line,NO,-34.9,-7.5,35.7,0,0,-0.26,3.45
24004,ALAMT4 G,24156,VINCENT,99,Closed,Line,NO,-25.7,-4.2,26,0,0,-0.34,4.74
24004,ALAMT4 G,24161,ALAMT6 G,99,Closed,Line,NO,4.9,4.9,6.9,0,0,-0.03,0.53
24004,ALAMT4 G,26115,RINALDI2,99,Closed,Line,NO,-7.7,-3.1,8.3,0,0,-0.13,1.15
24004,ALAMT4 G,26263,RING2DUM,99,Closed,Line,NO,7.3,0.8,7.4,0,0,0.07,-0.53
24005,ALAMT5 G,24047,ELSEG3 G,99,Closed,Line,NO,0.6,-0.9,1,0,0,0,0.02
24005,ALAMT5 G,24048,ELSEG4 G,99,Closed,Line,NO,0.5,-0.8,0.9,0,0,0,0.02
24005,ALAMT5 G,24066,HUNT1  G,99,Closed,Line,NO,-7,-1.6,7.2,0,0,-0.05,0.76
24005,ALAMT5 G,24067,HUNT2  G,99,Closed,Line,NO,-7,-1.6,7.2,0,0,-0.05,0.76
24005,ALAMT5 G,24092,MIRALOMA,99,Closed,Line,NO,-36.1,-12.8,38.3,0,0,-0.54,7.71
24005,ALAMT5 G,24123,REDON7 G,99,Closed,Line,NO,1.2,-1,1.5,0,0,0,0.03
24005,ALAMT5 G,24124,REDON8 G,99,Closed,Line,NO,1.2,-1,1.6,0,0,0,0.03
24005,ALAMT5 G,24129,S.ONOFR2,99,Closed,Line,NO,6.3,1.6,6.5,0,0,-0.05,0.53
24005,ALAMT5 G,24130,S.ONOFR3,99,Closed,Line,NO,6.3,1.6,6.5,0,0,-0.05,0.53
24005,ALAMT5 G,24138,SERRANO,99,Closed,Line,NO,-85.2,-35.8,92.4,0,0,-0.99,16.21
24005,ALAMT5 G,24156,VINCENT,99,Closed,Line,NO,-44.6,-13.6,46.6,0,0,-0.97,12.21
24005,ALAMT5 G,24161,ALAMT6 G,99,Closed,Line,NO,0,0,0,0,0,0,0
24005,ALAMT5 G,24236,RANCHVST,99,Closed,Line,NO,-10.5,-3.6,11.1,0,0,-0.14,2.33
24005,ALAMT5 G,26115,RINALDI2,99,Closed,Line,NO,-15,-7.9,16.9,0,0,-0.45,3.74
24005,ALAMT5 G,26263,RING2DUM,99,Closed,Line,NO,17.2,8.1,19,0,0,0.36,-2.78
24078,MOEELD12,24042,ELDORDO,1,Closed,Series Cap,NO,976.3,-109.3,982.4,1645.4,59.7,0,-152.55
24042,ELDORDO,24086,LUGO,99,Closed,Line,NO,33.6,-4.8,34,0,0,1.49,6.65
24042,ELDORDO,24095,ELDLUG11,1,Closed,Series Cap,NO,790.5,11.1,790.6,2078,38.3,0,0.06
24097,MOHAVE,24042,ELDORDO,1,Closed,Line,NO,-549.5,-8.5,549.6,2598,21.5,1.52,-104.54
24042,ELDORDO,25102,MRCHNT23,99,Closed,Line,NO,-126.7,107,165.8,0,0,-0.01,17.91
24042,ELDORDO,26048,MCCULLGH,1,Closed,Line,NO,-113.1,-156.7,193.3,2598,7.4,0,0.18
24042,ELDORDO,26048,MCCULLGH,99,Closed,Line,NO,-1.1,-1.6,2,0,0,0,0
24042,ELDORDO,26123,CRYSTAL,99,Closed,Line,NO,-1.7,0.3,1.7,0,0,0,0.04
24042,ELDORDO,26264,VIC KDUM,99,Closed,Line,NO,18.5,3.5,18.9,0,0,0.41,4.22
24047,ELSEG3 G,24048,ELSEG4 G,99,Closed,Line,NO,0,0,0,0,0,0,0
24047,ELSEG3 G,24092,MIRALOMA,99,Closed,Line,NO,-15.8,-3.9,16.3,0,0,-0.28,3.31
24047,ELSEG3 G,24123,REDON7 G,99,Closed,Line,NO,0.8,1.7,1.9,0,0,0,0.01
24047,ELSEG3 G,24124,REDON8 G,99,Closed,Line,NO,0.8,1.7,1.9,0,0,0,0.01
24047,ELSEG3 G,24138,SERRANO,99,Closed,Line,NO,-19.5,-6.2,20.5,0,0,-0.37,3.6
24047,ELSEG3 G,24156,VINCENT,99,Closed,Line,NO,-41.2,-8.5,42,0,0,-0.85,11.07
24047,ELSEG3 G,24161,ALAMT6 G,99,Closed,Line,NO,-0.6,0.9,1,0,0,0,0.02
24047,ELSEG3 G,26115,RINALDI2,99,Closed,Line,NO,-15.4,-6.1,16.6,0,0,-0.42,3.66
24047,ELSEG3 G,26263,RING2DUM,99,Closed,Line,NO,18.2,5.3,19,0,0,0.35,-2.83
24047,ELSEG3 G,29902,ELSEG7GT,99,Closed,Line,NO,-27.3,-8.7,28.6,0,0,-0.19,3.14
24047,ELSEG3 G,29904,ELSEG5GT,99,Closed,Line,NO,-27.3,-8.7,28.6,0,0,-0.19,3.14
24048,ELSEG4 G,24092,MIRALOMA,99,Closed,Line,NO,-14.4,-3.5,14.8,0,0,-0.25,3.01
24048,ELSEG4 G,24123,REDON7 G,99,Closed,Line,NO,0.7,1.5,1.7,0,0,0,0.01
24048,ELSEG4 G,24124,REDON8 G,99,Closed,Line,NO,0.7,1.5,1.7,0,0,0,0.01
24048,ELSEG4 G,24138,SERRANO,99,Closed,Line,NO,-17.7,-5.7,18.6,0,0,-0.34,3.27
24048,ELSEG4 G,24156,VINCENT,99,Closed,Line,NO,-37.4,-7.7,38.2,0,0,-0.77,10.07
24048,ELSEG4 G,24161,ALAMT6 G,99,Closed,Line,NO,-0.5,0.8,0.9,0,0,0,0.02
24048,ELSEG4 G,26115,RINALDI2,99,Closed,Line,NO,-14,-5.5,15.1,0,0,-0.38,3.33
24048,ELSEG4 G,26263,RING2DUM,99,Closed,Line,NO,16.6,4.8,17.3,0,0,0.32,-2.57
24048,ELSEG4 G,29902,ELSEG7GT,99,Closed,Line,NO,-24.8,-7.9,26,0,0,-0.17,2.85
24048,ELSEG4 G,29904,ELSEG5GT,99,Closed,Line,NO,-24.8,-7.9,26,0,0,-0.17,2.85
24052,MTNVIST3,24053,MTNVIST4,99,Closed,Line,NO,0.3,0,0.3,0,0,0,0
24052,MTNVIST3,24092,MIRALOMA,99,Closed,Line,NO,62.5,-7.9,63,0,0,-0.22,5.63
24052,MTNVIST3,24138,SERRANO,99,Closed,Line,NO,6.5,-0.3,6.5,0,0,-0.04,0.75
24052,MTNVIST3,24236,RANCHVST,99,Closed,Line,NO,76.8,-12.8,77.8,0,0,-0.35,6.48
24052,MTNVIST3,24801,DEVERS,99,Closed,Line,NO,-2.1,-2.3,3.1,0,0,0,0.09
24053,MTNVIST4,24092,MIRALOMA,99,Closed,Line,NO,62.3,-8.3,62.9,0,0,-0.22,5.49
24053,MTNVIST4,24138,SERRANO,99,Closed,Line,NO,6.5,-0.3,6.5,0,0,-0.04,0.74
24053,MTNVIST4,24236,RANCHVST,99,Closed,Line,NO,76.3,-13.3,77.5,0,0,-0.34,6.3
24053,MTNVIST4,24801,DEVERS,99,Closed,Line,NO,-2.4,-2.3,3.3,0,0,0,0.1
24060,MOEELD11,24078,MOEELD12,1,Closed,Line,NO,995,-62.6,997,2390,41.7,18.71,46.7
24066,HUNT1  G,24067,HUNT2  G,99,Closed,Line,NO,0,0,0,0,0,0,0
24066,HUNT1  G,24092,MIRALOMA,99,Closed,Line,NO,-5.7,-4,6.9,0,0,-0.07,0.66
24066,HUNT1  G,24129,S.ONOFR2,99,Closed,Line,NO,21.2,8.8,22.9,0,0,-0.56,4.18
24066,HUNT1  G,24130,S.ONOFR3,99,Closed,Line,NO,21,8.7,22.7,0,0,-0.56,4.14
24066,HUNT1  G,24138,SERRANO,99,Closed,Line,NO,-19.4,-19.5,27.5,0,0,-0.17,1.98
24066,HUNT1  G,24156,VINCENT,99,Closed,Line,NO,-6.3,-3.2,7,0,0,-0.12,1.07
24066,HUNT1  G,24161,ALAMT6 G,99,Closed,Line,NO,7,2.4,7.4,0,0,-0.05,0.76
24067,HUNT2  G,24092,MIRALOMA,99,Closed,Line,NO,-5.7,-4,6.9,0,0,-0.07,0.66
24067,HUNT2  G,24129,S.ONOFR2,99,Closed,Line,NO,21.2,8.8,22.9,0,0,-0.56,4.18
24067,HUNT2  G,24130,S.ONOFR3,99,Closed,Line,NO,21,8.7,22.7,0,0,-0.56,4.14
24067,HUNT2  G,24138,SERRANO,99,Closed,Line,NO,-19.4,-19.5,27.5,0,0,-0.17,1.98
24067,HUNT2  G,24156,VINCENT,99,Closed,Line,NO,-6.3,-3.2,7,0,0,-0.12,1.07
24067,HUNT2  G,24161,ALAMT6 G,99,Closed,Line,NO,7,2.4,7.4,0,0,-0.05,0.76
24086,LUGO,24092,MIRALOMA,2,Closed,Line,NO,929.8,183.1,947.6,3421,27.7,2.25,-9.63
24086,LUGO,24092,MIRALOMA,3,Closed,Line,NO,910.7,169.5,926.3,3421,27.1,2.69,-13.47
24096,ELDLUG12,24086,LUGO,1,Closed,Series Cap,NO,780.8,88.3,785.8,1645,48.6,0,-82.81
24086,LUGO,24109,LUGMOH11,1,Closed,Series Cap,NO,-523.1,-240.8,575.9,1386,41.5,0,-42.98
24086,LUGO,24156,VINCENT,1,Closed,Line,NO,63.5,-46.8,78.9,2598,3.5,0.02,-113.64
24086,LUGO,24156,VINCENT,2,Closed,Line,NO,63.2,-46.9,78.7,2598,3.5,0.02,-113.77
24086,LUGO,24236,RANCHVST,1,Closed,Line,NO,945.7,158.2,958.9,3421,28,2.46,-12.03
24086,LUGO,25102,MRCHNT23,99,Closed,Line,NO,-23.6,18.4,30,0,0,2.3,8.26
24086,LUGO,26048,MCCULLGH,99,Closed,Line,NO,-26.3,10.5,28.4,0,0,1.45,5.49
24086,LUGO,26105,VICTORVL,1,Closed,Line,NO,-1398.6,132.8,1404.9,2400,58.5,1.74,26.25
24086,LUGO,26263,RING2DUM,99,Closed,Line,NO,-6.2,2.5,6.6,0,0,-0.49,-0.57
24086,LUGO,29000,HIDEDST1,99,Closed,Line,NO,-63.5,6.6,63.8,0,0,0.02,4.95
24086,LUGO,29001,HIDEDCT3,99,Closed,Line,NO,-7.5,27.5,28.5,0,0,0.01,1.68
24086,LUGO,29002,HIDEDCT2,99,Closed,Line,NO,-7.5,27.5,28.5,0,0,0.01,1.68
24086,LUGO,29003,HIDEDCT1,99,Closed,Line,NO,-7.5,27.5,28.5,0,0,0.01,1.68
24089,MANDLY1G,24090,MANDLY2G,99,Closed,Line,NO,43.7,2,43.7,0,0,-0.41,5.14
24089,MANDLY1G,24107,ORMOND1G,99,Closed,Line,NO,-4.3,-0.1,4.3,0,0,0,0.09
24089,MANDLY1G,24108,ORMOND2G,99,Closed,Line,NO,15.3,3,15.6,0,0,-0.05,1.26
24089,MANDLY1G,24156,VINCENT,99,Closed,Line,NO,9,-11.2,14.3,0,0,-0.05,1.11
24089,MANDLY1G,26062,RINALDI,99,Closed,Line,NO,8.9,-5.9,10.6,0,0,-0.09,1.29
24089,MANDLY1G,26079,TOLUCA,99,Closed,Line,NO,10.4,-4.9,11.5,0,0,-0.1,1.71
24089,MANDLY1G,26115,RINALDI2,99,Closed,Line,NO,18.2,-11.4,21.4,0,0,-0.18,2.6
24089,MANDLY1G,26263,RING2DUM,99,Closed,Line,NO,-45.6,2.7,45.7,0,0,0.54,-7
24089,MANDLY1G,29400,ANTELOPE,99,Closed,Line,NO,5.1,-5.6,7.6,0,0,-0.03,0.59
24090,MANDLY2G,24107,ORMOND1G,99,Closed,Line,NO,-26.9,2.9,27,0,0,-0.15,3.75
24090,MANDLY2G,24108,ORMOND2G,99,Closed,Line,NO,-7.1,3.8,8,0,0,-0.01,0.33
24090,MANDLY2G,24156,VINCENT,99,Closed,Line,NO,-14.2,-9.9,17.3,0,0,-0.07,1.59
24090,MANDLY2G,26062,RINALDI,99,Closed,Line,NO,-2.2,-6.1,6.5,0,0,-0.03,0.47
24090,MANDLY2G,26079,TOLUCA,99,Closed,Line,NO,0.7,-5.3,5.3,0,0,-0.02,0.36
24090,MANDLY2G,26115,RINALDI2,99,Closed,Line,NO,-4,-11.8,12.5,0,0,-0.06,0.87
24090,MANDLY2G,26263,RING2DUM,99,Closed,Line,NO,-10.1,5.5,11.5,0,0,0.03,-0.43
24090,MANDLY2G,29400,ANTELOPE,99,Closed,Line,NO,-7,-5.1,8.7,0,0,-0.04,0.77
24092,MIRALOMA,24123,REDON7 G,99,Closed,Line,NO,29,14.6,32.4,0,0,-0.57,6.39
24092,MIRALOMA,24124,REDON8 G,99,Closed,Line,NO,29.2,14.7,32.7,0,0,-0.58,6.44
24092,MIRALOMA,24129,S.ONOFR2,99,Closed,Line,NO,98.7,55.1,113,0,0,-2.6,29.77
24092,MIRALOMA,24130,S.ONOFR3,99,Closed,Line,NO,97.8,54.6,112,0,0,-2.58,29.52
24092,MIRALOMA,24138,SERRANO,1,Open,Line,NO,0,0,0,3421,0,0,0
24092,MIRALOMA,24138,SERRANO,2,Closed,Line,NO,622.2,-18.8,622.5,2598,24,0.67,-29.4
24092,MIRALOMA,24138,SERRANO,99,Closed,Line,NO,38.3,4.2,38.6,0,0,-0.07,1.04
24092,MIRALOMA,24156,VINCENT,99,Closed,Line,NO,-25.1,-7.1,26.1,0,0,-0.09,1.51
24092,MIRALOMA,24161,ALAMT6 G,99,Closed,Line,NO,35.5,20.6,41.1,0,0,-0.54,7.71
24225,VINMIR12,24092,MIRALOMA,1,Open,Line,NO,0,0,0,3421,0,0,0
24092,MIRALOMA,24236,RANCHVST,99,Closed,Line,NO,-30.3,-13.5,33.2,0,0,-0.01,0.25
24092,MIRALOMA,24801,DEVERS,99,Closed,Line,NO,-109.3,4.5,109.4,0,0,0.17,11.55
24092,MIRALOMA,24921,MNTV-CT1,99,Closed,Line,NO,-49.6,10.3,50.7,0,0,-0.43,17.85
24092,MIRALOMA,24922,MNTV-CT2,99,Closed,Line,NO,-49.6,10.3,50.7,0,0,-0.43,17.85
24092,MIRALOMA,24923,MNTV-ST1,99,Closed,Line,NO,-59.9,12.7,61.2,0,0,-0.53,22.04
24092,MIRALOMA,24924,MNTV-CT3,99,Closed,Line,NO,-49.4,10.3,50.5,0,0,-0.43,17.82
24092,MIRALOMA,24925,MNTV-CT4,99,Closed,Line,NO,-49.4,10.3,50.5,0,0,-0.43,17.82
24092,MIRALOMA,24926,MNTV-ST2,99,Closed,Line,NO,-60.5,12.8,61.8,0,0,-0.53,22.16
25660,MIRA81X2,24092,MIRALOMA,1,Open,Line,NO,0,0,0,3421,0,0,0
24092,MIRALOMA,26062,RINALDI,99,Closed,Line,NO,-0.6,-2.5,2.6,0,0,-0.01,0.07
24092,MIRALOMA,26079,TOLUCA,99,Closed,Line,NO,2,-2,2.8,0,0,-0.01,0.1
24092,MIRALOMA,26115,RINALDI2,99,Closed,Line,NO,-0.9,-4.6,4.7,0,0,-0.01,0.13
24092,MIRALOMA,26263,RING2DUM,99,Closed,Line,NO,-13.5,-6.8,15.1,0,0,0.09,-0.76
24092,MIRALOMA,29902,ELSEG7GT,99,Closed,Line,NO,5.3,1.8,5.6,0,0,-0.04,0.5
24092,MIRALOMA,29904,ELSEG5GT,99,Closed,Line,NO,5.3,1.8,5.6,0,0,-0.04,0.5
24095,ELDLUG11,24096,ELDLUG12,1,Closed,Line,NO,790.5,-91.2,795.7,2598,30.6,9.68,-179.55
24117,LUGMOH12,24097,MOHAVE,1,Closed,Series Cap,NO,-527.5,107.8,538.4,2078,25.9,0,0.03
24107,ORMOND1G,24108,ORMOND2G,99,Closed,Line,NO,253.9,45.5,258,0,0,-0.92,26.6
24107,ORMOND1G,24156,VINCENT,99,Closed,Line,NO,24.7,-19.9,31.7,0,0,-0.12,2.95
24107,ORMOND1G,24319,EASTWOOD,99,Closed,Line,NO,-1,-0.1,1,0,0,0,0.02
24107,ORMOND1G,26062,RINALDI,99,Closed,Line,NO,38.6,-19.2,43.1,0,0,-0.45,6.01
24107,ORMOND1G,26067,SCATT3G,99,Closed,Line,NO,22.2,1.7,22.3,0,0,-0.35,5.39
24107,ORMOND1G,26079,TOLUCA,99,Closed,Line,NO,43,-15.8,45.8,0,0,-0.49,7.73
24107,ORMOND1G,26115,RINALDI2,99,Closed,Line,NO,78.7,-37,87,0,0,-0.91,12.19
24107,ORMOND1G,26150,VALLEY8G,99,Closed,Line,NO,10.9,1.3,11,0,0,-0.15,2.03
24107,ORMOND1G,26263,RING2DUM,99,Closed,Line,NO,-183.8,2.8,183.8,0,0,2.68,-32.2
24107,ORMOND1G,26264,VIC KDUM,99,Closed,Line,NO,3.7,-0.6,3.8,0,0,-0.01,0.34
24107,ORMOND1G,29400,ANTELOPE,99,Closed,Line,NO,26,-18.7,32.1,0,0,-0.19,3.02
24108,ORMOND2G,24156,VINCENT,99,Closed,Line,NO,-12.6,-25.2,28.2,0,0,-0.1,2.35
24108,ORMOND2G,24319,EASTWOOD,99,Closed,Line,NO,-6.4,-0.5,6.5,0,0,-0.05,0.79
24108,ORMOND2G,26062,RINALDI,99,Closed,Line,NO,4.8,-26.6,27.1,0,0,-0.18,2.4
24108,ORMOND2G,26067,SCATT3G,99,Closed,Line,NO,12.8,-1.6,12.9,0,0,-0.12,1.83
24108,ORMOND2G,26079,TOLUCA,99,Closed,Line,NO,13.3,-23,26.5,0,0,-0.17,2.62
24108,ORMOND2G,26115,RINALDI2,99,Closed,Line,NO,11,-52.2,53.3,0,0,-0.35,4.63
24108,ORMOND2G,26150,VALLEY8G,99,Closed,Line,NO,4.9,-0.6,4.9,0,0,-0.03,0.42
24108,ORMOND2G,26263,RING2DUM,99,Closed,Line,NO,-75.3,34.8,83,0,0,0.55,-6.63
24108,ORMOND2G,26264,VIC KDUM,99,Closed,Line,NO,-0.7,-1.3,1.5,0,0,0,0.05
24108,ORMOND2G,29400,ANTELOPE,99,Closed,Line,NO,-11,-24.9,27.2,0,0,-0.14,2.19
24109,LUGMOH11,24117,LUGMOH12,1,Closed,Line,NO,-523.1,-197.8,559.2,2598,21.5,4.35,-305.59
24123,REDON7 G,24124,REDON8 G,99,Closed,Line,NO,0,0,0,0,0,0,0
24123,REDON7 G,24138,SERRANO,99,Closed,Line,NO,-34.5,-12.3,36.6,0,0,-0.74,6.65
24123,REDON7 G,24156,VINCENT,99,Closed,Line,NO,-74.5,-17.3,76.5,0,0,-1.73,20.6
24123,REDON7 G,24161,ALAMT6 G,99,Closed,Line,NO,-1.2,1,1.6,0,0,0,0.03
24123,REDON7 G,24236,RANCHVST,99,Closed,Line,NO,-8.4,-2.2,8.7,0,0,-0.15,1.88
24123,REDON7 G,26062,RINALDI,99,Closed,Line,NO,-13.4,-5.8,14.6,0,0,-0.42,3.34
24123,REDON7 G,26079,TOLUCA,99,Closed,Line,NO,-9.9,-5.2,11.2,0,0,-0.26,2.23
24123,REDON7 G,26115,RINALDI2,99,Closed,Line,NO,-26.6,-11.4,28.9,0,0,-0.82,6.54
24123,REDON7 G,26263,RING2DUM,99,Closed,Line,NO,31.5,10.6,33.3,0,0,0.69,-5.12
24123,REDON7 G,29902,ELSEG7GT,99,Closed,Line,NO,-20,-7.3,21.3,0,0,-0.15,2.45
24123,REDON7 G,29904,ELSEG5GT,99,Closed,Line,NO,-20,-7.3,21.3,0,0,-0.15,2.45
24124,REDON8 G,24138,SERRANO,99,Closed,Line,NO,-34.7,-12.4,36.9,0,0,-0.75,6.69
24124,REDON8 G,24156,VINCENT,99,Closed,Line,NO,-75.1,-17.4,77.1,0,0,-1.74,20.74
24124,REDON8 G,24161,ALAMT6 G,99,Closed,Line,NO,-1.2,1,1.6,0,0,0,0.03
24124,REDON8 G,24236,RANCHVST,99,Closed,Line,NO,-8.4,-2.3,8.7,0,0,-0.15,1.89
24124,REDON8 G,26062,RINALDI,99,Closed,Line,NO,-13.5,-5.8,14.7,0,0,-0.42,3.36
24124,REDON8 G,26079,TOLUCA,99,Closed,Line,NO,-10,-5.2,11.2,0,0,-0.26,2.25
24124,REDON8 G,26115,RINALDI2,99,Closed,Line,NO,-26.7,-11.4,29.1,0,0,-0.83,6.58
24124,REDON8 G,26263,RING2DUM,99,Closed,Line,NO,31.7,10.7,33.5,0,0,0.69,-5.16
24124,REDON8 G,29902,ELSEG7GT,99,Closed,Line,NO,-20.2,-7.3,21.4,0,0,-0.15,2.47
24124,REDON8 G,29904,ELSEG5GT,99,Closed,Line,NO,-20.2,-7.3,21.4,0,0,-0.15,2.47
24129,S.ONOFR2,24130,S.ONOFR3,99,Closed,Line,NO,0,0,0,0,0,0,0
24129,S.ONOFR2,24138,SERRANO,99,Closed,Line,NO,-177.4,-50.8,184.5,0,0,-3.84,47.71
24129,S.ONOFR2,24156,VINCENT,99,Closed,Line,NO,-18.8,-4.8,19.4,0,0,-0.88,6.7
24129,S.ONOFR2,24161,ALAMT6 G,99,Closed,Line,NO,-6.4,-1.1,6.5,0,0,-0.05,0.53
24129,S.ONOFR2,24236,RANCHVST,99,Closed,Line,NO,-25.3,-5.8,25.9,0,0,-0.54,7.61
24129,S.ONOFR2,26263,RING2DUM,99,Closed,Line,NO,9,3.3,9.6,0,0,0.4,-2.19
24130,S.ONOFR3,24138,SERRANO,99,Closed,Line,NO,-175.9,-50.4,183,0,0,-3.81,47.31
24130,S.ONOFR3,24156,VINCENT,99,Closed,Line,NO,-18.7,-4.8,19.3,0,0,-0.87,6.64
24130,S.ONOFR3,24161,ALAMT6 G,99,Closed,Line,NO,-6.3,-1.1,6.4,0,0,-0.05,0.53
24130,S.ONOFR3,24236,RANCHVST,99,Closed,Line,NO,-25,-5.8,25.7,0,0,-0.54,7.55
24130,S.ONOFR3,26263,RING2DUM,99,Closed,Line,NO,9,3.3,9.6,0,0,0.39,-2.17
24138,SERRANO,24151,VALLEYSC,1,Closed,Line,NO,-763.7,-54.9,765.7,2598,29.5,2.07,-44.64
24138,SERRANO,24156,VINCENT,99,Closed,Line,NO,-33.3,-8,34.3,0,0,-0.29,2.89
24138,SERRANO,24161,ALAMT6 G,99,Closed,Line,NO,84.2,52,99,0,0,-0.99,16.21
24236,RANCHVST,24138,SERRANO,1,Open,Line,NO,0,0,0,3421,0,0,0
24138,SERRANO,24236,RANCHVST,99,Closed,Line,NO,-11.9,-1.7,12,0,0,-0.02,0.41
24138,SERRANO,24801,DEVERS,99,Closed,Line,NO,-11.8,0.5,11.8,0,0,0,1.57
24845,ALBERHIL,24138,SERRANO,1,Open,Line,NO,0,0,0,3421,0,0,0
25660,MIRA81X2,24138,SERRANO,1,Closed,Line,NO,576.3,34.2,577.3,3421,16.9,0.58,-23.14
24138,SERRANO,26062,RINALDI,99,Closed,Line,NO,-3,-3,4.2,0,0,-0.03,0.2
24138,SERRANO,26079,TOLUCA,99,Closed,Line,NO,-0.1,-2.4,2.4,0,0,-0.01,0.07
24138,SERRANO,26115,RINALDI2,99,Closed,Line,NO,-5.7,-5.6,8,0,0,-0.05,0.35
