Branch,,,,,,,,,,,,,,
From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Mvar From ,MVA From ,Lim MVA,% of MVA Limit (Max),MW Loss,Mvar Loss
42324,HORHRT11,40963,HRTAP MS,1,Closed,Line,NO,-91,-26.9,94.9,568,16.7,0,-0.08
40964,ECHSCH11,40966,ECHSCH12,1,Closed,Line,NO,-1635.1,250.2,1654.1,2728,60.6,7.25,109.82
40966,ECHSCH12,40970,ECHSCH13,1,Closed,Line,NO,-1642.3,140.4,1648.3,2728,60.5,6.84,103.97
40971,SHELTON,42802,ST CLAIR,99,Closed,Line,NO,-9.3,-2,9.5,0,0,0.07,0.73
40971,SHELTON,42900,S.BREM,99,Closed,Line,NO,10.4,2.7,10.7,0,0,-0.04,0.97
42903,S.BSHE11,40971,SHELTON,1,Closed,Line,NO,-193.5,-3.9,193.5,498,39.4,2.18,8.48
40972,RAVSCH11,40974,RAVSCH12,1,Closed,Line,NO,-1768,141.6,1773.7,2272.7,78.1,7.64,132.55
40973,SICKLER,47031,DOUGLAS,1,Closed,Transformer,YES,-200.9,-1.5,200.9,1278,15.8,0.55,5.99
40975,SIFT TP1,40981,SIFTON 1,1,Closed,Line,NO,174.5,46.5,180.6,565.7,31.9,0.06,0.18
40977,SIFT TP2,40983,SIFTON 2,1,Closed,Line,NO,179.6,50.1,186.5,565.7,33,0.06,0.21
40981,SIFTON 1,40983,SIFTON 2,99,Closed,Line,NO,-0.4,-0.8,0.9,0,0,0,0
40981,SIFTON 1,41021,ST JOHNS,99,Closed,Line,NO,1.7,-0.8,1.8,0,0,0,0.06
40981,SIFTON 1,44001,BON 0102,99,Closed,Line,NO,-8.5,0.5,8.5,0,0,0.02,1.01
40981,SIFTON 1,44005,BON 0910,99,Closed,Line,NO,-9.6,1,9.6,0,0,0.03,1.3
40981,SIFTON 1,45303,TROUTPP2,99,Closed,Line,NO,12.5,-7.4,14.5,0,0,0,0.59
40981,SIFTON 1,47216,RVR RD C,99,Closed,Line,NO,-5.7,1.5,5.9,0,0,-0.01,0.4
40983,SIFTON 2,41021,ST JOHNS,99,Closed,Line,NO,1.7,-0.7,1.9,0,0,0,0.06
40983,SIFTON 2,44001,BON 0102,99,Closed,Line,NO,-8.6,0.6,8.6,0,0,0.02,1.02
40983,SIFTON 2,44005,BON 0910,99,Closed,Line,NO,-9.8,1.1,9.8,0,0,0.03,1.32
40983,SIFTON 2,45303,TROUTPP2,99,Closed,Line,NO,13,-7.2,14.8,0,0,0,0.61
40983,SIFTON 2,47216,RVR RD C,99,Closed,Line,NO,-5.8,1.6,6,0,0,-0.01,0.41
40989,SLATT,40986,SLATT,1,Closed,Transformer,YES,0.4,-53.5,53.5,1251.6,4.4,0.36,1.35
40986,SLATT,47849,SHPD FLT,1,Closed,Line,NO,0,-27.4,27.4,1195.1,2.3,0,-2.03
40986,SLATT,47849,SHPD FLT,2,Closed,Line,NO,0,-27.4,27.4,1195.1,2.3,0,-2.03
46625,MAYFIELD,40987,SILVR CK,1,Closed,Line,NO,214.9,8.6,215.1,426.3,50.5,0.12,0.4
40987,SILVR CK,47047,GLENOMA,99,Closed,Line,NO,0.7,1.8,1.9,0,0,0.01,0.02
40996,BUCSLA11,40989,SLATT,1,Closed,Series Cap,NO,-1469.7,85.4,1472.2,3144.9,47,0,-59.21
43049,BOARD F,40989,SLATT,1,Closed,Line,NO,580.6,-158,601.7,2169,27.7,0.61,-29.36
43123,COYOTE,40989,SLATT,1,Closed,Line,NO,976.8,-57,978.5,3031.1,32.3,2.76,-4.86
40997,CHISNO31,40993,SNOHOMS3,3,Closed,Line,NO,425.1,-16,425.4,758.9,56.1,6.13,32.55
41329,SNOH S3,40993,SNOHOMS3,1,Closed,Transformer,YES,-418.6,65.3,423.6,739,57.3,0.42,16.78
40998,CHISNO41,40994,SNOHOMS4,4,Closed,Line,NO,425.5,-14.5,425.8,627.4,67.9,6.15,32.73
41328,SNOH S2,40994,SNOHOMS4,1,Closed,Transformer,YES,-419,65.7,424.1,713,59.5,0.41,18.46
41001,SNOK TAP,41007,SNOKING,1,Closed,Line,NO,656.8,67.4,660.2,1610.8,41.1,0.57,-18.45
41004,SNOK S1,41006,SNOK S2,99,Closed,Line,NO,-0.7,0.2,0.8,0,0,0,0
41004,SNOK S1,41006,SNOK S2,BS,Closed,Line,NO,-252.4,74.8,263.2,796.7,33,0,0.2
41004,SNOK S1,41008,SNOK S3,99,Closed,Line,NO,-0.1,0.5,0.5,0,0,0,0
41016,MAPSNO22,41004,SNOK S1,2,Closed,Line,NO,22.3,19.8,29.8,498,6,0,-0.16
41004,SNOK S1,41328,SNOH S2,99,Closed,Line,NO,-1.5,0.7,1.6,0,0,0,0.02
41004,SNOK S1,41329,SNOH S3,99,Closed,Line,NO,-1.5,0.6,1.6,0,0,0,0.02
41004,SNOK S1,41330,SNOH S4,99,Closed,Line,NO,-1.4,0.5,1.5,0,0,0,0.01
46404,BOTSNO11,41004,SNOK S1,1,Closed,Line,NO,-105.1,-79.8,131.9,498,26.5,0.02,-0.02
41005,MAPSNO21,41016,MAPSNO22,2,Closed,Line,NO,22.3,12.6,25.6,427,7,0.04,-7.19
41007,SNOKING,41006,SNOK S2,1,Closed,Transformer,YES,656.2,85.8,661.8,1360,48.7,0.58,41.84
41006,SNOK S2,41008,SNOK S3,99,Closed,Line,NO,0.6,0.3,0.7,0,0,0,0
41006,SNOK S2,41008,SNOK S3,BS,Closed,Line,NO,235.6,92.7,253.1,796.7,31.8,0,0.18
41006,SNOK S2,41328,SNOH S2,99,Closed,Line,NO,-1.3,0.6,1.5,0,0,0,0.01
41006,SNOK S2,41329,SNOH S3,99,Closed,Line,NO,-1.3,0.6,1.4,0,0,0,0.01
41006,SNOK S2,41330,SNOH S4,99,Closed,Line,NO,-1.2,0.4,1.3,0,0,0,0.01
41022,MAPSNO12,41008,SNOK S3,1,Closed,Line,NO,33.5,5.9,34,426.3,8,0,-0.14
41008,SNOK S3,41328,SNOH S2,99,Closed,Line,NO,-1.3,0.6,1.5,0,0,0,0.01
41008,SNOK S3,41329,SNOH S3,99,Closed,Line,NO,-1.3,0.5,1.4,0,0,0,0.01
41008,SNOK S3,41330,SNOH S4,99,Closed,Line,NO,-1.2,0.4,1.3,0,0,0,0.01
46405,BOTSNO21,41008,SNOK S3,2,Closed,Line,NO,-112.8,-75.1,135.5,498,27.2,0.02,-0.03
41020,MAPSNO11,41022,MAPSNO12,1,Closed,Line,NO,33.5,-1.2,33.6,427,8,0.06,-7.06
41021,ST JOHNS,43459,RIVRGATE,99,Closed,Line,NO,1.5,1.3,2,0,0,0,0.02
41021,ST JOHNS,45127,HARRISON,99,Closed,Line,NO,20.9,2.8,21.1,0,0,-0.16,2.9
41021,ST JOHNS,45303,TROUTPP2,99,Closed,Line,NO,0.6,-0.8,1,0,0,0,0.01
41021,ST JOHNS,47216,RVR RD C,99,Closed,Line,NO,-20.8,6.9,21.9,0,0,-0.08,2.15
41046,MALSUM12,41043,SUMMER L,1,Closed,Line,NO,-805.5,125.4,815.2,3117.7,26.2,0.65,-13.18
41056,PONSUM14,41043,SUMMER L,1,Closed,Line,NO,520.8,-62.4,524.6,3533.4,14.8,0.43,-31.78
45030,BURSUM11,41043,SUMMER L,1,Closed,Line,NO,287.3,-348.8,451.9,3117.7,14.5,1.48,-240.85
41044,MALSUM11,41046,MALSUM12,1,Closed,Series Cap,NO,-805.5,78.9,809.4,2010.6,40.5,0,-46.52
41048,PONSUM11,41052,PONSUM12,1,Closed,Series Cap,NO,521.7,-127.9,537.2,2078.5,25.8,0,0.02
41049,TACOMA N,41050,TACOMA S,1,Closed,Line,NO,451.6,15.3,451.9,1195.1,37.8,0,0.02
41049,TACOMA N,41050,TACOMA S,99,Closed,Line,NO,0,0,0,0,0,0,0
41051,TACOMA,41049,TACOMA N,1,Closed,Transformer,YES,914.7,39.2,915.5,1340,68.3,1.46,68.76
41049,TACOMA N,42500,TALBOT N,99,Closed,Line,NO,0.3,0.1,0.3,0,0,0,0
41049,TACOMA N,42501,TALBOT S,99,Closed,Line,NO,0.4,-0.1,0.5,0,0,0,0
41049,TACOMA N,42503,OBRIEN,99,Closed,Line,NO,3.3,1.3,3.6,0,0,0,0.08
41049,TACOMA N,42700,WHITE RV,99,Closed,Line,NO,1.6,-0.1,1.6,0,0,0,0.01
41049,TACOMA N,46606,SIMP_GEN,99,Closed,Line,NO,2.4,4.5,5.1,0,0,-0.01,0.14
41049,TACOMA N,46609,COWLITZ,99,Closed,Line,NO,2.3,0.6,2.4,0,0,0,0.03
41049,TACOMA N,46633,CANYONTA,99,Closed,Line,NO,1.1,0.9,1.4,0,0,0,0.04
41049,TACOMA N,46645,SOUTHWST,1,Closed,Line,NO,304.4,121,327.6,477.2,68.6,0.99,6.46
41049,TACOMA N,46645,SOUTHWST,99,Closed,Line,NO,11.4,6.8,13.3,0,0,-0.04,0.49
41050,TACOMA S,42500,TALBOT N,99,Closed,Line,NO,0.3,0.1,0.3,0,0,0,0
41050,TACOMA S,42501,TALBOT S,99,Closed,Line,NO,0.4,-0.1,0.5,0,0,0,0
41050,TACOMA S,42503,OBRIEN,99,Closed,Line,NO,3.3,1.3,3.6,0,0,0,0.08
42505,CHRISTOP,41050,TACOMA S,2,Closed,Line,NO,-57.2,3.4,57.3,569.7,10.1,0.02,-3.9
41050,TACOMA S,42700,WHITE RV,99,Closed,Line,NO,1.5,-0.1,1.5,0,0,0,0.01
41050,TACOMA S,46606,SIMP_GEN,99,Closed,Line,NO,2.4,4.5,5.1,0,0,-0.01,0.14
41050,TACOMA S,46609,COWLITZ,1,Closed,Line,NO,238.5,26.4,239.9,477.2,50.3,0.26,0.33
41050,TACOMA S,46609,COWLITZ,99,Closed,Line,NO,2.3,0.6,2.4,0,0,0,0.03
41050,TACOMA S,46633,CANYONTA,99,Closed,Line,NO,1.1,0.9,1.4,0,0,0,0.04
41050,TACOMA S,46645,SOUTHWST,99,Closed,Line,NO,11.3,6.8,13.2,0,0,-0.04,0.49
41060,RAVTAC12,41051,TACOMA,1,Closed,Line,NO,916,26.4,916.3,2831.9,32.4,1.28,-12.83
41052,PONSUM12,41054,PONSUM13,1,Closed,Line,NO,521.7,-128,537.2,3533.4,15.2,0.9,-65.57
46609,COWLITZ,41053,S TACOMA SS,1,Closed,Line,NO,-48.8,-14.7,51,422.3,12.1,0.04,-1.66
47748,CENTR SS,41053,S TACOMA SS,1,Closed,Line,NO,-4.8,-17.6,18.3,426.3,4.3,0.01,-10.19
41054,PONSUM13,41056,PONSUM14,1,Closed,Series Cap,NO,520.8,-62.4,524.6,2078.5,25.2,0,0.02
41055,S TACOMA,42703,S TWHI11,1,Closed,Line,NO,-56.8,-67,87.8,426.3,20.6,0.25,-2.48
41055,S TACOMA,42812,S TST 11,1,Closed,Line,NO,86.2,-40.3,95.2,557.7,17.1,0.33,-4.61
41055,S TACOMA,46633,CANYONTA,1,Closed,Line,NO,125.3,32.4,129.5,481.2,26.9,0.01,-0.06
46642,S_TAC-SW,41055,S TACOMA,2,Closed,Line,NO,-94.3,7.4,94.6,426.3,22.2,0.13,-1.04
47578,FREDST,41055,S TACOMA,1,Closed,Line,NO,249.2,-83.1,262.7,1374.4,19.1,0,0.2
41062,BELTAF11,41057,TAFT,1,Closed,Line,NO,-627.4,88.2,633.6,2831.9,23,1.96,-78
41066,DWOTAF12,41057,TAFT,1,Closed,Line,NO,-504.8,-65.5,509,2243,22.7,1.29,-60.24
41070,GARTAF12,41057,TAFT,1,Closed,Line,NO,542.4,-105.4,552.6,2779.9,19.9,1.6,-139.77
41074,GARTAF22,41057,TAFT,2,Closed,Line,NO,542.4,-105.4,552.6,3845.2,14.4,1.6,-139.77
41058,RAVTAC11,41060,RAVTAC12,1,Closed,Line,NO,916.3,-8.8,916.3,7066.8,13,0.35,-35.18
41061,TAHKNICH,41141,WENDSON,1,Closed,Line,NO,-51.3,18.5,54.6,262.9,21.5,0.14,-4.89
41061,TAHKNICH,41141,WENDSON,99,Closed,Line,NO,-6,2.7,6.6,0,0,0.02,0.11
41064,DWOTAF11,41066,DWOTAF12,1,Closed,Line,NO,-503.5,-130.7,520.2,3031.1,17.2,1.27,-65.16
41068,GARTAF11,41070,GARTAF12,1,Closed,Line,NO,544.2,-235.2,592.9,4260.8,13.9,1.81,-129.75
41072,GARTAF21,41074,GARTAF22,2,Closed,Line,NO,544.2,-235.2,592.9,4260.8,13.9,1.81,-129.75
47815,JONTMB11,41079,TMBLCR T,1,Closed,Line,NO,146,-4.3,146.1,478,30.6,2.25,-1.6
41083,TOLEDO,41141,WENDSON,1,Closed,Line,NO,-34.5,-4.6,34.8,195.2,18.3,0.14,-13.17
41083,TOLEDO,41165,WREN,1,Closed,Line,NO,-152,18.1,153.1,426.3,36.2,1.4,1.41
48289,NOXONCON,41091,TROUT CR,1,Closed,Line,NO,67.5,4.3,67.6,569.7,11.9,0.07,-2.52
41092,TROUTD E,41094,TROUTD W,BS,Closed,Line,NO,201.5,-105.6,227.5,796.7,28.6,0,0.14
41092,TROUTD E,45301,TROUTPP1,1,Closed,Line,NO,335.5,3,335.5,629,53.3,0.04,0.26
41095,TROUTDAL,41094,TROUTD W,1,Closed,Transformer,YES,473.8,48.7,476.3,1321,36.1,0.4,19.57
43685,BLUELAKE,41094,TROUTD W,1,Closed,Line,NO,-251,-33.7,253.3,517,49,0.1,0.68
41094,TROUTD W,45303,TROUTPP2,1,Closed,Line,NO,423.8,30.1,424.9,629,67.6,0.05,0.28
41097,TROY,41240,MOYIE TX,99,Closed,Line,NO,33.7,-18.2,38.3,0,0,1.34,2.54
41111,VANTAGEN,41112,VANTAGES,BS,Closed,Line,NO,168,-6.7,168.1,796.7,21.1,0,0.08
41113,VANTAGE,41111,VANTAGEN,2,Closed,Transformer,YES,-155.3,37.9,159.8,1085,14.7,0.33,3.41
41111,VANTAGEN,46169,WANAPUM,1,Closed,Line,NO,9,71.1,71.7,796.7,9,0,0.01
41111,VANTAGEN,46312,WANAPH2,1,Closed,Line,NO,-332.6,-30,334,556,60.1,0.12,1.4
41113,VANTAGE,41112,VANTAGES,1,Closed,Transformer,YES,-148.5,39.3,153.6,1023,15,0.39,4.89
41347,MIDWAYB2,41112,VANTAGES,1,Closed,Line,NO,-108.3,-16.5,109.6,605.5,18.1,0.31,-2.25
41112,VANTAGES,46313,WANAPH3,1,Closed,Line,NO,-95,-8.6,95.4,437,21.8,0.01,-0.4
41135,WARNER,45047,CHILQUIN,99,Closed,Line,NO,-6.8,1.3,6.9,0,0,0.07,0.43
41401,ROCK CK,41138,WAUTOMA,1,Closed,Line,NO,-654.7,6.6,654.7,2831.9,23.4,2.93,-78.44
41450,KNIGHT,41138,WAUTOMA,1,Closed,Line,NO,-926.9,115.4,934,3031.1,31.1,6.52,-24.3
41156,CASCAS11,41155,CASCADSTL,1,Closed,Line,NO,27.3,7.9,28.4,474.1,6.1,0,-1.1
41161,WOODLAND,45543,SWIFT 2,1,Closed,Line,NO,-104.8,-36.9,111.1,341,32.6,0.54,-3.47
41240,MOYIE TX,41298,SMITHFLS,99,Closed,Line,NO,2,1.4,2.4,0,0,0.01,0.04
41240,MOYIE TX,48059,CAB GORG,99,Closed,Line,NO,-15.9,1,15.9,0,0,0.58,1.99
48463,WEST,41275,WESTBPA1,1,Closed,Line,NO,-121.4,26.1,124.1,397.2,31.3,0.05,-0.21
41357,COULEES2,41276,WESTBPA2,1,Closed,Line,NO,40.5,-11.4,42.1,565.7,7.4,0.18,-21.6
48463,WEST,41276,WESTBPA2,1,Closed,Line,NO,-40.4,-10.7,41.8,397.2,10.5,0.01,-0.58
41348,MIDWAYB3,41291,WINECTRY,1,Closed,Line,NO,196.2,-20.6,197.3,568.8,34.7,1.46,6.44
41291,WINECTRY,45229,OUTLOOK,99,Closed,Line,NO,-6.1,4,7.3,0,0,0.01,0.1
41291,WINECTRY,45317,UNIONGAP,99,Closed,Line,NO,3.8,2.7,4.7,0,0,0.04,0.19
41304,COUGAR T,46210,CARMEN,99,Closed,Line,NO,-9.4,-0.7,9.4,0,0,0.01,0.69
41306,LOST CRK,44998,DRJOHNSN,99,Closed,Line,NO,1.9,-3.8,4.3,0,0,0.18,0.38
41306,LOST CRK,45183,LONEPINE,99,Closed,Line,NO,1.1,-12.3,12.4,0,0,0.08,0.93
41311,CELILO1,41312,CELILO2,BS,Closed,Line,NO,0,0,0,3464.1,0,0,0
41313,CELILO3,41314,CELILO4,BS,Closed,Line,NO,-143.5,-101.1,175.5,1593.5,11,0,0.09
41344,BIGCEL31,41313,CELILO3,3,Closed,Line,NO,738.3,-29.6,738.9,1394.3,53,0.3,6.04
41350,BIGCEL41,41314,CELILO4,4,Closed,Line,NO,1025.6,177.7,1040.9,1394.3,74.7,0.6,10.69
41327,SNOH S1,41328,SNOH S2,BS,Closed,Line,NO,-139.7,-35.1,144,796.7,18.1,0,0.06
46406,BOTSNO21,41327,SNOH S1,2,Closed,Line,NO,-126.2,13.5,126.9,426.3,29.8,0.06,-0.1
46465,NORSNO11,41327,SNOH S1,1,Closed,Line,NO,126.5,-6.6,126.6,426.3,29.7,0.06,-0.1
41328,SNOH S2,41329,SNOH S3,99,Closed,Line,NO,0.1,-0.3,0.3,0,0,0,0
41328,SNOH S2,41329,SNOH S3,BS,Closed,Line,NO,53.9,-112.3,124.6,796.7,15.6,0,0.04
41328,SNOH S2,41330,SNOH S4,99,Closed,Line,NO,0.5,-0.7,0.9,0,0,0,0
41328,SNOH S2,45687,JACKSN1,99,Closed,Line,NO,0.3,1.8,1.9,0,0,0,0.05
41328,SNOH S2,45689,JACKSN2,99,Closed,Line,NO,0.3,1.8,1.9,0,0,0,0.05
41328,SNOH S2,45690,JACKSN34,99,Closed,Line,NO,2.4,1.8,3.1,0,0,0,0.13
41329,SNOH S3,41330,SNOH S4,99,Closed,Line,NO,0.3,-0.5,0.6,0,0,0,0
41329,SNOH S3,41330,SNOH S4,BS,Closed,Line,NO,120.6,-180.6,217.2,796.7,27.3,0,0.13
41329,SNOH S3,45687,JACKSN1,99,Closed,Line,NO,0.3,1.9,1.9,0,0,0,0.05
41329,SNOH S3,45689,JACKSN2,99,Closed,Line,NO,0.3,1.9,1.9,0,0,0,0.05
41329,SNOH S3,45690,JACKSN34,99,Closed,Line,NO,2.4,1.9,3.1,0,0,0,0.13
46403,BOTHELL,41329,SNOH S3,1,Closed,Line,NO,-126.3,8.9,126.6,426.3,29.8,0.28,-0.54
41330,SNOH S4,45687,JACKSN1,99,Closed,Line,NO,0.2,1.9,1.9,0,0,0,0.05
41330,SNOH S4,45689,JACKSN2,99,Closed,Line,NO,0.2,1.9,1.9,0,0,0,0.05
41330,SNOH S4,45690,JACKSN34,99,Closed,Line,NO,2.3,1.9,3,0,0,0,0.13
41341,BIGEDDY1,41342,BIGEDDY2,BS,Closed,Line,NO,-109.7,-159.1,193.3,1195.1,16.2,0,0.1
41341,BIGEDDY1,41344,BIGCEL31,3,Closed,Line,NO,738.4,-10,738.5,1593.5,46.4,0.06,19.56
41341,BIGEDDY1,44041,TDA 0102,99,Closed,Line,NO,-65.9,45.6,80.2,0,0,0.2,12.56
41341,BIGEDDY1,44042,TDA 0304,99,Closed,Line,NO,-70,48.4,85.1,0,0,0.18,13.3
41341,BIGEDDY1,44052,TDA F1F2,99,Closed,Line,NO,-22.9,30.5,38.1,0,0,-0.04,3.02
41341,BIGEDDY1,44057,TDA PH3,3,Closed,Line,NO,-148.7,-47.9,156.2,302.7,51.6,0.02,0.05
41341,BIGEDDY1,47329,EECLOUSE,99,Closed,Line,NO,-5.4,2.2,5.8,0,0,0.19,0.74
41342,BIGEDDY2,41343,BIGEDDY3,1,Closed,Line,NO,-133.5,-112.4,174.5,1195.1,14.7,0,2.66
41342,BIGEDDY2,41345,BIGCHE11,1,Closed,Line,NO,166,-24.2,167.7,346.6,48.4,1.55,3.01
41342,BIGEDDY2,44058,TDA PH4,4,Closed,Line,NO,-230.7,-17.7,231.4,697.1,33.2,0.05,0.43
41343,BIGEDDY3,41350,BIGCEL41,4,Closed,Line,NO,1025.8,216.3,1048.3,1593.5,65.8,0.12,38.62
41343,BIGEDDY3,43317,BIGMCL11,1,Closed,Line,NO,259.1,8.9,259.2,505.9,51.2,1.62,14.47
41343,BIGEDDY3,44059,TDA PH5,5,Closed,Line,NO,-325.3,-59.4,330.7,697.1,47.5,0.11,1.13
41343,BIGEDDY3,44060,TDA PH6,6,Closed,Line,NO,-512.9,-92.3,521.1,808.7,64.5,0.22,3.28
41345,BIGCHE11,41349,BIGCHE12,1,Closed,Line,NO,164.4,-27.2,166.7,418.3,39.8,2.04,3.31
41346,MIDWAYB1,41347,MIDWAYB2,BS,Closed,Line,NO,-1.7,15.5,15.6,796.7,2,0,0
41346,MIDWAYB1,45229,OUTLOOK,1,Closed,Line,NO,181.6,-10.6,182,426.3,42.7,1.68,4.45
41346,MIDWAYB1,46165,PRIESTRT,1,Closed,Line,NO,-306,-0.5,306,478,64,0.18,1.2
41347,MIDWAYB2,41348,MIDWAYB3,BS,Closed,Line,NO,105.3,-39.7,112.6,796.7,14.1,0,0.04
41347,MIDWAYB2,45245,POMONA H,99,Closed,Line,NO,4.2,0.5,4.2,0,0,0.08,0.4
41347,MIDWAYB2,45317,UNIONGAP,99,Closed,Line,NO,12.2,3.2,12.6,0,0,0.09,1.31
41347,MIDWAYB2,46113,PRIEST T,1,Closed,Line,NO,-205.5,45.7,210.5,478,44,0.42,2.09
41348,MIDWAYB3,45317,UNIONGAP,1,Closed,Line,NO,188.6,29,190.8,372,51.3,2.8,7.82
41348,MIDWAYB3,46066,PRIESTR1,2,Closed,Line,NO,-262.4,-40.9,265.5,478,55.9,0.73,4.77
41348,MIDWAYB3,46156,ROCKYFD,1,Closed,Line,NO,-66.4,15.7,68.3,346.6,20.7,0.34,-10.79
41351,MCNRY S1,41352,MCNRY S2,BS,Closed,Line,NO,118.6,67.6,136.5,796.7,17.1,0,0.05
41351,MCNRY S1,44122,MCN PH1,1,Closed,Line,NO,-142.9,-12,143.4,426.3,33.6,0.05,-0.01
41351,MCNRY S1,44123,MCN PH2,2,Closed,Line,NO,-142.9,-12,143.4,426.3,33.6,0.05,-0.01
45051,COLD SPR,41351,MCNRY S1,1,Closed,Line,NO,-106.2,-21.1,108.3,478,22.7,0.1,-1.07
45137,HERMISTN,41351,MCNRY S1,1,Closed,Line,NO,468.6,-17,468.9,517.9,90.5,3.3,32.94
41352,MCNRY S2,41353,MCNRY S3,BS,Closed,Line,NO,249.8,188.1,312.7,796.7,39.2,0,0.27
41352,MCNRY S2,44125,MCN PH34,34,Closed,Line,NO,-285.7,-89.2,299.3,569.6,52.6,0.02,0.24
41353,MCNRY S3,44127,MCN PH5,5,Closed,Line,NO,-142.7,-44.4,149.4,525.8,28.4,0.04,0
41356,COULEES1,41357,COULEES2,BS,Closed,Line,NO,44.7,2.3,44.7,1394.3,3.2,0,0.01
41751,COUL0105,41356,COULEES1,1,Closed,Line,NO,573.6,-15.5,573.8,799.9,71.7,0.31,2.15
41356,COULEES1,47102,WELLS B2,99,Closed,Line,NO,0.2,-0.7,0.7,0,0,0,0.01
41357,COULEES2,41358,COULEES3,BS,Closed,Line,NO,-145.2,-60.8,157.4,1394.3,11.3,0,0.07
41752,COUL0609,41357,COULEES2,1,Closed,Line,NO,458.6,-15.4,458.9,799.9,57.4,0.2,1.18
41753,COUL1013,41357,COULEES2,1,Closed,Line,NO,458.4,-12.5,458.6,799.9,57.3,0.2,1.97
41357,COULEES2,46156,ROCKYFD,1,Closed,Line,NO,223.2,2.6,223.2,569.7,39.2,3.81,21.59
41359,BELCOU51,41358,COULEES3,5,Closed,Line,NO,-23.6,-3.7,23.9,569.7,4.5,0.04,-13.11
41754,COUL1418,41358,COULEES3,1,Closed,Line,NO,573.6,-15,573.8,799.9,71.7,0.31,3.69
41401,ROCK CK,41402,ROCK CK,1,Closed,Transformer,YES,-23.8,-38.8,45.5,1319,3.5,0.28,0.55
41402,ROCK CK,47386,JNPRC 1,1,Closed,Line,NO,0,-0.3,0.3,309.6,2,0,-6.49
41402,ROCK CK,47822,IMRIE,1,Closed,Line,NO,0,-8.1,8.1,410.3,2,0,-0.47
41402,ROCK CK,47823,ENRGZR T,1,Closed,Line,NO,0,-22.9,22.9,569.7,4,0,-0.46
41402,ROCK CK,47827,WHITE CK,1,Closed,Line,NO,-24.1,-8.1,25.4,569.7,4.5,0.01,-3.67
41452,OSTKNI12,41450,KNIGHT,1,Closed,Line,NO,-841.2,266.5,882.4,3031.1,29.6,4.46,-33.42
41451,OSTKNI11,41452,OSTKNI12,1,Closed,Line,NO,-839.2,265,880,3533.4,25,2.04,-1.53
41751,COUL0105,41721,COULEE01,1,Closed,Transformer,YES,-114.7,3.6,114.8,108,106.8,0.3,12.81
41751,COUL0105,41722,COULEE02,1,Closed,Transformer,YES,-114.9,1.8,114.9,129,89.5,0.15,12.23
41751,COUL0105,41723,COULEE03,1,Closed,Transformer,YES,-114.9,1.7,114.9,129,89.5,0.14,12.23
41751,COUL0105,41724,COULEE04,1,Closed,Transformer,YES,-114.6,4.1,114.7,108,106.7,0.41,12.05
41751,COUL0105,41725,COULEE05,1,Closed,Transformer,YES,-114.6,4.3,114.7,108,106.7,0.41,12.21
41752,COUL0609,41726,COULEE06,1,Closed,Transformer,YES,-114.9,1.6,114.9,129,89.5,0.14,12.24
41752,COUL0609,41727,COULEE07,1,Closed,Transformer,YES,-114.4,5.3,114.6,129,89.3,0.55,11.8
41752,COUL0609,41728,COULEE08,1,Closed,Transformer,YES,-114.4,5.3,114.6,108,106.7,0.55,11.8
41752,COUL0609,41729,COULEE09,1,Closed,Transformer,YES,-114.8,3.3,114.9,129,89.5,0.16,14.1
41753,COUL1013,41730,COULEE10,1,Closed,Transformer,YES,-114.5,4.4,114.6,129,89.3,0.52,10.84
41753,COUL1013,41731,COULEE11,1,Closed,Transformer,YES,-114.5,4.4,114.6,129,89.3,0.52,10.84
41753,COUL1013,41732,COULEE12,1,Closed,Transformer,YES,-114.5,4.4,114.6,129,89.3,0.52,10.84
41753,COUL1013,41733,COULEE13,1,Closed,Transformer,YES,-115,-0.6,115,129,89.6,0,11.4
41754,COUL1418,41734,COULEE14,1,Closed,Transformer,YES,-115,-0.4,115,129,89.6,0,11.4
41754,COUL1418,41735,COULEE15,1,Closed,Transformer,YES,-115,-0.4,115,129,89.6,0,11.4
41754,COUL1418,41736,COULEE16,1,Closed,Transformer,YES,-114.5,5.2,114.6,129,89.3,0.48,12.71
41754,COUL1418,41737,COULEE17,1,Closed,Transformer,YES,-114.5,5.2,114.6,129,89.3,0.48,12.71
41754,COUL1418,41738,COULEE18,1,Closed,Transformer,YES,-114.5,5.2,114.6,129,89.3,0.48,12.71
42014,ENSERCHL,42100,SEDRO,99,Closed,Line,NO,5.6,0.3,5.6,0,0,0.05,0.66
42021,SUMAS 1,42022,SUMAS L,99,Closed,Line,NO,15.8,-0.8,15.8,0,0,-0.11,1.04
42031,FERNDL 1,42032,FERNDL 2,99,Closed,Line,NO,0.2,0.1,0.2,0,0,0,0
42031,FERNDL 1,42033,FERNDL L,99,Closed,Line,NO,0.9,-0.1,0.9,0,0,0,0.01
42032,FERNDL 2,42033,FERNDL L,99,Closed,Line,NO,0.7,-0.2,0.7,0,0,0,0.01
42042,WHITHRN2,42043,WHITHRN3,99,Closed,Line,NO,0,0,0,0,0,0,0
42100,SEDRO,42102,SEDBEL11,1,Closed,Line,NO,26.6,-18,32.1,785,4.1,0,-0.03
42100,SEDRO,42103,SEDRO NT,1,Closed,Line,NO,129.6,-26.4,132.3,540,24.5,0,0.05
