Sub Num,Sub Name,Sub ID,Latitude,Longitude,Nominal kV(max)
337422544,Saguaro,3337422544,36.06,-115.02,500
337422637,Salem,3337422637,44.93,-123.09,230
337422702,Sammamish,3337422702,47.69,-122.15,230
337422714,Mountainview Power,3337422714,34.08,-117.24,18
337422748,San Juan 345,3337422748,36.8,-108.44,345
337422768,San Onofre,3337422768,33.37,-117.55,22
337422782,Sand Dunes,3337422782,47.15,-119.28,230
337422795,Sandia,3337422795,37.89,-116.79,345
337422856,Santan,3337422856,33.33,-111.75,18
337422861,Santiam,3337422861,44.77,-122.67,500
337422900,Satsop,3337422900,46.97,-123.46,500
337422942,Scattergood,3337422942,33.93,-118.43,24
337422960,Schultz,3337422960,47.12,-120.51,500
337422973,Scooteney,3337422973,46.66,-119.01,115
337423057,Sedro Woolley,3337423057,48.51,-122.2,230
337423078,Selkirk,3337423078,49.05,-117.5,500
337423081,Selle,3337423081,48.36,-116.53,500
337423120,Serrano,3337423120,33.83,-117.79,500
337423126,Seven Mile,3337423126,49.03,-117.49,13.8
337423199,Shawnee,3337423199,46.88,-117.29,230
337423214,Sheerness,3337423214,51.44,-111.79,19
337423244,Shelton,3337423244,47.23,-123.12,230
337423288,Sherwood,3337423288,45.37,-122.84,230
337423302,Shiprock,3337423302,36.8,-108.48,345
337423346,Sickler,3337423346,47.54,-120.28,500
337423360,Sidney W.,3337423360,41.16,-102.99,230
337423364,Sifton,3337423364,45.65,-122.5,230
337423371,Sigurd,3337423371,38.84,-111.99,345
337423386,Silver Creek,3337423386,46.52,-122.59,230
337423393,Silver King,3337423393,33.34,-111.04,500
337423407,Silverhawk,3337423407,36.41,-114.97,500
337423471,Skeena,3337423471,54.42,-128.7,500
337423493,Slate Creek,3337423493,41.03,-122.44,4.2
337423497,Slatt,3337423497,45.7,-120.15,500
337423505,Slide Creek,3337423505,43.31,-122.5,6.9
337423526,Smith Falls Hydroelectric Proj,3337423526,48.78,-116.58,13.8
337423546,Smoky Hill,3337423546,39.63,-104.72,345
337423567,Sno-king,3337423567,47.81,-122.19,500
337423568,Snohomish,3337423568,47.92,-122.1,500
337423570,Snoqualmie,3337423570,47.54,-121.84,6.9
337423605,Soda Springs,3337423605,43.3,-122.54,6.9
337423666,South,3337423666,47.57,-122.33,230
337423685,South Bremerton,3337423685,47.56,-122.65,230
337423758,South Loop,3337423758,32,-110.97,345
337423789,South Rapid City,3337423789,44.05,-103.18,230
337423849,Southwest,3337423849,47.19,-122.49,230
337423876,Spanish Fork,3337423876,40.08,-111.61,345
337423936,Ross Park,3337423936,47.68,-117.39,13.8
337423955,Spring Creek - USBRCO,3337423955,40.63,-122.47,13.8
337423972,Springerville,3337423972,34.31,-109.16,345
337423974,Springfield,3337423974,44.04,-123,230
337424074,St. Johns,3337424074,45.6,-122.75,230
337424093,St. Marys,3337424093,45.51,-122.84,230
337424189,Stateline Wind Project - Washington,3337424189,46,-118.74,230
337424353,Stone Creek,3337424353,45.11,-121.82,6.9
337424487,Sumas Cogeneration Company LP,3337424487,48.99,-122.27,13.8
337424492,Summer Falls,3337424492,47.5,-119.29,13.8
337424493,Summer Lake,3337424493,43.01,-120.96,500
337424541,Sundance,3337424541,53.51,-114.55,25
337424647,Swift,3337424647,45.94,-122.64,230
337424710,Table Mt.,3337424710,39.56,-121.64,500
337424717,Tacoma,3337424717,47.26,-122.37,500
337424728,Taft,3337424728,47.45,-115.58,500
337424732,Tahkenitch,3337424732,43.74,-124.08,230
337424742,Talbot,3337424742,47.47,-122.21,230
337424776,Taos,3337424776,36.4,-105.63,345
337427366,Diamond Hill,3337427366,44.25,-123.05,230
337427717,Walla Walla,3337427717,46.07,-118.38,230
337427736,Wallula,3337427736,46.06,-118.85,230
337427914,Redmond,3337427914,44.27,-121.17,230
337428144,TAP372,3337428144,48.74,-117.66,230
337428264,East Side,3337428264,42.21,-121.76,4.2
337428270,Isthmus,3337428270,43.34,-124.19,230
337428276,Clearwater 1,3337428276,43.26,-122.37,6.9
337428363,Klamath Falls,3337428363,42.19,-121.82,18
337428808,Telkwa,3337428808,54.6,-126.92,500
337428845,Terminal,3337428845,40.76,-112.01,345
337428867,Tesla Peaker,3337428867,37.71,-121.57,500
337428880,Texada Island East Cable Terminal,3337428880,49.61,-124.27,500
337428881,Texada Island Reactor,3337428881,49.6,-124.3,500
337428882,Texada Island West Cable Terminal,3337428882,49.58,-124.33,500
337428918,The Dalles Ph,3337428918,45.62,-121.12,230
337429041,Tillamook,3337429041,45.46,-123.83,230
337429117,Toketee Falls,3337429117,43.27,-122.45,6.9
337429118,Toledo,3337429118,44.62,-123.92,230
337429179,Tortolita,3337429179,32.54,-111.29,500
337429215,Tracy,3337429215,37.8,-121.58,500
337429216,Tracy & Clark Mountain,3337429216,39.56,-119.52,345
337429314,Trojan,3337429314,46.04,-122.92,230
337429325,Troutdale,3337429325,45.56,-122.4,500
337429329,Troy,3337429329,48.44,-115.87,115
337429337,Trumble Creek,3337429337,48.4,-114.21,230
337429371,Tumble Creek,3337429371,44.73,-122.19,230
337429437,Twin Falls Hydro,3337429437,47.57,-121.89,13.8
337429530,Union Gap,3337429530,46.56,-120.49,230
337430120,Newberg,3337430120,45.34,-123,230
337430291,Bedding,3337430291,51.43,-113.83,18
337431361,Upper Baker,3337431361,48.65,-121.69,13.8
337431369,Upper Harrison Water Power Project,3337431369,49.75,-122.15,360
337431382,Upriver Dam,3337431382,47.68,-117.33,4.2
337431401,Usk,3337431401,48.29,-117.27,230
337431420,Vail Generating Station,3337431420,32.07,-110.81,345
337431453,Valley,3337431453,33.74,-117.16,500
337431469,Valley Generating Station,3337431469,34.24,-118.39,18
337431484,Valmont (PSCO),3337431484,40.02,-105.2,20
337431516,Vansycle Wind Energy Project,3337431516,45.85,-118.78,0.7
337431517,Vantage,3337431517,46.88,-119.94,500
337431618,Victorville,3337431618,34.57,-117.32,500
337431660,Vincent,3337431660,34.49,-118.12,500
337431796,Wahleach,3337431796,49.25,-121.66,360
337431797,Wahluke (GP),3337431797,46.73,-119.76,230
337431892,Wanapum,3337431892,46.88,-119.94,230
337431926,Warner,3337431926,41.5,-120.53,230
337432024,Waterton,3337432024,39.5,-105.07,345
337432057,Wauna,3337432057,46.15,-123.41,230
337432067,Wautoma,3337432067,46.51,-119.84,500
337432169,Wells (DOPD),3337432169,47.95,-119.87,230
337432181,Wendson,3337432181,44.01,-124.01,230
337432278,West Mesa,3337432278,35.11,-106.72,345
337432295,West Phoenix CC4 & CC5,3337432295,33.44,-112.15,16.5
337432316,West Side,3337432316,42.2,-121.78,2.3
337432406,Westwing,3337432406,33.71,-112.32,500
337432446,Wheeler,3337432446,47.18,-119.23,230
337432470,White Bluffs,3337432470,46.36,-119.36,230
337432474,White Creek Wind Project,3337432474,45.83,-120.36,230
337432490,White River (PSPL),3337432490,47.24,-122.21,230
337432511,Whitehorn,3337432511,48.89,-122.75,13.8
337432576,Wild Horse Project,3337432576,47.02,-120.19,230
337432623,Williston,3337432623,53.86,-122.66,500
337432634,Willow Creek Winds (Horn Butte Wind),3337432634,45.71,-120.03,0.6
337432671,Winchester,3337432671,32.19,-110.2,345
337432684,Windishar,3337432684,45.23,-123.17,230
337432924,Wyodak,3337432924,44.29,-105.39,22
337432946,Yale,3337432946,45.96,-122.34,13.2
337432965,Yavapai,3337432965,34.78,-112.23,500
337509719,MacKay,3337509719,57.04,-111.9,18
338155437,Snowflake,3338155437,34.51,-110.08,500
340395516,Luna,3340395516,32.28,-107.76,345
340406598,Biglow Canyon Wind,3340406598,45.65,-120.63,230
341135432,La Paloma,3341135432,35.3,-119.59,21
341135433,Sunrise Power Project,3341135433,35.21,-119.58,18
341135521,Tap,3341135521,36.45,-119.9,18
341136469,Maxwell,3341136469,39.24,-122.28,500
341136828,COB Energy Facility,3341136828,42.2,-121.78,500
341136829,Fall Creek,3341136829,41.98,-122.34,2.3
341136831,Copco 1,3341136831,41.98,-122.34,230
342617491,Dixon,3342617491,47.35,-114.32,230
342617588,Trout Creek,3342617588,47.82,-115.58,230
349559622,Midvalley,3349559622,40.7,-111.93,345
349559671,Oquirrh,3349559671,40.57,-112.03,345
349560051,Syracuse,3349560051,41.1,-112.04,345
349560650,North Valley Road,3349560650,39.57,-119.74,345
349560949,Raceway,3349560949,33.8,-112.27,500
349561019,Cedar Creek Wind Energy,3349561019,40.88,-104.32,34.5
349561028,Shepherds Flat Wind Farm,3349561028,45.77,-120.05,230
349561030,Marengo Wind Project,3349561030,46.34,-117.94,230
352749856,McKenzie,3352749856,44.09,-123.04,230
352749922,Creswell,3352749922,43.92,-123.03,115
352749932,Weyerhaeuser 3,3352749932,44.06,-122.94,13.8
352749973,Hurricane,3352749973,45.43,-117.3,230
352749979,LaGrande,3352749979,45.34,-118.03,230
352750116,River Road,3352750116,45.62,-122.7,18
352750170,Harorton,3352750170,45.62,-122.8,230
352750182,Murryhill,3352750182,45.44,-122.83,230
352750211,Sunset,3352750211,45.55,-122.92,230
352750245,Wren,3352750245,44.59,-123.51,230
352750301,Oak Grove,3352750301,45.18,-122.14,11
352750394,Golden Hills Wind Farm,3352750394,45.59,-120.7,230
352750395,Goodnoe Hills East,3352750395,45.83,-120.74,230
353097497,Frederickson (PSPL),3353097497,47.08,-122.36,230
353097595,Texaco,3353097595,48.5,-122.61,13.8
353097610,Tolt,3353097610,47.68,-121.88,13.8
353097684,Glenoma,3353097684,46.52,-122.14,230
353097789,Napavine,3353097789,46.63,-122.72,500
353097805,Berrydale,3353097805,47.35,-122.18,230
353097924,Sub353097924,Sub353097924,,,115
353097957,Tieton,3353097957,46.7,-120.71,13.8
353097966,Meyers Falls,3353097966,48.59,-118.05,11
353098003,Tap,3353098003,47.88,-117.44,230
353098038,Post Street,3353098038,47.66,-117.42,4.2
353098074,Tap,3353098074,47.42,-120.26,230
353098122,Sieler,3353098122,47.17,-119.16,230
353098139,Upper Coulee,3353098139,47.22,-119.16,230
353098165,Rathdrum Power LLC,3353098165,47.79,-116.92,230
353098171,Black,3353098171,46.95,-119.62,230
353098173,Ancient Lake,3353098173,47.12,-119.93,230
353098178,Mac Valley,3353098178,47.19,-119.44,230
353098186,McKenzic,3353098186,47.34,-120.1,230
353401443,Panoche Energy Center,3353401443,36.86,-120.46,13.8
356867398,NM Wind Energy Center,3356867398,34.59,-104.04,345
356868812,Windy Point/Tuolumne,3356868812,45.76,-120.71,230
356868817,Pebble Springs Wind Project,3356868817,45.71,-120.22,0.6
360295245,Vantage Wind Power Project,3360295245,46.95,-120.14,0.6
360295330,Gateway (PG),3360295330,38.02,-121.76,18
365669813,Populus,3365669813,42.42,-112.15,345
400380901,Canyon Rd-Tacoma (evi),4.00381E+12,47.1,-122.36,230
406510901,Echo Wind Farm (evi),4.06511E+12,45.71,-119.36,0.6
600110901,Langley (evi),6.00111E+12,43.9,-116.82,16.5
640590901,Blackhawk (evi),6.40591E+12,39.42,-119.65,345
