Bus Number,Bus Name,Sub ID,Sub Name
46478,BOUNDPH2,3337407846,Boundary
46480,BOUNDPH3,3337407846,Boundary
46482,BOUNDPH4,3337407846,Boundary
46484,BOUNDPH5,3337407846,Boundary
46486,BOUNDPH6,3337407846,Boundary
46609,COWLITZ,3337410218,Cowlitz
46625,MAYFIELD,3337417739,Mayfield
46629,MOSSYRK,3337418728,Mossyrock
46630,MOSSYRCK,3337409201,Chehalis
46633,CANYONTA,4.00381E+12,Canyon Rd-Tacoma (evi)
46634,CHEMOS11,3337418728,Mossyrock
46642,S_TAC-SW,3337423849,Southwest
46645,SOUTHWST,3337423849,Southwest
46809,MCKENZIE,3353098186,McKenzic
46831,ROCKYRH1,3337422187,Rocky Reach
46832,ROCKYRH2,3337422187,Rocky Reach
46833,ROCKYRH3,3337422187,Rocky Reach
46852,ROCR0102,3337422187,Rocky Reach
46853,ROCR0304,3337422187,Rocky Reach
46854,ROCR0506,3337422187,Rocky Reach
46855,ROCR0709,3337422187,Rocky Reach
46856,ROCR1011,3337422187,Rocky Reach
46860,AYORK230,Sub2000002,Andrew York
47031,DOUGLAS,3337411112,Douglas
47049,GLENOMA,3353097684,Glenoma
47082,RAPIDS,3353098074,Tap
47091,USK,3337431401,Usk
47096,CUSUSK11,3337410469,Cusick
47100,WELLS B1,3337432169,Wells (DOPD)
47102,WELLS B2,3337432169,Wells (DOPD)
47260,WAUNA,3337432057,Wauna
47284,MARCOLA,30004107,Marcola
47329,EECLOUSE,3352750395,Goodnoe Hills East
47359,LION MTN,3477941,Lion Mountain
47360,TRUMB CR,3337429337,Trumble Creek
47367,LAKESD F,32008880,Lakeside
47380,LINDEN T,No idea,Linden
47381,LINDEN,No idea,Linden
47386,JNPRC 1,No idea,Juniper
47439,NORPAC,No idea,Norpac
47440,HYCOM,No idea,Norpac
47441,CHEMICAL,3337417029,Longview
47465,DOOLEY T,3356868812,Windy Point/Tuolumne
47486,GOLDEN_H,3352750394,Golden Hills Wind Farm
47572,NINEMIF2,3337424189,Stateline Wind Project - Washington
47578,FREDST,3353097497,Frederickson (PSPL)
47595,GRYSHBR1,3337413854,Grays Harbor Energy Facility
47598,GRYHB S1,3337413854,Grays Harbor Energy Facility
47638,HERMCALP,3337414608,Hermiston Power Project
47677,MINTFARM,3337417033,Mint Farm Energy Center LLC
47731,BHP,3337409051,Centralia Switching Station
47740,CENTR G1,3337409051,Centralia Switching Station
47741,CENTR P1,3337409051,Centralia Switching Station
47744,CENTR G2,3337409051,Centralia Switching Station
47745,CENTR P2,3337409051,Centralia Switching Station
47748,CENTR SS,3337409051,Centralia Switching Station
47814,JONESCYN,32008816,Jones Canyon
47815,JONTMB11,3337429371,Tumble Creek
47819,BIGHRN,3337407440,Big Horn Wind (PPM)
47822,IMRIE,3337413640,Goodnoe
47823,ENRGZR T,3356868812,Windy Point/Tuolumne
47824,WILLIS T,3356868812,Windy Point/Tuolumne
47827,WHITE CK,3337432474,White Creek Wind Project
47830,KLONDSCH,3337416080,Klondike Wind Farm
47831,HCAYON T,3337416080,Klondike Wind Farm
