Time,Bus Johnsonville_g4 Frequency,Bus GOODLETTSVILLE_37072_230.0 Frequency,Bus LEBANON_37087_230.0 Frequency,Bus ANTIOCH_37013_230.0 Frequency,Bus BRENTWOOD_37027_230.0 Frequency,Bus NASHVILLE_37209_230.0 Frequency,Bus MCMINNVILLE_37110_230.0 Frequency,Bus MURFREESBORO_37130_230.0 Frequency,Bus SHELBYVILLE_37160_230.0 Frequency,Bus LAFAYETTE_37083_230.0 Frequency,Bus CLARKSVILLE_37042_230.0 Frequency,Bus DICKSON_37055_230.0 Frequency,Bus NASHVILLE_37221_230.0 Frequency,Bus CLARKSVILLE_37040_230.0 Frequency,Bus WHITE HOUSE_37188_230.0 Frequency,Bus FRANKLIN_37064_230.0 Frequency,Bus HENDERSONVILLE_37075_230.0 Frequency,Bus HERMITAGE_37076_230.0 Frequency,Bus SMYRNA_37167_230.0 Frequency,Bus LEXINGTON_38351_230.0 Frequency,Bus NASHVILLE_37207_230.0 Frequency,Bus NASHVILLE_37215_230.0 Frequency,Bus MURFREESBORO_37129_230.0 Frequency,Bus CAMDEN_38320_230.0 Frequency,Bus GAINESBORO_38562_230.0 Frequency,Bus COLUMBIA_38401_230.0 Frequency,Bus TULLAHOMA_37388_230.0 Frequency,Bus NASHVILLE_37212_230.0 Frequency,Bus NASHVILLE_37206_230.0 Frequency,Bus NASHVILLE_37211_230.0 Frequency,Bus CHATTANOOGA_37405_230.0 Frequency,Bus CHATTANOOGA_37421_230.0 Frequency,Bus ATHENS_37303_230.0 Frequency,Bus CLEVELAND_37311_230.0 Frequency,Bus SODDY DAISY_37379_230.0 Frequency,Bus COPPERHILL_37317_230.0 Frequency,Bus DAYTON_37321_230.0 Frequency,Bus DUNLAP_37327_230.0 Frequency,Bus FAYETTEVILLE_37334_230.0 Frequency,Bus HIXSON_37343_230.0 Frequency,Bus CHATTANOOGA_37404_230.0 Frequency,Bus JOHNSON CITY_37601_230.0 Frequency,Bus JONESBOROUGH_37659_230.0 Frequency,Bus GREENEVILLE_37745_230.0 Frequency,Bus ELIZABETHTON_37643_230.0 Frequency,Bus CHURCH HILL_37642_230.0 Frequency,Bus KINGSPORT_37660_230.0 Frequency,Bus MOUNTAIN CITY_37683_230.0 Frequency,Bus MARYVILLE_37804_230.0 Frequency,Bus CLINTON_37716_230.0 Frequency,Bus MORRISTOWN_37814_230.0 Frequency,Bus KNOXVILLE_37914_230.0 Frequency,Bus LOUDON_37774_230.0 Frequency,Bus JEFFERSON CITY_37760_230.0 Frequency,Bus LA FOLLETTE_37766_230.0 Frequency,Bus KNOXVILLE_37918_230.0 Frequency,Bus CROSSVILLE_38555_230.0 Frequency,Bus TAZEWELL_37879_230.0 Frequency,Bus HARRIMAN_37748_230.0 Frequency,Bus SEVIERVILLE_37876_230.0 Frequency,Bus MARYVILLE_37803_230.0 Frequency,Bus KNOXVILLE_37922_230.0 Frequency,Bus KNOXVILLE_37921_230.0 Frequency,Bus KNOXVILLE_37919_230.0 Frequency,Bus HUMBOLDT_38343_230.0 Frequency,Bus ARLINGTON_38002_230.0 Frequency,Bus BRIGHTON_38011_230.0 Frequency,Bus UNION CITY_38261_230.0 Frequency,Bus WHITEVILLE_38075_230.0 Frequency,Bus BROWNSVILLE_38012_230.0 Frequency,Bus CORDOVA_38016_230.0 Frequency,Bus COLLIERVILLE_38017_230.0 Frequency,Bus DYERSBURG_38024_230.0 Frequency,Bus MEMPHIS_38134_230.0 Frequency,Bus MEMPHIS_38127_230.0 Frequency,Bus MEMPHIS_38103_230.0 Frequency,Bus MEMPHIS_38109_230.0 Frequency,Bus MEMPHIS_38128_230.0 Frequency,Bus MEMPHIS_38111_230.0 Frequency,Bus MEMPHIS_38115_230.0 Frequency,Bus MEMPHIS_38118_230.0 Frequency,Bus GERMANTOWN_38138_230.0 Frequency,Bus HUNTINGDON_38344_230.0 Frequency,Bus PARIS_38242_230.0 Frequency,Bus MARTIN_38237_230.0 Frequency,Bus JACKSON_38305_230.0 Frequency,Bus ADAMSVILLE_38310_230.0 Frequency,Bus SAVANNAH_38372_230.0 Frequency,Bus LAWRENCEBURG_38464_230.0 Frequency,Bus COOKEVILLE_38501_230.0 Frequency,Bus LIVINGSTON_38570_230.0 Frequency,Bus KNOXVILLE_37921_500.0 Frequency,Bus JEFFERSON CITY_37760_500.0 Frequency,Bus HIXSON_37343_500.0 Frequency,Bus JACKSON_38305_500.0 Frequency,Bus MURFREESBORO_37129_500.0 Frequency,Bus JONESBOROUGH_37659_500.0 Frequency,Bus CLARKSVILLE_37042_500.0 Frequency,Bus MEMPHIS_38111_500.0 Frequency,Bus KNOXVILLE_37919_500.0 Frequency,Bus NASHVILLE_37215_500.0 Frequency,Bus MURFREESBORO_37130_500.0 Frequency,Bus ELIZABETHTON_37643_500.0 Frequency,Bus CORDOVA_38016_500.0 Frequency,Bus COOKEVILLE_38501_500.0 Frequency,Bus TULLAHOMA_37388_500.0 Frequency,Bus ATHENS_37303_500.0 Frequency,Bus CLARKSVILLE_37040_500.0 Frequency,Bus MARYVILLE_37804_500.0 Frequency,Bus Gallatin (TN)_g1 Frequency,Bus Gallatin (TN)_g2 Frequency,Bus Gallatin (TN)_g3 Frequency,Bus John Sevier_g1 Frequency,Bus John Sevier_g2 Frequency,Bus John Sevier_g3 Frequency,Bus Johnsonville_g1 Frequency,Bus Johnsonville_g2 Frequency,Bus Johnsonville_g3 Frequency,Bus Johnsonville_g5 Frequency,Bus Kingston_g1 Frequency,Bus Kingston_g2 Frequency,Bus Kingston_g3 Frequency,Bus Kingston_g4 Frequency,Bus Lagoon Creek_g1 Frequency,Bus Lagoon Creek_g2 Frequency,Bus Lagoon Creek_g3 Frequency,Bus Lagoon Creek_g4 Frequency,Bus Lagoon Creek_g5 Frequency,Bus Pickwick Landing Dam_g1 Frequency,Bus Sequoyah_g1 Frequency,Bus Sequoyah_g2 Frequency,Bus Sequoyah_g3 Frequency,Bus Sequoyah_g4 Frequency,Bus Sequoyah_g5 Frequency,Bus Tims Ford_g1 Frequency,Bus Lagoon Creek_230.0 Frequency,Bus Lagoon Creek_500.0 Frequency,Bus Kingston_230.0 Frequency,Bus Kingston_500.0 Frequency,Bus Tims Ford_230.0 Frequency,Bus Gallatin (TN)_230.0 Frequency,Bus Gallatin (TN)_500.0 Frequency,Bus Johnsonville_230.0 Frequency,Bus Johnsonville_500.0 Frequency,Bus Sequoyah_230.0 Frequency,Bus Sequoyah_500.0 Frequency,Bus Pickwick Landing Dam_230.0 Frequency,Bus Pickwick Landing Dam_500.0 Frequency,Bus John Sevier_230.0 Frequency,Bus John Sevier_500.0 Frequency
2.583333,60.4034,60.4014,60.4009,60.4008,60.4009,60.4013,60.3979,60.3993,60.3999,60.4,60.4019,60.4018,60.4013,60.4017,60.4011,60.4009,60.4011,60.4009,60.4005,60.4021,60.4011,60.401,60.3999,60.4024,60.3985,60.4006,60.3983,60.4011,60.401,60.4009,60.3965,60.3963,60.3948,60.3962,60.3962,60.3963,60.3959,60.3967,60.3992,60.3964,60.3964,60.3922,60.3922,60.3923,60.3921,60.3924,60.3923,60.3922,60.3935,60.3936,60.3928,60.3934,60.394,60.3929,60.3938,60.3935,60.396,60.3931,60.3944,60.3932,60.3942,60.3939,60.3936,60.3937,60.4016,60.4008,60.4009,60.4017,60.4012,60.401,60.4008,60.4008,60.4015,60.4008,60.4008,60.4007,60.4007,60.4008,60.4007,60.4007,60.4007,60.4007,60.4019,60.4022,60.4019,60.4016,60.4013,60.4012,60.4009,60.3977,60.3981,60.3936,60.3928,60.3965,60.4016,60.3998,60.3924,60.4021,60.4008,60.3937,60.4011,60.3992,60.3923,60.4009,60.3978,60.3981,60.3945,60.402,60.3936,60.4022,60.4022,60.4022,60.3921,60.3921,60.3921,60.4034,60.4034,60.4034,60.4034,60.3935,60.3935,60.3935,60.3935,60.4011,60.4011,60.4011,60.4011,60.4011,60.4018,60.3962,60.3962,60.3962,60.3962,60.3962,60.399,60.4011,60.4011,60.394,60.3938,60.3987,60.4011,60.4015,60.4025,60.4027,60.3963,60.3962,60.4014,60.4015,60.3925,60.3924
2.591667,60.4058,60.4038,60.4033,60.4032,60.4033,60.4037,60.4003,60.4017,60.4023,60.4024,60.4044,60.4042,60.4037,60.4042,60.4035,60.4033,60.4035,60.4033,60.4029,60.4046,60.4035,60.4034,60.4022,60.4049,60.4009,60.403,60.4007,60.4035,60.4035,60.4033,60.3988,60.3987,60.3971,60.3986,60.3986,60.3986,60.3983,60.3991,60.4016,60.3987,60.3987,60.3946,60.3946,60.3947,60.3945,60.3947,60.3946,60.3945,60.3959,60.396,60.3952,60.3958,60.3963,60.3953,60.3961,60.3958,60.3983,60.3955,60.3967,60.3955,60.3965,60.3962,60.3959,60.396,60.4041,60.4033,60.4034,60.4042,60.4036,60.4035,60.4032,60.4033,60.4039,60.4032,60.4032,60.4032,60.4032,60.4032,60.4032,60.4032,60.4032,60.4032,60.4043,60.4046,60.4044,60.404,60.4037,60.4037,60.4033,60.4,60.4005,60.396,60.3952,60.3988,60.4041,60.4022,60.3947,60.4045,60.4033,60.396,60.4035,60.4016,60.3947,60.4033,60.4002,60.4005,60.3969,60.4044,60.3959,60.4046,60.4046,60.4046,60.3944,60.3944,60.3944,60.4058,60.4058,60.4058,60.4058,60.3958,60.3958,60.3958,60.3958,60.4036,60.4036,60.4036,60.4036,60.4036,60.4042,60.3985,60.3985,60.3985,60.3985,60.3985,60.4014,60.4035,60.4035,60.3963,60.3961,60.4011,60.4035,60.4039,60.4049,60.4051,60.3986,60.3986,60.4038,60.404,60.3948,60.3948
2.6,60.4086,60.4066,60.4061,60.406,60.4061,60.4065,60.4031,60.4045,60.4051,60.4052,60.4072,60.407,60.4065,60.407,60.4063,60.4062,60.4063,60.4061,60.4057,60.4074,60.4063,60.4062,60.4051,60.4077,60.4037,60.4058,60.4035,60.4063,60.4063,60.4061,60.4016,60.4014,60.3999,60.4013,60.4013,60.4014,60.401,60.4018,60.4044,60.4015,60.4015,60.3974,60.3974,60.3975,60.3973,60.3975,60.3974,60.3973,60.3986,60.3987,60.3979,60.3985,60.3991,60.398,60.3989,60.3986,60.4011,60.3983,60.3995,60.3983,60.3993,60.399,60.3987,60.3988,60.4069,60.4062,60.4063,60.407,60.4065,60.4064,60.4061,60.4062,60.4068,60.4061,60.4061,60.4061,60.4061,60.4061,60.4061,60.4061,60.4061,60.4061,60.4072,60.4075,60.4072,60.4069,60.4066,60.4065,60.4061,60.4028,60.4033,60.3987,60.398,60.4016,60.4069,60.405,60.3975,60.4074,60.4062,60.3988,60.4063,60.4044,60.3974,60.4062,60.403,60.4032,60.3996,60.4072,60.3987,60.4074,60.4074,60.4074,60.3972,60.3972,60.3972,60.4086,60.4086,60.4086,60.4086,60.3986,60.3986,60.3986,60.3986,60.4065,60.4065,60.4065,60.4065,60.4065,60.4071,60.4013,60.4013,60.4013,60.4013,60.4013,60.4042,60.4064,60.4064,60.3991,60.3989,60.4039,60.4063,60.4067,60.4077,60.4079,60.4014,60.4013,60.4067,60.4068,60.3976,60.3976
2.608333,60.4112,60.4092,60.4087,60.4086,60.4087,60.4091,60.4056,60.407,60.4077,60.4078,60.4098,60.4096,60.4091,60.4096,60.4089,60.4087,60.4089,60.4087,60.4082,60.41,60.4089,60.4088,60.4076,60.4103,60.4063,60.4084,60.406,60.4089,60.4088,60.4087,60.4041,60.4039,60.4024,60.4039,60.4039,60.4039,60.4036,60.4044,60.4069,60.404,60.404,60.3999,60.3999,60.4001,60.3998,60.4001,60.4,60.3999,60.4012,60.4013,60.4005,60.4011,60.4016,60.4006,60.4014,60.4012,60.4036,60.4008,60.4021,60.4009,60.4019,60.4015,60.4012,60.4014,60.4096,60.4088,60.4089,60.4096,60.4091,60.409,60.4088,60.4088,60.4094,60.4088,60.4088,60.4087,60.4087,60.4088,60.4087,60.4087,60.4087,60.4087,60.4098,60.4101,60.4098,60.4095,60.4092,60.4091,60.4087,60.4054,60.4058,60.4013,60.4005,60.4041,60.4096,60.4076,60.4001,60.4099,60.4088,60.4013,60.4089,60.4069,60.4,60.4089,60.4055,60.4058,60.4022,60.4098,60.4012,60.41,60.41,60.41,60.3998,60.3998,60.3998,60.4112,60.4112,60.4112,60.4112,60.4011,60.4011,60.4011,60.4011,60.4091,60.4091,60.4091,60.4091,60.4091,60.4097,60.4038,60.4038,60.4038,60.4038,60.4038,60.4067,60.409,60.4091,60.4016,60.4014,60.4064,60.4089,60.4093,60.4103,60.4105,60.4039,60.4039,60.4093,60.4095,60.4002,60.4001
2.616667,60.4136,60.4115,60.411,60.4109,60.4111,60.4115,60.408,60.4094,60.4101,60.4101,60.4121,60.412,60.4114,60.4119,60.4113,60.4111,60.4113,60.411,60.4106,60.4124,60.4113,60.4111,60.41,60.4127,60.4086,60.4108,60.4084,60.4113,60.4112,60.4111,60.4064,60.4063,60.4048,60.4062,60.4062,60.4062,60.4059,60.4067,60.4093,60.4063,60.4064,60.4023,60.4023,60.4024,60.4022,60.4024,60.4023,60.4022,60.4035,60.4036,60.4028,60.4034,60.4039,60.4029,60.4038,60.4035,60.406,60.4032,60.4044,60.4032,60.4042,60.4039,60.4036,60.4037,60.412,60.4112,60.4113,60.412,60.4115,60.4114,60.4112,60.4112,60.4118,60.4112,60.4112,60.4111,60.4111,60.4112,60.4111,60.4111,60.4111,60.4112,60.4121,60.4125,60.4122,60.4119,60.4116,60.4115,60.4111,60.4077,60.4082,60.4036,60.4029,60.4065,60.412,60.4099,60.4024,60.4123,60.4112,60.4036,60.4112,60.4093,60.4024,60.4113,60.4079,60.4081,60.4045,60.4122,60.4036,60.4123,60.4123,60.4123,60.4022,60.4022,60.4022,60.4136,60.4136,60.4136,60.4136,60.4034,60.4034,60.4034,60.4034,60.4116,60.4116,60.4116,60.4116,60.4116,60.4121,60.4061,60.4061,60.4061,60.4061,60.4061,60.409,60.4115,60.4115,60.404,60.4038,60.4088,60.4112,60.4116,60.4127,60.4129,60.4062,60.4062,60.4117,60.4119,60.4025,60.4025
2.625,60.4163,60.4143,60.4138,60.4137,60.4138,60.4142,60.4107,60.4121,60.4128,60.4129,60.4149,60.4147,60.4142,60.4147,60.414,60.4139,60.414,60.4138,60.4133,60.4152,60.414,60.4139,60.4127,60.4154,60.4114,60.4135,60.4111,60.414,60.414,60.4138,60.4092,60.409,60.4075,60.4089,60.4089,60.409,60.4087,60.4095,60.412,60.4091,60.4091,60.4051,60.4051,60.4052,60.405,60.4052,60.4051,60.405,60.4063,60.4064,60.4056,60.4062,60.4067,60.4057,60.4065,60.4063,60.4087,60.4059,60.4072,60.406,60.4069,60.4066,60.4064,60.4065,60.4148,60.414,60.4142,60.4148,60.4143,60.4143,60.414,60.4141,60.4146,60.414,60.414,60.414,60.414,60.414,60.414,60.414,60.414,60.414,60.4149,60.4152,60.415,60.4147,60.4144,60.4143,60.4139,60.4104,60.4109,60.4064,60.4057,60.4092,60.4148,60.4127,60.4052,60.4151,60.4141,60.4064,60.414,60.412,60.4051,60.4141,60.4106,60.4109,60.4073,60.4149,60.4064,60.4151,60.4151,60.4151,60.405,60.405,60.405,60.4163,60.4163,60.4163,60.4163,60.4062,60.4062,60.4062,60.4062,60.4144,60.4144,60.4144,60.4144,60.4144,60.4149,60.4089,60.4089,60.4089,60.4089,60.4089,60.4118,60.4143,60.4143,60.4067,60.4065,60.4115,60.414,60.4144,60.4154,60.4157,60.409,60.4089,60.4145,60.4147,60.4053,60.4053
2.633333,60.4189,60.4168,60.4163,60.4162,60.4163,60.4167,60.4132,60.4146,60.4153,60.4154,60.4174,60.4173,60.4167,60.4172,60.4165,60.4164,60.4165,60.4163,60.4159,60.4177,60.4165,60.4164,60.4152,60.4179,60.4139,60.4161,60.4136,60.4165,60.4165,60.4163,60.4117,60.4115,60.4101,60.4115,60.4114,60.4115,60.4112,60.412,60.4146,60.4116,60.4116,60.4076,60.4076,60.4078,60.4075,60.4078,60.4077,60.4076,60.4088,60.4089,60.4082,60.4088,60.4093,60.4083,60.4091,60.4088,60.4113,60.4085,60.4097,60.4085,60.4095,60.4092,60.4089,60.409,60.4173,60.4166,60.4167,60.4174,60.4169,60.4168,60.4166,60.4166,60.4172,60.4166,60.4166,60.4166,60.4166,60.4166,60.4166,60.4166,60.4166,60.4166,60.4175,60.4178,60.4176,60.4173,60.417,60.4169,60.4164,60.413,60.4134,60.4089,60.4082,60.4117,60.4173,60.4152,60.4078,60.4176,60.4167,60.409,60.4165,60.4145,60.4077,60.4167,60.4131,60.4134,60.4098,60.4174,60.4089,60.4176,60.4176,60.4176,60.4076,60.4076,60.4076,60.4189,60.4189,60.4189,60.4189,60.4088,60.4088,60.4088,60.4088,60.417,60.417,60.417,60.417,60.417,60.4175,60.4114,60.4114,60.4114,60.4114,60.4114,60.4143,60.4169,60.4169,60.4093,60.4091,60.414,60.4165,60.4169,60.418,60.4182,60.4115,60.4114,60.417,60.4172,60.4079,60.4078
2.641667,60.4211,60.4191,60.4186,60.4185,60.4186,60.419,60.4155,60.4169,60.4176,60.4177,60.4197,60.4196,60.419,60.4195,60.4188,60.4187,60.4188,60.4186,60.4181,60.42,60.4188,60.4187,60.4175,60.4202,60.4162,60.4184,60.4159,60.4188,60.4188,60.4186,60.414,60.4138,60.4124,60.4138,60.4138,60.4138,60.4135,60.4143,60.4169,60.4139,60.4139,60.41,60.41,60.4101,60.4099,60.4101,60.41,60.4099,60.4112,60.4113,60.4105,60.4111,60.4116,60.4106,60.4114,60.4112,60.4136,60.4108,60.412,60.4109,60.4118,60.4115,60.4112,60.4113,60.4197,60.419,60.4191,60.4197,60.4193,60.4192,60.419,60.419,60.4196,60.419,60.419,60.4189,60.4189,60.419,60.4189,60.4189,60.4189,60.419,60.4198,60.4201,60.4199,60.4196,60.4193,60.4192,60.4187,60.4153,60.4157,60.4113,60.4106,60.414,60.4197,60.4175,60.4101,60.4199,60.419,60.4113,60.4188,60.4168,60.4101,60.4191,60.4154,60.4157,60.4121,60.4197,60.4112,60.4199,60.4199,60.4199,60.4099,60.4099,60.4099,60.4211,60.4211,60.4211,60.4211,60.4111,60.4111,60.4111,60.4111,60.4194,60.4194,60.4194,60.4194,60.4194,60.4198,60.4137,60.4137,60.4137,60.4137,60.4137,60.4166,60.4193,60.4193,60.4116,60.4114,60.4163,60.4188,60.4192,60.4203,60.4205,60.4138,60.4137,60.4194,60.4196,60.4102,60.4102
2.65,60.4238,60.4218,60.4213,60.4212,60.4213,60.4217,60.4182,60.4196,60.4203,60.4204,60.4224,60.4222,60.4217,60.4222,60.4215,60.4214,60.4215,60.4213,60.4208,60.4227,60.4215,60.4214,60.4202,60.4229,60.4189,60.4211,60.4186,60.4215,60.4214,60.4213,60.4167,60.4166,60.4151,60.4165,60.4165,60.4165,60.4162,60.417,60.4196,60.4166,60.4167,60.4128,60.4128,60.4129,60.4127,60.4129,60.4128,60.4127,60.4139,60.414,60.4133,60.4139,60.4144,60.4134,60.4142,60.4139,60.4163,60.4136,60.4148,60.4136,60.4146,60.4143,60.414,60.4141,60.4224,60.4218,60.4219,60.4224,60.422,60.422,60.4217,60.4218,60.4223,60.4217,60.4218,60.4217,60.4217,60.4217,60.4217,60.4217,60.4217,60.4217,60.4225,60.4228,60.4226,60.4224,60.4221,60.4219,60.4215,60.418,60.4184,60.414,60.4133,60.4168,60.4224,60.4202,60.4129,60.4226,60.4218,60.4141,60.4215,60.4195,60.4128,60.4218,60.4181,60.4184,60.4149,60.4224,60.414,60.4225,60.4225,60.4225,60.4127,60.4127,60.4127,60.4238,60.4238,60.4238,60.4238,60.4139,60.4139,60.4139,60.4139,60.4222,60.4222,60.4222,60.4222,60.4222,60.4226,60.4164,60.4164,60.4164,60.4164,60.4164,60.4193,60.422,60.4221,60.4144,60.4142,60.419,60.4215,60.4219,60.4229,60.4231,60.4165,60.4165,60.4221,60.4223,60.413,60.413
2.658333,60.4262,60.4242,60.4237,60.4236,60.4238,60.4242,60.4207,60.4221,60.4228,60.4228,60.4248,60.4247,60.4241,60.4246,60.4239,60.4238,60.4239,60.4237,60.4233,60.4252,60.424,60.4238,60.4227,60.4254,60.4214,60.4235,60.4211,60.424,60.4239,60.4238,60.4192,60.4191,60.4177,60.419,60.419,60.419,60.4187,60.4195,60.422,60.4191,60.4192,60.4153,60.4153,60.4154,60.4152,60.4155,60.4154,60.4153,60.4165,60.4166,60.4159,60.4164,60.4169,60.416,60.4167,60.4165,60.4188,60.4162,60.4173,60.4162,60.4171,60.4168,60.4165,60.4167,60.4249,60.4243,60.4244,60.4249,60.4246,60.4245,60.4243,60.4243,60.4248,60.4243,60.4243,60.4243,60.4243,60.4243,60.4243,60.4243,60.4243,60.4243,60.425,60.4252,60.4251,60.4249,60.4246,60.4244,60.4239,60.4205,60.4209,60.4166,60.4159,60.4193,60.4249,60.4226,60.4155,60.425,60.4244,60.4166,60.4239,60.422,60.4154,60.4244,60.4206,60.4209,60.4174,60.4249,60.4165,60.425,60.425,60.425,60.4153,60.4153,60.4153,60.4262,60.4262,60.4262,60.4262,60.4164,60.4164,60.4164,60.4164,60.4248,60.4248,60.4248,60.4248,60.4248,60.4251,60.4189,60.4189,60.4189,60.4189,60.4189,60.4217,60.4246,60.4246,60.4169,60.4167,60.4215,60.4239,60.4243,60.4254,60.4256,60.419,60.419,60.4246,60.4248,60.4156,60.4155
2.666667,60.4285,60.4265,60.426,60.4259,60.426,60.4264,60.423,60.4244,60.425,60.4251,60.4271,60.4269,60.4264,60.4269,60.4262,60.4261,60.4262,60.426,60.4255,60.4274,60.4262,60.4261,60.4249,60.4276,60.4236,60.4258,60.4234,60.4262,60.4261,60.426,60.4215,60.4214,60.42,60.4213,60.4213,60.4213,60.421,60.4218,60.4243,60.4214,60.4214,60.4177,60.4177,60.4178,60.4176,60.4178,60.4177,60.4176,60.4188,60.4189,60.4182,60.4187,60.4192,60.4183,60.419,60.4188,60.4211,60.4185,60.4197,60.4185,60.4194,60.4192,60.4189,60.419,60.4272,60.4267,60.4267,60.4272,60.4269,60.4268,60.4266,60.4267,60.4271,60.4266,60.4266,60.4266,60.4266,60.4266,60.4266,60.4266,60.4266,60.4266,60.4273,60.4275,60.4273,60.4272,60.4269,60.4267,60.4262,60.4227,60.4232,60.4189,60.4182,60.4215,60.4272,60.4249,60.4178,60.4272,60.4267,60.4189,60.4262,60.4243,60.4177,60.4267,60.4229,60.4232,60.4197,60.4271,60.4189,60.4272,60.4272,60.4272,60.4177,60.4177,60.4177,60.4285,60.4285,60.4285,60.4285,60.4188,60.4188,60.4188,60.4188,60.4271,60.4271,60.4271,60.4271,60.4271,60.4274,60.4212,60.4212,60.4212,60.4212,60.4212,60.424,60.4269,60.427,60.4193,60.419,60.4238,60.4262,60.4265,60.4276,60.4278,60.4213,60.4213,60.4269,60.4271,60.4179,60.4179
2.675,60.4311,60.4291,60.4286,60.4285,60.4286,60.429,60.4257,60.427,60.4277,60.4277,60.4297,60.4296,60.429,60.4295,60.4288,60.4287,60.4288,60.4286,60.4282,60.4301,60.4288,60.4287,60.4276,60.4302,60.4263,60.4284,60.426,60.4288,60.4288,60.4286,60.4242,60.4241,60.4227,60.424,60.424,60.424,60.4237,60.4245,60.4269,60.4241,60.4241,60.4204,60.4204,60.4206,60.4204,60.4206,60.4205,60.4204,60.4216,60.4217,60.421,60.4215,60.422,60.4211,60.4218,60.4216,60.4239,60.4213,60.4224,60.4213,60.4222,60.4219,60.4216,60.4217,60.4299,60.4294,60.4295,60.4299,60.4296,60.4296,60.4293,60.4294,60.4298,60.4293,60.4294,60.4293,60.4293,60.4293,60.4293,60.4293,60.4293,60.4293,60.43,60.4301,60.43,60.4298,60.4296,60.4294,60.4289,60.4254,60.4259,60.4217,60.421,60.4242,60.4299,60.4275,60.4206,60.4298,60.4294,60.4217,60.4288,60.4269,60.4205,60.4294,60.4256,60.4258,60.4225,60.4297,60.4216,60.4298,60.4298,60.4298,60.4205,60.4205,60.4205,60.4311,60.4311,60.4311,60.4311,60.4215,60.4215,60.4215,60.4215,60.4299,60.4299,60.4299,60.4299,60.4299,60.4301,60.4239,60.4239,60.4239,60.4239,60.4239,60.4266,60.4296,60.4297,60.422,60.4218,60.4264,60.4288,60.4291,60.4302,60.4304,60.424,60.424,60.4296,60.4298,60.4207,60.4207
2.683333,60.4334,60.4315,60.431,60.4309,60.4311,60.4314,60.4281,60.4294,60.4301,60.4301,60.4321,60.4319,60.4314,60.4319,60.4312,60.4311,60.4312,60.431,60.4306,60.4325,60.4312,60.4311,60.43,60.4326,60.4287,60.4308,60.4285,60.4312,60.4312,60.431,60.4267,60.4265,60.4252,60.4265,60.4265,60.4265,60.4262,60.427,60.4294,60.4266,60.4266,60.423,60.423,60.4231,60.4229,60.4232,60.423,60.423,60.4241,60.4242,60.4235,60.424,60.4245,60.4236,60.4243,60.4241,60.4263,60.4238,60.4249,60.4238,60.4247,60.4244,60.4242,60.4243,60.4323,60.4319,60.4319,60.4323,60.432,60.432,60.4318,60.4319,60.4322,60.4318,60.4318,60.4318,60.4318,60.4318,60.4318,60.4318,60.4318,60.4318,60.4324,60.4325,60.4324,60.4323,60.432,60.4318,60.4313,60.4279,60.4283,60.4242,60.4236,60.4267,60.4323,60.4299,60.4232,60.4322,60.4319,60.4242,60.4312,60.4293,60.4231,60.4319,60.428,60.4283,60.425,60.4321,60.4242,60.4321,60.4321,60.4321,60.423,60.423,60.423,60.4334,60.4334,60.4334,60.4334,60.4241,60.4241,60.4241,60.4241,60.4324,60.4324,60.4324,60.4324,60.4324,60.4325,60.4264,60.4264,60.4264,60.4264,60.4264,60.429,60.4321,60.4322,60.4245,60.4244,60.4289,60.4312,60.4315,60.4326,60.4328,60.4265,60.4265,60.4321,60.4322,60.4232,60.4232
2.691667,60.4356,60.4336,60.4332,60.4331,60.4332,60.4336,60.4304,60.4317,60.4323,60.4323,60.4342,60.4341,60.4336,60.4341,60.4334,60.4333,60.4334,60.4332,60.4328,60.4347,60.4334,60.4333,60.4322,60.4348,60.431,60.433,60.4307,60.4334,60.4333,60.4332,60.429,60.4288,60.4275,60.4288,60.4287,60.4288,60.4285,60.4292,60.4316,60.4289,60.4289,60.4253,60.4253,60.4255,60.4253,60.4255,60.4254,60.4253,60.4265,60.4265,60.4259,60.4264,60.4268,60.426,60.4267,60.4264,60.4286,60.4261,60.4272,60.4262,60.427,60.4268,60.4265,60.4266,60.4345,60.4341,60.4342,60.4346,60.4343,60.4343,60.4341,60.4341,60.4345,60.4341,60.4341,60.4341,60.4341,60.4341,60.4341,60.4341,60.4341,60.4341,60.4346,60.4347,60.4346,60.4345,60.4343,60.4341,60.4335,60.4301,60.4305,60.4265,60.4259,60.429,60.4346,60.4321,60.4255,60.4344,60.4342,60.4266,60.4334,60.4316,60.4254,60.4342,60.4303,60.4305,60.4273,60.4343,60.4265,60.4343,60.4343,60.4343,60.4254,60.4254,60.4254,60.4356,60.4356,60.4356,60.4356,60.4264,60.4264,60.4264,60.4264,60.4347,60.4347,60.4347,60.4347,60.4347,60.4348,60.4287,60.4287,60.4287,60.4287,60.4287,60.4312,60.4343,60.4344,60.4269,60.4267,60.4311,60.4333,60.4337,60.4348,60.435,60.4288,60.4287,60.4343,60.4345,60.4256,60.4256
