Bus Number,Bus Name,Sub Name,Nom kV,Area Name,Latitude,Longitude
41452,OSTKNI12,Knight,500,NORTHWEST,46.1,-120.86
41451,OSTKNI11,Knight,500,NORTHWEST,46.1,-120.86
41450,KNIGHT,Knight,500,NORTHWEST,46.1,-120.86
40700,GRIMAL21,Grizzly Power,500,NORTHWEST,44.48,-121.02
40708,GRIMAL25,Grizzly Power,500,NORTHWEST,44.48,-121.02
40591,GRIJOH12,Grizzly Power,500,NORTHWEST,44.48,-121.02
40710,GRIMAL26,Grizzly Power,500,NORTHWEST,44.48,-121.02
40488,GRIZZ R3,Grizzly Power,500,NORTHWEST,44.48,-121.02
40702,GRIMAL22,Grizzly Power,500,NORTHWEST,44.48,-121.02
40489,GRIZZLY,Grizzly Power,500,NORTHWEST,44.48,-121.02
40588,GRIJOH11,Grizzly Power,500,NORTHWEST,44.48,-121.02
41046,MALSUM12,Summer Lake,500,NORTHWEST,43.01,-120.96
41043,SUMMER L,Summer Lake,500,NORTHWEST,43.01,-120.96
41054,PONSUM13,Summer Lake,500,NORTHWEST,43.01,-120.96
41052,PONSUM12,Summer Lake,500,NORTHWEST,43.01,-120.96
41044,MALSUM11,Summer Lake,500,NORTHWEST,43.01,-120.96
45040,CAPPON11,Captain Jack,500,NORTHWEST,42.08,-121.39
45041,CAPPON12,Captain Jack,500,NORTHWEST,42.08,-121.39
45042,CAPPON13,Captain Jack,500,NORTHWEST,42.08,-121.39
45043,CAPPON14,Captain Jack,500,NORTHWEST,42.08,-121.39
45044,CAPPON15,Captain Jack,500,NORTHWEST,42.08,-121.39
45046,CAPPON16,Captain Jack,500,NORTHWEST,42.08,-121.39
45035,CAPTJACK,Captain Jack,500,NORTHWEST,42.08,-121.39
41056,PONSUM14,Tacoma,500,NORTHWEST,47.26,-122.37
41058,RAVTAC11,Tacoma,500,NORTHWEST,47.26,-122.37
41051,TACOMA,Tacoma,500,NORTHWEST,47.26,-122.37
42703,S TWHI11,Tacoma,230,NORTHWEST,47.26,-122.37
41049,TACOMA N,Tacoma,230,NORTHWEST,47.26,-122.37
41053,S TACOMA SS,Tacoma,230,NORTHWEST,47.26,-122.37
41055,S TACOMA,Tacoma,230,NORTHWEST,47.26,-122.37
45197,MERIDINP,Meridian,500,NORTHWEST,49.31,-122.81
45199,DIXMER11,Meridian,500,NORTHWEST,49.31,-122.81
45195,MERIDINP,Meridian,230,NORTHWEST,49.31,-122.81
45096,ALVDIX11,Dixonville,500,NORTHWEST,43.21,-123.24
45095,DIXONVLE,Dixonville,500,NORTHWEST,43.21,-123.24
44900,DIXNV230,Dixonville,230,NORTHWEST,43.21,-123.24
45093,DIXONVLE,Dixonville,230,NORTHWEST,43.21,-123.24
45262,KFALLS,COB Energy Facility,500,NORTHWEST,42.2,-121.78
45161,KLAFALLS,COB Energy Facility,230,NORTHWEST,42.2,-121.78
47660,KLAM ADD,COB Energy Facility,13.8,NORTHWEST,42.2,-121.78
41048,PONSUM11,Ponderosa,500,NORTHWEST,44.23,-120.93
40837,PONDROSA,Ponderosa,500,NORTHWEST,44.23,-120.93
40834,PONDROSB,Ponderosa,500,NORTHWEST,44.23,-120.93
40838,PONDROSS,Ponderosa,230,NORTHWEST,44.23,-120.93
40836,PONDROSN,Ponderosa,230,NORTHWEST,44.23,-120.93
41050,TACOMA S,Ponderosa,230,NORTHWEST,44.23,-120.93
40706,GRIMAL24,Malin,500,NORTHWEST,42.01,-121.32
40704,GRIMAL23,Malin,500,NORTHWEST,42.01,-121.32
40688,MALIN R3,Malin,500,NORTHWEST,42.01,-121.32
40684,MALIN R1,Malin,500,NORTHWEST,42.01,-121.32
40687,MALIN,Malin,500,NORTHWEST,42.01,-121.32
45189,MALIN,Malin,230,NORTHWEST,42.01,-121.32
40451,GAR1EAST,Garrison,500,NORTHWEST,46.51,-112.89
40453,GAR2EAST,Garrison,500,NORTHWEST,46.51,-112.89
40459,GARRISON,Garrison,500,NORTHWEST,46.51,-112.89
41070,GARTAF12,Garrison,500,NORTHWEST,46.51,-112.89
41066,DWOTAF12,Garrison,500,NORTHWEST,46.51,-112.89
41072,GARTAF21,Garrison,500,NORTHWEST,46.51,-112.89
40457,GARRISON,Garrison,230,NORTHWEST,46.51,-112.89
40961,COUSCH21,Schultz,500,NORTHWEST,47.12,-120.51
40958,COUSCH11,Schultz,500,NORTHWEST,47.12,-120.51
40957,SCHULTZ,Schultz,500,NORTHWEST,47.12,-120.51
40960,COUSCH12,Schultz,500,NORTHWEST,47.12,-120.51
40962,COUSCH22,Schultz,500,NORTHWEST,47.12,-120.51
40974,RAVSCH12,Schultz,500,NORTHWEST,47.12,-120.51
40970,ECHSCH13,Schultz,500,NORTHWEST,47.12,-120.51
40593,GRIJOH22,Keeler,500,NORTHWEST,45.55,-122.89
40592,GRIJOH21,Keeler,500,NORTHWEST,45.55,-122.89
40601,KEELER,Keeler,500,NORTHWEST,45.55,-122.89
40599,KEELER W,Keeler,230,NORTHWEST,45.55,-122.89
40718,ASHMAR22,Ashe,500,NORTHWEST,46.48,-119.33
40719,ASHMAR23,Ashe,500,NORTHWEST,46.48,-119.33
40716,ASHMAR21,Ashe,500,NORTHWEST,46.48,-119.33
40062,ASHE R1,Ashe,500,NORTHWEST,46.48,-119.33
40061,ASHE,Ashe,500,NORTHWEST,46.48,-119.33
40058,WNP1,Ashe,230,NORTHWEST,46.48,-119.33
40064,TRS,Ashe,230,NORTHWEST,46.48,-119.33
40059,ASHE,Ashe,230,NORTHWEST,46.48,-119.33
40065,ASHE TAP,Ashe,230,NORTHWEST,46.48,-119.33
40002,A6,Ashe,230,NORTHWEST,46.48,-119.33
40003,A8,Ashe,230,NORTHWEST,46.48,-119.33
40001,A9,Ashe,230,NORTHWEST,46.48,-119.33
40060,ASHE F,Ashe,230,NORTHWEST,46.48,-119.33
40063,CGS,Ashe,25,NORTHWEST,46.48,-119.33
30005,ROUND MT,Round Mountain,500,PG AND E,40.81,-121.94
30245,ROUND MT,Round Mountain,230,PG AND E,40.81,-121.94
40381,ECHOLAKE,Echo Lake,500,NORTHWEST,47.49,-121.87
40964,ECHSCH11,Echo Lake,500,NORTHWEST,47.49,-121.87
40966,ECHSCH12,Echo Lake,500,NORTHWEST,47.49,-121.87
40711,ECHMAP11,Mcloughlin,500,NORTHWEST,45.34,-122.56
43314,MCLOUGE5,Mcloughlin,230,NORTHWEST,45.34,-122.56
43322,BIGMCL13,Mcloughlin,230,NORTHWEST,45.34,-122.56
43313,MCLOUGLN,Mcloughlin,230,NORTHWEST,45.34,-122.56
40096,BELL SC,Bell,500,NORTHWEST,47.75,-117.37
40091,BELL BPA,Bell,500,NORTHWEST,47.75,-117.37
41359,BELCOU51,Bell,230,NORTHWEST,47.75,-117.37
40626,BELLAN11,Bell,230,NORTHWEST,47.75,-117.37
40088,BELL S2,Bell,230,NORTHWEST,47.75,-117.37
40086,BELL S1,Bell,230,NORTHWEST,47.75,-117.37
40090,BELL S3,Bell,230,NORTHWEST,47.75,-117.37
40092,BELL S4,Bell,230,NORTHWEST,47.75,-117.37
40869,RAVER,Raver,500,NORTHWEST,47.34,-121.93
40972,RAVSCH11,Raver,500,NORTHWEST,47.34,-121.93
41060,RAVTAC12,Taft,500,NORTHWEST,47.45,-115.58
41057,TAFT,Taft,500,NORTHWEST,47.45,-115.58
41064,DWOTAF11,Taft,500,NORTHWEST,47.45,-115.58
41068,GARTAF11,Taft,500,NORTHWEST,47.45,-115.58
41062,BELTAF11,Dworshak,500,NORTHWEST,46.51,-116.3
40369,DWORSHAK,Dworshak,500,NORTHWEST,46.51,-116.3
40361,DWOR 1,Dworshak,13.8,NORTHWEST,46.51,-116.3
40365,DWOR 3,Dworshak,13.8,NORTHWEST,46.51,-116.3
40720,BUCMAR11,Buckley,500,NORTHWEST,45.23,-120.9
40155,BUCKLEY,Buckley,500,NORTHWEST,45.23,-120.9
60240,MIDPOINT,Midpoint,500,IDAHO,42.83,-114.42
60235,MIDPOINT,Midpoint,345,IDAHO,42.83,-114.42
60232,MIDPOINT,Midpoint,230,IDAHO,42.83,-114.42
40490,BUCGRI11,Greenbry,500,NORTHWEST,44.38,-123.11
40976,RAVSCH31,Selle,500,NORTHWEST,48.36,-116.53
40978,RAVSCH41,Selle,500,NORTHWEST,48.36,-116.53
40722,JOHMAR11,John Day Ph,500,NORTHWEST,45.71,-120.69
40585,JOHN DAY,John Day Ph,500,NORTHWEST,45.71,-120.69
44089,JDA PH4,John Day Ph,500,NORTHWEST,45.71,-120.69
44086,JDA PH1,John Day Ph,500,NORTHWEST,45.71,-120.69
44087,JDA PH2,John Day Ph,500,NORTHWEST,45.71,-120.69
44088,JDA PH3,John Day Ph,500,NORTHWEST,45.71,-120.69
40584,JOHN DAY,John Day Ph,230,NORTHWEST,45.71,-120.69
44078,JDA 1516,John Day Ph,13.8,NORTHWEST,45.71,-120.69
44073,JDA 0506,John Day Ph,13.8,NORTHWEST,45.71,-120.69
44071,JDA 0102,John Day Ph,13.8,NORTHWEST,45.71,-120.69
44072,JDA 0304,John Day Ph,13.8,NORTHWEST,45.71,-120.69
44074,JDA 0708,John Day Ph,13.8,NORTHWEST,45.71,-120.69
44075,JDA 0910,John Day Ph,13.8,NORTHWEST,45.71,-120.69
44076,JDA 1112,John Day Ph,13.8,NORTHWEST,45.71,-120.69
44077,JDA 1314,John Day Ph,13.8,NORTHWEST,45.71,-120.69
40712,ECHMAP12,Maple Valley,500,NORTHWEST,47.47,-122.19
40693,MAPLE VL,Maple Valley,500,NORTHWEST,47.47,-122.19
40691,MAPLE VL,Maple Valley,345,NORTHWEST,47.47,-122.19
40692,MAPLEV12,Maple Valley,230,NORTHWEST,47.47,-122.19
40689,MAPLE V3,Maple Valley,230,NORTHWEST,47.47,-122.19
45029,BURNS,Burns,500,NORTHWEST,43.68,-118.77
45030,BURSUM11,Burns,500,NORTHWEST,43.68,-118.77
43115,COYO M1,Coyote Springs,500,NORTHWEST,45.85,-119.67
43123,COYOTE,Coyote Springs,500,NORTHWEST,45.85,-119.67
43111,COYO G1,Coyote Springs,18,NORTHWEST,45.85,-119.67
48516,COYO G2,Coyote Springs,18,NORTHWEST,45.85,-119.67
43119,COYO S1,Coyote Springs,13.8,NORTHWEST,45.85,-119.67
48518,COYO S2,Coyote Springs,13.8,NORTHWEST,45.85,-119.67
40306,COVINGT5,Covington,500,NORTHWEST,47.35,-122.12
40302,COVINGT4,Covington,500,NORTHWEST,47.35,-122.12
40303,COVINGTW,Covington,230,NORTHWEST,47.35,-122.12
40304,COVINGTE,Covington,230,NORTHWEST,47.35,-122.12
46424,COVDUW11,Covington,230,NORTHWEST,47.35,-122.12
46416,COVCRE11,Covington,230,NORTHWEST,47.35,-122.12
40699,MARION,Marion,500,NORTHWEST,44.8,-122.7
40941,SANTIAM,Santiam,500,NORTHWEST,44.77,-122.67
40940,CHESAN11,Santiam,230,NORTHWEST,44.77,-122.67
40937,SANT TAP,Santiam,230,NORTHWEST,44.77,-122.67
40939,SANTIAM,Santiam,230,NORTHWEST,44.77,-122.67
43040,BETSAN11,Santiam,230,NORTHWEST,44.77,-122.67
40989,SLATT,Slatt,500,NORTHWEST,45.7,-120.15
40986,SLATT,Slatt,230,NORTHWEST,45.7,-120.15
40500,COUHAN11,Grand Coulee,500,NORTHWEST,47.95,-119
41741,COULEE21,Grand Coulee,500,NORTHWEST,47.95,-119
41740,COULEE20,Grand Coulee,500,NORTHWEST,47.95,-119
41739,COULEE19,Grand Coulee,500,NORTHWEST,47.95,-119
41744,COULEE24,Grand Coulee,500,NORTHWEST,47.95,-119
41743,COULEE23,Grand Coulee,500,NORTHWEST,47.95,-119
41742,COULEE22,Grand Coulee,500,NORTHWEST,47.95,-119
40287,COULEE,Grand Coulee,500,NORTHWEST,47.95,-119
40288,COULE R1,Grand Coulee,500,NORTHWEST,47.95,-119
40285,COULEE,Grand Coulee,300,NORTHWEST,47.95,-119
41754,COUL1418,Grand Coulee,230,NORTHWEST,47.95,-119
41751,COUL0105,Grand Coulee,230,NORTHWEST,47.95,-119
41752,COUL0609,Grand Coulee,230,NORTHWEST,47.95,-119
41753,COUL1013,Grand Coulee,230,NORTHWEST,47.95,-119
41358,COULEES3,Grand Coulee,230,NORTHWEST,47.95,-119
41356,COULEES1,Grand Coulee,230,NORTHWEST,47.95,-119
40280,COULE PG,Grand Coulee,230,NORTHWEST,47.95,-119
41357,COULEES2,Grand Coulee,230,NORTHWEST,47.95,-119
40295,COULEE21,Grand Coulee,15,NORTHWEST,47.95,-119
40293,COULEE20,Grand Coulee,15,NORTHWEST,47.95,-119
40291,COULEE19,Grand Coulee,15,NORTHWEST,47.95,-119
40298,COULEE24,Grand Coulee,15,NORTHWEST,47.95,-119
40297,COULEE23,Grand Coulee,15,NORTHWEST,47.95,-119
40296,COULEE22,Grand Coulee,15,NORTHWEST,47.95,-119
41724,COULEE04,Grand Coulee,13.8,NORTHWEST,47.95,-119
41721,COULEE01,Grand Coulee,13.8,NORTHWEST,47.95,-119
41732,COULEE12,Grand Coulee,13.8,NORTHWEST,47.95,-119
41731,COULEE11,Grand Coulee,13.8,NORTHWEST,47.95,-119
41730,COULEE10,Grand Coulee,13.8,NORTHWEST,47.95,-119
41728,COULEE08,Grand Coulee,13.8,NORTHWEST,47.95,-119
41727,COULEE07,Grand Coulee,13.8,NORTHWEST,47.95,-119
41726,COULEE06,Grand Coulee,13.8,NORTHWEST,47.95,-119
41723,COULEE03,Grand Coulee,13.8,NORTHWEST,47.95,-119
41733,COULEE13,Grand Coulee,13.8,NORTHWEST,47.95,-119
41725,COULEE05,Grand Coulee,13.8,NORTHWEST,47.95,-119
41735,COULEE15,Grand Coulee,13.8,NORTHWEST,47.95,-119
41734,COULEE14,Grand Coulee,13.8,NORTHWEST,47.95,-119
41722,COULEE02,Grand Coulee,13.8,NORTHWEST,47.95,-119
41738,COULEE18,Grand Coulee,13.8,NORTHWEST,47.95,-119
41737,COULEE17,Grand Coulee,13.8,NORTHWEST,47.95,-119
41736,COULEE16,Grand Coulee,13.8,NORTHWEST,47.95,-119
41729,COULEE09,Grand Coulee,13.8,NORTHWEST,47.95,-119
40809,OSTRNDER,Ostrander,500,NORTHWEST,45.36,-122.41
40810,OSTRNDER,Ostrander,230,NORTHWEST,45.36,-122.41
40973,SICKLER,Sickler,500,NORTHWEST,47.54,-120.28
40714,ALVMAR11,Alvey,500,NORTHWEST,44,-123.01
40051,ALVEY,Alvey,500,NORTHWEST,44,-123.01
40049,ALVEY,Alvey,230,NORTHWEST,44,-123.01
41401,ROCK CK,Rock Creek,500,NORTHWEST,45.91,-120.61
41402,ROCK CK,Rock Creek,230,NORTHWEST,45.91,-120.61
43485,ROUND BU,Round Butte,500,NORTHWEST,44.61,-121.28
43483,ROUNDB N,Round Butte,230,NORTHWEST,44.61,-121.28
43482,ROUNDB S,Round Butte,230,NORTHWEST,44.61,-121.28
43490,ROUND B3,Round Butte,13.8,NORTHWEST,44.61,-121.28
43486,ROUND B1,Round Butte,13.8,NORTHWEST,44.61,-121.28
43488,ROUND B2,Round Butte,13.8,NORTHWEST,44.61,-121.28
40499,HANFORD,Hanford,500,NORTHWEST,46.67,-119.57
41113,VANTAGE,Vantage,500,NORTHWEST,46.88,-119.94
48443,VANT AVA,Vantage,230,NORTHWEST,46.88,-119.94
41112,VANTAGES,Vantage,230,NORTHWEST,46.88,-119.94
41111,VANTAGEN,Vantage,230,NORTHWEST,46.88,-119.94
46184,WANAPM05,Vantage,13.8,NORTHWEST,46.88,-119.94
46188,WANAPM09,Vantage,13.8,NORTHWEST,46.88,-119.94
46186,WANAPM07,Vantage,13.8,NORTHWEST,46.88,-119.94
46185,WANAPM06,Vantage,13.8,NORTHWEST,46.88,-119.94
46187,WANAPM08,Vantage,13.8,NORTHWEST,46.88,-119.94
40827,PEARL,Pearl,500,NORTHWEST,47.27,-122.52
40826,PEARL W,Pearl,230,NORTHWEST,47.27,-122.52
40824,PEARL E,Pearl,230,NORTHWEST,47.27,-122.52
43773,PEARL #,Pearl,230,NORTHWEST,47.27,-122.52
43528,PEASHE11,Pearl,230,NORTHWEST,47.27,-122.52
43530,PEASHE12,Pearl,230,NORTHWEST,47.27,-122.52
40913,SACJAWEA,Sacajawea,500,NORTHWEST,46.24,-118.89
40917,SACJWA T,Sacajawea,500,NORTHWEST,46.24,-118.89
41138,WAUTOMA,Wautoma,500,NORTHWEST,46.51,-119.84
40996,BUCSLA11,Snohomish,500,NORTHWEST,47.92,-122.1
40993,SNOHOMS3,Snohomish,345,NORTHWEST,47.92,-122.1
40994,SNOHOMS4,Snohomish,345,NORTHWEST,47.92,-122.1
41330,SNOH S4,Snohomish,230,NORTHWEST,47.92,-122.1
41329,SNOH S3,Snohomish,230,NORTHWEST,47.92,-122.1
41328,SNOH S2,Snohomish,230,NORTHWEST,47.92,-122.1
41327,SNOH S1,Snohomish,230,NORTHWEST,47.92,-122.1
40666,CEN FERY,Central Ferry,500,NORTHWEST,46.6,-117.81
40664,CEN FERY,Central Ferry,230,NORTHWEST,46.6,-117.81
41311,CELILO1,Celilo Dc Converter Station,500,NORTHWEST,45.6,-121.11
41312,CELILO2,Celilo Dc Converter Station,500,NORTHWEST,45.6,-121.11
41314,CELILO4,Celilo Dc Converter Station,230,NORTHWEST,45.6,-121.11
41313,CELILO3,Celilo Dc Converter Station,230,NORTHWEST,45.6,-121.11
40111,BIG EDDY,Big Eddy,500,NORTHWEST,45.61,-121.11
41343,BIGEDDY3,Big Eddy,230,NORTHWEST,45.61,-121.11
41349,BIGCHE12,Big Eddy,230,NORTHWEST,45.61,-121.11
41345,BIGCHE11,Big Eddy,230,NORTHWEST,45.61,-121.11
41350,BIGCEL41,Big Eddy,230,NORTHWEST,45.61,-121.11
43317,BIGMCL11,Big Eddy,230,NORTHWEST,45.61,-121.11
41344,BIGCEL31,Big Eddy,230,NORTHWEST,45.61,-121.11
41342,BIGEDDY2,Big Eddy,230,NORTHWEST,45.61,-121.11
41341,BIGEDDY1,Big Eddy,230,NORTHWEST,45.61,-121.11
43320,BIGMCL12,Big Eddy,230,NORTHWEST,45.61,-121.11
40107,BIG EDDY,Big Eddy,115,NORTHWEST,45.61,-121.11
41095,TROUTDAL,Troutdale,500,NORTHWEST,45.56,-122.4
41094,TROUTD W,Troutdale,230,NORTHWEST,45.56,-122.4
45303,TROUTPP2,Troutdale,230,NORTHWEST,45.56,-122.4
41092,TROUTD E,Troutdale,230,NORTHWEST,45.56,-122.4
45301,TROUTPP1,Troutdale,230,NORTHWEST,45.56,-122.4
43049,BOARD F,Boardman (PGE),500,NORTHWEST,45.69,-119.81
40123,BOARD T2,Boardman (PGE),230,NORTHWEST,45.69,-119.81
40121,BOARD T1,Boardman (PGE),230,NORTHWEST,45.69,-119.81
40129,BOARDMAN,Boardman (PGE),230,NORTHWEST,45.69,-119.81
43047,BOARD F,Boardman (PGE),24,NORTHWEST,45.69,-119.81
40233,CHIEF JO,Chief Joseph,500,NORTHWEST,47.99,-119.65
44166,CHJ PH5,Chief Joseph,500,NORTHWEST,47.99,-119.65
44167,CHJ PH6,Chief Joseph,500,NORTHWEST,47.99,-119.65
40750,CHIMON11,Chief Joseph,500,NORTHWEST,47.99,-119.65
40225,CHIEF J4,Chief Joseph,345,NORTHWEST,47.99,-119.65
40223,CHIEF J3,Chief Joseph,345,NORTHWEST,47.99,-119.65
44164,CHJ PH3,Chief Joseph,230,NORTHWEST,47.99,-119.65
44165,CHJ PH4,Chief Joseph,230,NORTHWEST,47.99,-119.65
44162,CHJ PH1,Chief Joseph,230,NORTHWEST,47.99,-119.65
44163,CHJ PH2,Chief Joseph,230,NORTHWEST,47.99,-119.65
40232,CHIEF J2,Chief Joseph,230,NORTHWEST,47.99,-119.65
40230,CHIEF J1,Chief Joseph,230,NORTHWEST,47.99,-119.65
44148,CHJ 1516,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44146,CHJ 1112,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44147,CHJ 1314,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44145,CHJ 0910,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44142,CHJ 0304,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44144,CHJ 0708,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44141,CHJ 0102,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44143,CHJ 0506,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44154,CHJ 2627,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44153,CHJ 25,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44150,CHJ 1920,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44152,CHJ 2324,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44151,CHJ 2122,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
44149,CHJ 1718,Chief Joseph,13.8,NORTHWEST,47.99,-119.65
40683,LOW MON,Lower Monumental,500,NORTHWEST,46.55,-118.54
