Bus Number,Bus Name,Sub Name,Nom kV,Area Name,Latitude,Longitude
46415,CRESTON,Creston,230,NORTHWEST,47.51,-122.27
40909,SACHEEN,Sacheen,230,NORTHWEST,48.18,-117.28
46463,NORTHMTN,North Mountain,230,NORTHWEST,48.21,-121.93
46465,NORSNO11,North Mountain,230,NORTHWEST,48.21,-121.93
43089,CARVER,Carver,230,NORTHWEST,45.4,-122.53
48357,RATHDRUM,Rathdrum Power LLC,230,NORTHWEST,47.79,-116.92
40019,ADDY S,Addy,230,NORTHWEST,48.33,-117.83
40021,ADDY N,Addy,230,NORTHWEST,48.33,-117.83
41021,ST JOHNS,St. Johns,230,NORTHWEST,45.6,-122.75
41276,WESTBPA2,Munro BPA System Control Center,230,NORTHWEST,47.75,-117.38
48463,WEST,Munro BPA System Control Center,230,NORTHWEST,47.75,-117.38
41275,WESTBPA1,Munro BPA System Control Center,230,NORTHWEST,47.75,-117.38
48037,BENEWAH,Benewah,230,NORTHWEST,47.35,-117.03
44276,BETTASRD,Kittitas Valley Wind Power Project,230,NORTHWEST,47.06,-120.41
47329,EECLOUSE,Goodnoe Hills East,230,NORTHWEST,45.83,-120.74
47687,GEP G1,Goodnoe Hills East,18,NORTHWEST,45.83,-120.74
47688,GEC S1,Goodnoe Hills East,13.8,NORTHWEST,45.83,-120.74
40039,ALFALFA,Alfalfa,230,NORTHWEST,46.3,-120.22
42568,BALDI,Baldi,230,NORTHWEST,47.21,-121.69
46163,WAHLUKE,Wahluke (GP),230,NORTHWEST,46.73,-119.76
46001,ANC LK T,Ancient Lake,230,NORTHWEST,47.12,-119.93
46005,ANCIENTL,Ancient Lake,230,NORTHWEST,47.12,-119.93
40905,ROUNDUP,Roundup,230,NORTHWEST,45.64,-118.75
40319,CUSICK,Cusick,230,NORTHWEST,48.33,-117.37
47096,CUSUSK11,Cusick,230,NORTHWEST,48.33,-117.37
46860,AYORK230,Andrew York,230,NORTHWEST,,
40094,ADDBEL11,Tap,230,NORTHWEST,47.88,-117.44
46427,EASTPINE,Eastpine,230,NORTHWEST,47.61,-122.3
46417,DELRIDGE,Delridge,230,NORTHWEST,47.55,-122.37
41321,MARC SW2,Marcola,230,NORTHWEST,44.19,-122.84
47284,MARCOLA,Marcola,230,NORTHWEST,44.19,-122.84
48249,MOSCOW,Moscow,230,NORTHWEST,46.74,-116.94
46405,BOTSNO21,Bothell,230,NORTHWEST,47.86,-122.18
46403,BOTHELL,Bothell,230,NORTHWEST,47.86,-122.18
46406,BOTSNO21,Bothell,230,NORTHWEST,47.86,-122.18
46445,SOUTH,South,230,NORTHWEST,47.57,-122.33
26094,SYLMARLA,Sylmar,230,LADWP,34.31,-118.48
26099,SYLMAR2,Sylmar,230,LADWP,34.31,-118.48
24147,SYLMAR S,Sylmar,230,LADWP,34.31,-118.48
26097,SYLMAR1,Sylmar,230,LADWP,34.31,-118.48
45229,OUTLOOK,Outlook,230,NORTHWEST,46.38,-120.08
42503,OBRIEN,O'Brien,230,NORTHWEST,47.4,-122.24
40261,COLUMBIA N,Columbia,230,NORTHWEST,47.29,-120.08
46809,MCKENZIE,McKenzic,230,NORTHWEST,47.34,-120.1
46807,MCKENZIN,McKenzic,115,NORTHWEST,47.34,-120.1
40348,DIXON MV,Dixon,230,NORTHWEST,47.35,-114.32
40375,E SPRING,Springfield,230,NORTHWEST,44.04,-123
47091,USK,Usk,230,NORTHWEST,48.29,-117.27
46435,MASS,Massachusetts,230,NORTHWEST,47.59,-122.34
44996,HANNATAP,Hanna,230,NORTHWEST,42.94,-123.42
44995,NICKLMTN,Hanna,230,NORTHWEST,42.94,-123.42
40881,RESTN TP,Reston,230,NORTHWEST,43.18,-123.56
40883,RESTON,Reston,230,NORTHWEST,43.18,-123.56
65420,DAVEJOHN,Johnston,230,PACE,42.84,-105.78
65445,DAVEJON4,Johnston,22,PACE,42.84,-105.78
43229,HARBORTN,Harorton,230,NORTHWEST,45.62,-122.8
40867,RATTLE S,Rattlesnake Switchyard,230,NORTHWEST,46.92,-113.97
41061,TAHKNICH,Tahkenitch,230,NORTHWEST,43.74,-124.08
43459,RIVRGATE,Rivergate,230,NORTHWEST,45.61,-122.77
40513,HASKILL,Haskill,230,NORTHWEST,48.11,-114.64
40673,LONGVW T,Longview,230,NORTHWEST,46.14,-122.99
40671,LONGVIEW,Longview,230,NORTHWEST,46.14,-122.99
47441,CHEMICAL,Longview,230,NORTHWEST,46.14,-122.99
40672,LONGVANX,Longview,230,NORTHWEST,46.14,-122.99
40487,GREENVLT,Green Valley,230,NORTHWEST,43.42,-123.36
42312,CASCADEP,Cascade,230,NORTHWEST,37.53,-107.79
46408,BOTHRN11,Horseranch,230,NORTHWEST,48,-122.11
40963,HRTAP MS,Horseranch,230,NORTHWEST,48,-122.11
42324,HORHRT11,Horseranch,230,NORTHWEST,48,-122.11
42320,HORSRNCH,Horseranch,230,NORTHWEST,48,-122.11
42321,HRNCHTAP,Horseranch,230,NORTHWEST,48,-122.11
40185,CASCADTP,Newberg,230,NORTHWEST,45.34,-123
41156,CASCAS11,Newberg,230,NORTHWEST,45.34,-123
46156,ROCKYFD,Rocky Ford,230,NORTHWEST,38.05,-103.72
40701,MARTINTP,Martin Creek,230,NORTHWEST,43.74,-123.12
40705,MARTN CR,Martin Creek,230,NORTHWEST,43.74,-123.12
48524,BOULDER,Boulder Park,230,NORTHWEST,47.7,-117.15
43329,MONITOR,Monitor,230,NORTHWEST,45.18,-122.67
46407,BOTSAM11,Sammamish,230,NORTHWEST,47.69,-122.15
42318,SAMMSH W,Sammamish,230,NORTHWEST,47.69,-122.15
42300,SAMMAMSH,Sammamish,230,NORTHWEST,47.69,-122.15
42319,SAMMSH E,Sammamish,230,NORTHWEST,47.69,-122.15
40573,INTALCO,Intalco,230,NORTHWEST,48.85,-122.7
47440,HYCOM,Norpac,230,NORTHWEST,46.16,-123.01
47439,NORPAC,Norpac,230,NORTHWEST,46.16,-123.01
40621,LAGRANDE,LaGrande,230,NORTHWEST,45.34,-118.03
41155,CASCADSTL,Windishar,230,NORTHWEST,45.23,-123.17
41141,WENDSON,Wendson,230,NORTHWEST,44.01,-124.01
47595,GRYSHBR1,Grays Harbor Energy Facility,230,NORTHWEST,47,-123.48
47598,GRYHB S1,Grays Harbor Energy Facility,18,NORTHWEST,47,-123.48
47597,GRYHB G2,Grays Harbor Energy Facility,18,NORTHWEST,47,-123.48
47596,GRYHB G1,Grays Harbor Energy Facility,18,NORTHWEST,47,-123.48
45153,ISTHMUS,Isthmus,230,NORTHWEST,43.34,-124.19
47677,MINTFARM,Mint Farm Energy Center LLC,230,NORTHWEST,46.14,-122.99
47675,MNTFRM G,Mint Farm Energy Center LLC,18,NORTHWEST,46.14,-122.99
47676,MNTFRM S,Mint Farm Energy Center LLC,13.8,NORTHWEST,46.14,-122.99
40557,HUNGRY H,Hungry Horse,230,NORTHWEST,48.34,-114.02
40555,HUNGHR12,Hungry Horse,13.8,NORTHWEST,48.34,-114.02
66725,WYODAK,Wyodak,230,PACE,44.29,-105.39
66730,WYODAK 1,Wyodak,22,PACE,44.29,-105.39
48025,BEACON N,Beacon (Spokane),230,NORTHWEST,47.68,-117.34
48031,BEACON S,Beacon (Spokane),230,NORTHWEST,47.68,-117.34
46164,FRENCHMN,Frenchman Hills (USBR),230,NORTHWEST,46.95,-119.58
40095,BELLNGHM,Bellingham Division,230,NORTHWEST,48.8,-122.42
46633,CANYONTA,Canyon Rd-Tacoma (evi),230,NORTHWEST,47.1,-122.36
47578,FREDST,Frederickson (PSPL),230,NORTHWEST,47.08,-122.36
42720,FREDRICK,Frederickson (PSPL),115,NORTHWEST,47.08,-122.36
47577,FREDST G,Frederickson (PSPL),18,NORTHWEST,47.08,-122.36
47576,FREDST S,Frederickson (PSPL),13.8,NORTHWEST,47.08,-122.36
42722,FREDERC2,Frederickson (PSPL),13.8,NORTHWEST,47.08,-122.36
42721,FREDERC1,Frederickson (PSPL),13.8,NORTHWEST,47.08,-122.36
40977,SIFT TP2,Sifton,230,NORTHWEST,45.65,-122.5
40975,SIFT TP1,Sifton,230,NORTHWEST,45.65,-122.5
40983,SIFTON 2,Sifton,230,NORTHWEST,45.65,-122.5
40981,SIFTON 1,Sifton,230,NORTHWEST,45.65,-122.5
42412,KLAHANIE,Klahanie,230,NORTHWEST,47.57,-122.12
42417,KLASAM11,Klahanie,230,NORTHWEST,47.57,-122.12
40651,LEXINGTN,Lexington,230,NORTHWEST,46.18,-122.91
46642,S_TAC-SW,Southwest,230,NORTHWEST,47.19,-122.49
46645,SOUTHWST,Southwest,230,NORTHWEST,47.19,-122.49
40875,RDMND_E,Redmond,230,NORTHWEST,44.27,-121.17
40876,RDMND_W,Redmond,230,NORTHWEST,44.27,-121.17
40403,FAIRMONT,Fairmount,230,NORTHWEST,47.98,-122.88
41165,WREN,Wren,230,NORTHWEST,44.59,-123.51
46162,BKSAND T,Black,230,NORTHWEST,46.95,-119.62
46161,BK SANDS,Black,230,NORTHWEST,46.95,-119.62
40033,ALCOA,Alcoa,230,NORTHWEST,45.65,-122.73
41083,TOLEDO,Toledo,230,NORTHWEST,44.62,-123.92
43039,BETHEL,Bethel (PGE),230,NORTHWEST,44.97,-122.91
45111,FRY,Fry,230,NORTHWEST,44.59,-123.04
40248,COL FALL E,Columbia Falls,230,NORTHWEST,48.36,-114.14
40249,COL FALL W,Columbia Falls,230,NORTHWEST,48.36,-114.14
40851,POTHOLES,Potholes,230,NORTHWEST,47.11,-119.53
46166,POTHOLEG,Potholes,230,NORTHWEST,47.11,-119.53
40011,ABERDN 2,Aberdeen,230,NORTHWEST,46.98,-123.85
40009,ABERDEEN,Aberdeen,230,NORTHWEST,46.98,-123.85
40267,CONKELLY,Con Kelley,230,NORTHWEST,48.39,-114.13
47360,TRUMB CR,Trumble Creek,230,NORTHWEST,48.4,-114.21
40181,CARLTON,Carlton,230,NORTHWEST,45.28,-123.15
40357,DRISCOLT,Driscoll,230,NORTHWEST,46.15,-123.41
40355,DRISCOLL,Driscoll,230,NORTHWEST,46.15,-123.41
47367,LAKESD F,Lakeside,230,NORTHWEST,47.92,-114.27
45588,PARISHGP,Parish Gap,230,NORTHWEST,44.73,-122.83
47260,WAUNA,Wauna,230,NORTHWEST,46.15,-123.41
42103,SEDRO NT,Sedro Woolley,230,NORTHWEST,48.51,-122.2
42102,SEDBEL11,Sedro Woolley,230,NORTHWEST,48.51,-122.2
42100,SEDRO,Sedro Woolley,230,NORTHWEST,48.51,-122.2
45031,CALAPOYA,Calapooya,230,NORTHWEST,44.38,-123.01
47359,LION MTN,Lion Mountain,230,NORTHWEST,48.1,-114.25
40971,SHELTON,Shelton,230,NORTHWEST,47.23,-123.12
42903,S.BSHE11,Shelton,230,NORTHWEST,47.23,-123.12
46043,MAE VL T,Mac Valley,230,NORTHWEST,47.19,-119.44
46041,MAE VL,Mac Valley,230,NORTHWEST,47.19,-119.44
45089,DIA HILL,Diamond Hill,230,NORTHWEST,44.25,-123.05
40421,FLATHEAD,Flathead,230,NORTHWEST,48.29,-114.24
46291,MCKEN TP,McKenzie,230,NORTHWEST,44.09,-123.04
46293,MCKENZEW,McKenzie,230,NORTHWEST,44.09,-123.04
40845,PORT ANG,Port Angeles,230,NORTHWEST,48.1,-123.42
40839,PORT AN2,Port Angeles,230,NORTHWEST,48.1,-123.42
40099,BENTON,Benton,230,NORTHWEST,46.46,-119.27
45245,POMONA H,Pamona Heights,230,NORTHWEST,46.62,-120.47
40767,MURRAY,Murray,230,NORTHWEST,48.15,-122.08
40613,KITSAP,Kitsap,230,NORTHWEST,47.53,-122.7
40615,KITSAP 2,Kitsap,230,NORTHWEST,47.53,-122.7
42306,MONNOV11,Novelty,230,NORTHWEST,47.69,-121.85
42304,NOVELTY,Novelty,230,NORTHWEST,47.69,-121.85
45239,PILOTBT,Pilot Butte,230,NORTHWEST,43.2,-108.76
46089,SANDUNES,Sand Dunes,230,NORTHWEST,47.15,-119.28
40505,HAPPY V,Happy Valley,230,NORTHWEST,43.55,-116.51
46152,MCDONALD,McDonald,230,NORTHWEST,47.15,-119.22
45317,UNIONGAP,Union Gap,230,NORTHWEST,46.56,-120.49
46151,LARSON,Larson,230,NORTHWEST,47.19,-119.28
40243,CLATSOP,Clatsop,230,NORTHWEST,46.14,-123.84
40443,FRANKLIN,Franklin,230,NORTHWEST,46.23,-119.04
46158,SIELER,Sieler,230,NORTHWEST,47.17,-119.16
46157,WHEELSWD,Wheeler,230,NORTHWEST,47.18,-119.23
46160,WHEELERG,Wheeler,230,NORTHWEST,47.18,-119.23
46144,SILIC TP,Silicon,230,NORTHWEST,47.21,-119.23
46143,SILICON,Silicon,230,NORTHWEST,47.21,-119.23
46159,UPPER C,Upper Coulee,230,NORTHWEST,47.22,-119.16
24350,HIDESERT,Hi Desert,230,SOCALIF,34.14,-116.18
29000,HIDEDST1,Hi Desert,20,SOCALIF,34.14,-116.18
42113,FREDONIA,Fredonia (PSPL),230,NORTHWEST,48.56,-122.33
42110,FREDONIA,Fredonia (PSPL),115,NORTHWEST,48.56,-122.33
42111,FREDONA1,Fredonia (PSPL),13.8,NORTHWEST,48.56,-122.33
42112,FREDONA2,Fredonia (PSPL),13.8,NORTHWEST,48.56,-122.33
42115,FREDONA4,Fredonia (PSPL),13.8,NORTHWEST,48.56,-122.33
42114,FREDONA3,Fredonia (PSPL),13.8,NORTHWEST,48.56,-122.33
42900,S.BREM,South Bremerton,230,NORTHWEST,47.56,-122.65
41075,TILLAMOK,Tillamook,230,NORTHWEST,45.46,-123.83
42104,MARCH PT,March Point Cogeneration Compa,230,NORTHWEST,48.47,-122.57
40635,LAPINE,La Pine,230,NORTHWEST,43.61,-121.47
40027,ALBANY,Albany,230,NORTHWEST,44.62,-123.13
38951,TBC_POT2,Potrero,180.5,PG AND E,37.76,-122.39
38953,TBC_POT1,Potrero,115,PG AND E,37.76,-122.39
65192,BONANZA,Bonanza,138,PACE,40.09,-109.29
65191,BONANZA,Bonanza,24,PACE,40.09,-109.29
45353,YALE,Yale,115,NORTHWEST,45.96,-122.34
45351,YALE GEN,Yale,13.2,NORTHWEST,45.96,-122.34
46805,CHELAN,Chelan,115,NORTHWEST,47.81,-119.99
46803,CHELAN,Chelan,11,NORTHWEST,47.81,-119.99
42030,TERRELL,Terrell Creek,115,NORTHWEST,48.83,-122.53
42033,FERNDL L,Terrell Creek,13.8,NORTHWEST,48.83,-122.53
42031,FERNDL 1,Terrell Creek,13.8,NORTHWEST,48.83,-122.53
42032,FERNDL 2,Terrell Creek,13.8,NORTHWEST,48.83,-122.53
40569,ICE HAR3,Ice Harbor,115,NORTHWEST,46.25,-118.88
40567,ICE HAR2,Ice Harbor,115,NORTHWEST,46.25,-118.88
40565,ICE HAR1,Ice Harbor,115,NORTHWEST,46.25,-118.88
40561,ICE H2-3,Ice Harbor,13.8,NORTHWEST,46.25,-118.88
40563,ICE H3-5,Ice Harbor,13.8,NORTHWEST,46.25,-118.88
40559,ICE H1-1,Ice Harbor,13.8,NORTHWEST,46.25,-118.88
46769,ST_PAUL,Simpson,115,NORTHWEST,47.29,-122.33
46606,SIMP_GEN,Simpson,13.8,NORTHWEST,47.29,-122.33
42010,ENSERCH,Encogen NW,115,NORTHWEST,48.75,-122.48
42014,ENSERCHL,Encogen NW,13.8,NORTHWEST,48.75,-122.48
42040,WHITHORN,Whitehorn,115,NORTHWEST,48.89,-122.75
42043,WHITHRN3,Whitehorn,13.8,NORTHWEST,48.89,-122.75
42042,WHITHRN2,Whitehorn,13.8,NORTHWEST,48.89,-122.75
48175,KETTLEAV,Kettle Falls,115,NORTHWEST,48.62,-118.11
48173,KETTLEAV,Kettle Falls,13.8,NORTHWEST,48.62,-118.11
42020,SUMAS CG,Sumas Cogeneration Company LP,115,NORTHWEST,48.99,-122.27
42021,SUMAS 1,Sumas Cogeneration Company LP,13.8,NORTHWEST,48.99,-122.27
44980,CAMASSW,Camas,69,NORTHWEST,45.58,-122.38
70777,COMAN_3,Comanche,27,PSCOLORADO,38.27,-104.62
70119,COMAN_1,Comanche,24,PSCOLORADO,38.27,-104.62
70120,COMAN_2,Comanche,24,PSCOLORADO,38.27,-104.62
24107,ORMOND1G,Ormond Beach,26,SOCALIF,34.13,-119.17
15981,NAVAJO 1,Navajo (SRP),26,ARIZONA,36.9,-111.39
15983,NAVAJO 3,Navajo (SRP),26,ARIZONA,36.9,-111.39
15982,NAVAJO 2,Navajo (SRP),26,ARIZONA,36.9,-111.39
36412,DIABLO 2,Diablo Canyon,25,PG AND E,35.22,-120.85
36411,DIABLO 1,Diablo Canyon,25,PG AND E,35.22,-120.85
33107,DEC STG1,Delta Energy Center (CPN),24,PG AND E,38.02,-121.85
54130,SUND#3GN,Sundance,25,ALBERTA,53.51,-114.55
54345,SUND#5GN,Sundance,20,ALBERTA,53.51,-114.55
54350,SUND#6GN,Sundance,20,ALBERTA,53.51,-114.55
54342,SUND#4GN,Sundance,20,ALBERTA,53.51,-114.55
70350,RAWHIDE,Rawhide,24,PSCOLORADO,40.86,-105.02
54403,KEEP#3GN,Keephills,22,ALBERTA,53.45,-114.45
54424,KEEP#2GN,Keephills,19,ALBERTA,53.45,-114.45
54422,KEEP#1GN,Keephills,19,ALBERTA,53.45,-114.45
70591,RMEC3,Rocky Mountain Energy Center,23,PSCOLORADO,40.09,-104.6
14914,FCNGN4CC,Four Corners (AZPS),22,ARIZONA,36.69,-108.49
14915,FCNGN5CC,Four Corners (AZPS),22,ARIZONA,36.69,-108.49
54490,GENES 39,Genesee,22,ALBERTA,53.35,-114.31
54492,GENES 29,Genesee,20.5,ALBERTA,53.35,-114.31
54491,GENES 19,Genesee,20.5,ALBERTA,53.35,-114.31
70106,CHEROK4,Cherokee (PSCO),22,PSCOLORADO,39.81,-104.97
14903,CHOLLA4,Cholla,22,ARIZONA,34.94,-110.3
16519,SPR GEN4,Springerville,21,ARIZONA,34.31,-109.16
16500,SPR GEN1,Springerville,19,ARIZONA,34.31,-109.16
16501,SPR GEN2,Springerville,19,ARIZONA,34.31,-109.16
70310,PAWNEE,Pawnee,22,PSCOLORADO,40.22,-103.68
70409,ST.VRAIN,Fort St. Vrain,22,PSCOLORADO,40.24,-104.87
22981,TDM STG,Imperial Valley (Drew),21,SANDIEGO,32.72,-115.71
18407,HIGGINS3,Arden,21,NEVADA,36.01,-115.21
55497,BAT #5,Battle River,21,ALBERTA,52.47,-112.14
30000,PTSB  7,Pittsburg (MIR),20,PG AND E,38.04,-121.9
29041,IEEC-G1,Inland Empire Energy,19.5,SOCALIF,33.74,-117.17
15971,CORONAD1,Coronado,22,ARIZONA,34.58,-109.28
15972,CORONAD2,Coronado,22,ARIZONA,34.58,-109.28
55482,SHEER 1,Sheerness,19,ALBERTA,51.44,-111.79
55487,SHEER 29,Sheerness,19,ALBERTA,51.44,-111.79
76404,DRYFORK,Dry Fork Station,19,WAPA R.M.,44.29,-105.5
24004,ALAMT4 G,AES Alamitos,18,SOCALIF,33.77,-118.1
24053,MTNVIST4,Etiwanda,18,SOCALIF,34.09,-117.53
24052,MTNVIST3,Etiwanda,18,SOCALIF,34.09,-117.53
24926,MNTV-ST2,Mountainview Power,18,SOCALIF,34.08,-117.24
24923,MNTV-ST1,Mountainview Power,18,SOCALIF,34.08,-117.24
45448,KFALLCT1,Klamath Falls,18,NORTHWEST,42.19,-121.82
45447,KFALL ST,Klamath Falls,18,NORTHWEST,42.19,-121.82
15166,MES-ST1,Mesquite Power,18,ARIZONA,33.35,-112.86
15169,MES-ST2,Mesquite Power,18,ARIZONA,33.35,-112.86
47216,RVR RD C,River Road,18,NORTHWEST,45.62,-122.7
31925,COLUSST1,Tap,18,PG AND E,36.45,-119.9
50637,MCA 16G1,Mica,16,B.C.HYDRO,52.05,-118.5
50638,MCA 16G2,Mica,16,B.C.HYDRO,52.05,-118.5
50639,MCA 16G3,Mica,16,B.C.HYDRO,52.05,-118.5
50640,MCA 16G4,Mica,16,B.C.HYDRO,52.05,-118.5
51715,REV LDC5,Revelstoke,16,B.C.HYDRO,50.98,-118.18
51603,REV LDC3,Revelstoke,16,B.C.HYDRO,50.98,-118.18
51604,REV LDC4,Revelstoke,16,B.C.HYDRO,50.98,-118.18
51602,REV LDC2,Revelstoke,16,B.C.HYDRO,50.98,-118.18
51601,REV LDC1,Revelstoke,16,B.C.HYDRO,50.98,-118.18
51032,REV 16G5,Revelstoke,16,B.C.HYDRO,50.98,-118.18
50646,REV 13G3,Revelstoke,16,B.C.HYDRO,50.98,-118.18
50647,REV 13G4,Revelstoke,16,B.C.HYDRO,50.98,-118.18
50644,REV 13G1,Revelstoke,16,B.C.HYDRO,50.98,-118.18
50645,REV 13G2,Revelstoke,16,B.C.HYDRO,50.98,-118.18
79150,GLENC1-2,Glen Canyon,13.8,ARIZONA,36.93,-111.49
79151,GLENC3-4,Glen Canyon,13.8,ARIZONA,36.93,-111.49
79152,GLENC5-6,Glen Canyon,13.8,ARIZONA,36.93,-111.49
41306,LOST CRK,Lost Creek,13.8,NORTHWEST,42.67,-122.68
42124,UP BAKER,Upper Baker,13.8,NORTHWEST,48.65,-121.69
50504,GMS13G10,Gordon M. Shrum,13.8,B.C.HYDRO,56.01,-122.2
50502,GMS 13G8,Gordon M. Shrum,13.8,B.C.HYDRO,56.01,-122.2
50501,GMS 13G7,Gordon M. Shrum,13.8,B.C.HYDRO,56.01,-122.2
50500,GMS 13G6,Gordon M. Shrum,13.8,B.C.HYDRO,56.01,-122.2
42121,LO BAKER,Lower Baker,13.8,NORTHWEST,48.54,-121.73
25102,MRCHNT23,Merchant,13.8,SOCALIF,35.79,-114.99
46791,CUSHMN2,Cushman 2,12.6,NORTHWEST,47.37,-123.16
46210,CARMEN,Carmen Smith,11.5,NORTHWEST,44.34,-122
46814,ROCKI U6,Rock Island Powerhouse,6.9,NORTHWEST,47.35,-120.09
46812,ROCKI U5,Rock Island Powerhouse,6.9,NORTHWEST,47.35,-120.09
46822,ROCKI U8,Rock Island Powerhouse,6.9,NORTHWEST,47.35,-120.09
46804,ROCKI U2,Rock Island Powerhouse,6.9,NORTHWEST,47.35,-120.09
46820,ROCKI U7,Rock Island Powerhouse,6.9,NORTHWEST,47.35,-120.09
46802,ROCKI U1,Rock Island Powerhouse,6.9,NORTHWEST,47.35,-120.09
46806,ROCKI U3,Rock Island Powerhouse,6.9,NORTHWEST,47.35,-120.09
46810,ROCKI U4,Rock Island Powerhouse,6.9,NORTHWEST,47.35,-120.09
