Bus,,,,,,,,,,,,,,,,,,
Number,Name,Sub ID,Sub Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Load MW,Load Mvar,Gen MW,Sub Num,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num
47861,S HRLBRT,3349561028,Shepherds Flat Wind Farm,NORTHWEST,230,1.03309,237.611,-11.89,,,,349561028,,,0.01,14.94,40,404
47082,RAPIDS,3353098074,Tap,NORTHWEST,230,1.03309,237.61,-5.23,,,,353098074,,,29.45,-6.18,40,403
45113,GLENDL,3337413533,Glendale,NORTHWEST,230,1.03295,237.578,-39.4,17.23,5.35,,337413533,,,0,0,40,481
41348,MIDWAYB3,3337418164,Midway,NORTHWEST,230,1.03288,237.563,-8.45,,,,337418164,,,0,0,40,404
40519,HATWAI,3337414433,Hatwai,NORTHWEST,230,1.03288,237.562,-1.56,,,,337414433,,,0,0,40,444
41346,MIDWAYB1,3337418164,Midway,NORTHWEST,230,1.03281,237.546,-8.43,,,,337418164,,,0,0,40,404
41347,MIDWAYB2,3337418164,Midway,NORTHWEST,230,1.03276,237.536,-8.43,,,,337418164,,,63.14,23.91,40,404
47860,N HRLBRT,3349561028,Shepherds Flat Wind Farm,NORTHWEST,230,1.03275,237.532,-11.89,,,,349561028,,,0.01,13.22,40,404
47849,SHPD FLT,3349561028,Shepherds Flat Wind Farm,NORTHWEST,230,1.03271,237.523,-11.89,,,,349561028,,,0,0,40,404
43348,MURRAY H,3352750182,Murryhill,NORTHWEST,230,1.03269,237.518,-32.01,,,,352750182,,,206.01,6.19,40,451
46625,MAYFIELD,3337417739,Mayfield,NORTHWEST,230,1.03267,237.514,-21.08,,,,337417739,,,-42.78,0.87,40,466
48197,LOLO,3337416974,Lolo,NORTHWEST,230,1.03264,237.507,-3.27,,,,337416974,,,101.08,15.06,40,444
43541,ST MARYS,3337424093,St. Marys,NORTHWEST,230,1.03253,237.481,-32.49,,,,337424093,,,617.62,56.07,40,451
46609,COWLITZ,3337410218,Cowlitz,NORTHWEST,230,1.03253,237.481,-24.84,,,,337410218,,,230.11,-2.42,40,466
48385,SHAWNEE,3337423199,Shawnee,NORTHWEST,230,1.03246,237.467,-2.86,,,,337423199,,,79.45,-4.13,40,446
40219,CHENOWTH,3337409220,Chenoweth,NORTHWEST,230,1.03245,237.463,-18.74,,,,337409220,,,65.08,-86.01,40,404
46045,MATTAWA,30004092,Mattawa,NORTHWEST,230,1.03242,237.457,-7.23,17.83,0.8,,30004092,,,0,0,40,482
42500,TALBOT N,3337424742,Talbot,NORTHWEST,230,1.03241,237.455,-24.46,,,,337424742,,,243.1,-75.39,40,428
40598,KEELER E,,,NORTHWEST,230,1.03218,237.401,-31.66,,,,,,-77.93,79,18.79,40,401
46630,MOSSYRCK,3337409201,Chehalis,NORTHWEST,230,1.03197,237.353,-21.23,,,,337409201,,,0,0,40,466
43597,TROJAN,3337429314,Trojan,NORTHWEST,230,1.03193,237.345,-23.88,,,,337429314,,,0,0,40,451
43314,MCLOUGE5,3337417861,Mcloughlin,NORTHWEST,230,1.03193,237.343,-30.81,,,,337417861,,,173.2,-11.54,40,451
40987,SILVR CK,3337423386,Silver Creek,NORTHWEST,230,1.03192,237.341,-21.28,,,,337423386,,,16.96,-8.19,40,400
46423,DUWAMISH,3337411301,Duwamish,NORTHWEST,230,1.0319,237.337,-25.71,195.52,29.13,,337411301,,,0,0,40,464
43599,TROJAN 1,3337429314,Trojan,NORTHWEST,230,1.03186,237.327,-23.95,,,,337429314,,,0,0,40,451
43601,TROJAN 2,3337429314,Trojan,NORTHWEST,230,1.03182,237.318,-23.94,,,,337429314,,,0,0,40,451
43600,SPRNGVIL,25000149,Springville,NORTHWEST,230,1.03172,237.295,-31.69,,,,25000149,,,0,0,40,452
40896,FAIROG11,3337412090,Fairview,NORTHWEST,230,1.03168,237.287,-43.56,,,,337412090,,,0,0,40,402
40345,DETROIT,3337410875,Detroit,NORTHWEST,230,1.03168,237.287,-29.53,,,,337410875,,,0,0,40,402
40986,SLATT,3337423497,Slatt,NORTHWEST,230,1.03167,237.285,-11.89,,,,337423497,,0,0,0,40,404
40627,LANE,3337416446,Lane,NORTHWEST,230,1.03161,237.27,-33.7,,,,337416446,,0,298.24,-78.04,40,402
46415,CRESTON,3337410309,Creston,NORTHWEST,230,1.03161,237.27,-25.73,70.83,10.55,,337410309,,,0,0,40,464
40909,SACHEEN,3337422525,Sacheen,NORTHWEST,230,1.0314,237.223,4.8,,,,337422525,,,46.32,3.97,40,406
46463,NORTHMTN,3337419562,North Mountain,NORTHWEST,230,1.03139,237.219,-20.57,11.3,4.9,,337419562,,,0,0,40,468
43322,BIGMCL13,3337417861,Mcloughlin,NORTHWEST,230,1.03113,237.159,-30.71,,,,337417861,,,0,0,40,404
43089,CARVER,3337408830,Carver,NORTHWEST,230,1.0309,237.106,-31.34,,,,337408830,,,362.09,-26.01,40,451
43313,MCLOUGLN,3337417861,Mcloughlin,NORTHWEST,230,1.03089,237.104,-30.89,,,,337417861,,,162.26,-6.76,40,451
41161,WOODLAND,3337424647,Swift,NORTHWEST,230,1.03068,237.056,-26.78,,,,337424647,,,0,0,40,401
40937,SANT TAP,3337422861,Santiam,NORTHWEST,230,1.03064,237.047,-30.56,,,,337422861,,,0,0,40,402
40947,SATSOP,3337422900,Satsop,NORTHWEST,230,1.03059,237.035,-22.94,,,,337422900,,,0,0,40,400
40939,SANTIAM,3337422861,Santiam,NORTHWEST,230,1.03056,237.029,-30.5,,,,337422861,,0,26.29,-3.01,40,402
48357,RATHDRUM,3353098165,Rathdrum Power LLC,NORTHWEST,230,1.03056,237.028,2.69,,,,353098165,,,219.46,50.63,40,441
40019,ADDY S,3337405870,Addy,NORTHWEST,230,1.03045,237.004,5.43,,,,337405870,,,0,0,40,406
46113,PRIEST T,3337421284,Priest Rapids,NORTHWEST,230,1.03043,236.998,-7.32,,,,337421284,,,0,0,40,482
41021,ST JOHNS,3337424074,St. Johns,NORTHWEST,230,1.0304,236.992,-29.25,,,,337424074,,,156.05,105.99,40,401
41276,WESTBPA2,3337418854,Munro BPA System Control Center,NORTHWEST,230,1.03028,236.965,1.15,,,,337418854,,,0,0,40,491
48037,BENEWAH,3337407283,Benewah,NORTHWEST,230,1.03026,236.959,0.09,,,,337407283,,0,58.35,-7.6,40,446
44276,BETTASRD,3337416063,Kittitas Valley Wind Power Project,NORTHWEST,230,1.0301,236.923,-12.37,,,,337416063,,,0.1,4.11,40,403
46065,PRIEST R,3337421284,Priest Rapids,NORTHWEST,230,1.03,236.9,-7.24,,,,337421284,,,0,104.58,40,482
40624,LANCASTR,3337416431,Lancaster,NORTHWEST,230,1.03,236.9,2.97,,,,337416431,,,0,0,40,406
47329,EECLOUSE,3352750395,Goodnoe Hills East,NORTHWEST,230,1.02997,236.893,-11.27,,,,352750395,,,18.25,-8.72,40,404
48463,WEST,3337418854,Munro BPA System Control Center,NORTHWEST,230,1.02987,236.871,1.09,,,,337418854,,,177.86,30.72,40,447
46634,CHEMOS11,3337418728,Mossyrock,NORTHWEST,230,1.02969,236.829,-22,,,,337418728,,,0,0,40,400
40626,BELLAN11,3337407193,Bell,NORTHWEST,230,1.02968,236.826,2.68,,,,337407193,,,0,0,40,406
40039,ALFALFA,3337406092,Alfalfa,NORTHWEST,230,1.02961,236.811,-12.59,2.6,0.6,,337406092,,,0,0,40,404
42568,BALDI,30004129,Baldi,NORTHWEST,230,1.02958,236.803,-20.89,1.04,0.69,,30004129,,,0,0,40,429
46163,WAHLUKE,3337431797,Wahluke (GP),NORTHWEST,230,1.02956,236.8,-8.37,4.93,0.22,,337431797,,,0,0,40,482
41275,WESTBPA1,3337418854,Munro BPA System Control Center,NORTHWEST,230,1.02955,236.797,1.27,,,,337418854,,,0,0,40,491
41016,MAPSNO22,3337423567,Sno-king,NORTHWEST,230,1.02952,236.788,-25.15,,,,337423567,,,0,0,40,400
40551,HOT SPR,3337414947,Hot Springs,NORTHWEST,230,1.0295,236.784,7.31,,,,337414947,,,-4.37,18.58,40,486
42811,OLYST 11,,,NORTHWEST,230,1.02945,236.773,-27.42,,,,,,,0,0,40,400
46001,ANC LK T,3353098173,Ancient Lake,NORTHWEST,230,1.02942,236.767,-6.94,,,,353098173,,,0,0,40,482
41004,SNOK S1,3337423567,Sno-king,NORTHWEST,230,1.02931,236.742,-25.16,,,,337423567,,161.47,173.16,-23.59,40,400
40905,ROUNDUP,3337422319,Roundup,NORTHWEST,230,1.0292,236.716,-12.45,,,,337422319,,,68.07,-16.73,40,407
41006,SNOK S2,3337423567,Sno-king,NORTHWEST,230,1.02914,236.703,-25.12,,,,337423567,,,168.66,-22.91,40,400
40319,CUSICK,3337410469,Cusick,NORTHWEST,230,1.02901,236.671,5.44,,,,337410469,,0,0,0,40,406
46860,AYORK230,Sub2000002,Andrew York,NORTHWEST,230,1.02896,236.661,-5.5,,,,2000002,,,106.03,-41.1,40,403
41022,MAPSNO12,,,NORTHWEST,230,1.02894,236.657,-25.14,,,,,,,0,0,40,400
41008,SNOK S3,3337423567,Sno-king,NORTHWEST,230,1.02882,236.629,-25.15,,,,337423567,,,159.31,-21.55,40,400
40089,DAYMTSPK,,,NORTHWEST,230,1.02861,236.581,2.44,,,,,,,0,0,40,406
47096,CUSUSK11,3337410469,Cusick,NORTHWEST,230,1.0285,236.555,5.22,,,,337410469,,,0,0,40,406
46404,BOTSNO11,3337423567,Sno-king,NORTHWEST,230,1.02845,236.543,-25.2,,,,337423567,,,0,0,40,464
40094,ADDBEL11,3353098003,Tap,NORTHWEST,230,1.0284,236.532,2.38,,,,353098003,,,0,0,40,406
46427,EASTPINE,3337411547,Eastpine,NORTHWEST,230,1.02839,236.53,-26.4,150.28,22.39,,337411547,,,117.03,-29.31,40,464
46417,DELRIDGE,3337410784,Delridge,NORTHWEST,230,1.02836,236.522,-26.29,141.26,21.05,,337410784,,,0,0,40,464
41321,MARC SW2,30004107,Marcola,NORTHWEST,230,1.02835,236.521,-32.98,,,,30004107,,,0,0,40,402
40088,BELL S2,3337407193,Bell,NORTHWEST,230,1.02831,236.511,1.98,1,0.5,,337407193,,0,205.36,71.97,40,406
46005,ANCIENTL,3353098173,Ancient Lake,NORTHWEST,230,1.0283,236.508,-7.11,,,,353098173,,,44.99,-10.35,40,482
48249,MOSCOW,3337418713,Moscow,NORTHWEST,230,1.02824,236.494,-2.16,,,,337418713,,,112.02,-17.82,40,446
40086,BELL S1,3337407193,Bell,NORTHWEST,230,1.0282,236.487,1.99,,,,337407193,,0,0,0,40,406
40090,BELL S3,3337407193,Bell,NORTHWEST,230,1.0282,236.487,1.99,,,,337407193,,89.86,0,0,40,406
46405,BOTSNO21,3337407825,Bothell,NORTHWEST,230,1.02807,236.456,-25.19,,,,337407825,,,0,0,40,464
40092,BELL S4,3337407193,Bell,NORTHWEST,230,1.02804,236.449,2.01,,,,337407193,,,0,0,40,406
46445,SOUTH,3337423666,South,NORTHWEST,230,1.02802,236.446,-26.3,283.67,12.83,,337423666,,,0,0,40,464
26094,SYLMARLA,3337424679,Sylmar,LADWP,230,1.02786,236.409,-48.68,,,,337424679,,0,2896.48,878.41,26,281
45229,OUTLOOK,3337420132,Outlook,NORTHWEST,230,1.02776,236.386,-11.88,,,,337420132,,,67.52,-12.95,40,477
47284,MARCOLA,30004107,Marcola,NORTHWEST,230,1.02765,236.359,-33.07,11.6,3.8,,30004107,,,0,0,40,402
42503,OBRIEN,3337419754,O'Brien,NORTHWEST,230,1.02754,236.333,-25.27,,,,337419754,,,483.41,-174.93,40,428
40121,BOARD T1,3337407727,Boardman (PGE),NORTHWEST,230,1.02753,236.331,-10.05,,,,337407727,,,0,0,40,404
40129,BOARDMAN,3337407727,Boardman (PGE),NORTHWEST,230,1.02719,236.253,-10.09,,,,337407727,,,189.31,-65.27,40,404
40262,COLUMBIA S,,,NORTHWEST,230,1.02719,236.253,-6.81,,,,,,,34.79,1.03,40,403
40409,FAIRVIEW,3337412090,Fairview,NORTHWEST,230,1.02708,236.228,-42.48,,,,337412090,,,78.81,51.25,40,402
40261,COLUMBIA N,3337409867,Columbia,NORTHWEST,230,1.02707,236.225,-6.77,,,,337409867,,,41.02,-22.39,40,403
26099,SYLMAR2,3337424679,Sylmar,LADWP,230,1.02703,236.218,-48.55,,,,337424679,,,0,126.41,26,282
40410,FAIRVEW2,3337412090,Fairview,NORTHWEST,230,1.02698,236.205,-42.48,,,,337412090,,,0,0,40,402
46809,MCKENZIE,3353098186,McKenzic,NORTHWEST,230,1.02694,236.196,-6.54,,,,353098186,,,108.31,-26.55,40,403
40348,DIXON MV,3342617491,Dixon,NORTHWEST,230,1.02694,236.195,6.14,21,6.9,,342617491,,,0,0,40,486
40375,E SPRING,3337423974,Springfield,NORTHWEST,230,1.02686,236.177,-33.52,,,,337423974,,,0,0,40,402
47091,USK,3337431401,Usk,NORTHWEST,230,1.02679,236.162,4.5,96,28,,337431401,,,19.47,7.81,40,448
40044,ALLSTN W,3337406167,Allston,NORTHWEST,230,1.02645,236.083,-25.01,,,,337406167,,,0,0,40,401
46435,MASS,3337417690,Massachusetts,NORTHWEST,230,1.02641,236.075,-26.33,,,,337417690,,,257.09,-61.7,40,464
40043,ALLSTN E,3337406167,Allston,NORTHWEST,230,1.02636,236.063,-25.02,,,,337406167,,,192.03,27.84,40,401
47748,CENTR SS,3337409051,Centralia Switching Station,NORTHWEST,230,1.02613,236.01,-24.57,0,0,,337409051,,,0,0,40,400
40049,ALVEY,3337406231,Alvey,NORTHWEST,230,1.02613,236.009,-33.96,,,,337406231,,0,318.53,11.44,40,402
44996,HANNATAP,3337414255,Hanna,NORTHWEST,230,1.0259,235.957,-38.43,,,,337414255,,,0,0,40,471
40881,RESTN TP,3337421788,Reston,NORTHWEST,230,1.02587,235.95,-40.27,,,,337421788,,,0,0,40,402
45334,HURWAL11,3337427717,Walla Walla,NORTHWEST,230,1.02554,235.875,-10.04,,,,337427717,,,0,0,40,413
40322,CUSTER E,3337410472,Custer,NORTHWEST,230,1.02522,235.801,-27.1,,,,337410472,,,35.58,38.93,40,400
40321,CUSTER W,3337410472,Custer,NORTHWEST,230,1.0252,235.797,-27.1,,,,337410472,,,0,0,40,400
65420,DAVEJOHN,3337415612,Johnston,PACE,230,1.025,235.75,30.31,,,,337415612,,,21.7,109.7,65,679
40021,ADDY N,3337405870,Addy,NORTHWEST,230,1.02492,235.731,4.99,,,,337405870,,0,54.1,-12.63,40,406
43229,HARBORTN,3352750170,Harorton,NORTHWEST,230,1.0247,235.681,-29.31,,,,352750170,,,0,0,40,451
40867,RATTLE S,3337421603,Rattlesnake Switchyard,NORTHWEST,230,1.02466,235.672,5.14,,,,337421603,,,142.5,-10.43,40,486
40751,MONROE T,3337418498,Monroe,NORTHWEST,230,1.02439,235.61,-23.94,,,,337418498,,,0,0,40,400
40747,MONROE,3337418498,Monroe,NORTHWEST,230,1.02439,235.609,-23.86,,,,337418498,,-180.91,0,0,40,400
41061,TAHKNICH,3337424732,Tahkenitch,NORTHWEST,230,1.02434,235.598,-39.39,,,,337424732,,,46.63,17.31,40,402
43459,RIVRGATE,3337421994,Rivergate,NORTHWEST,230,1.02434,235.598,-29.62,,,,337421994,,,284.2,-70.58,40,451
40513,HASKILL,3337414409,Haskill,NORTHWEST,230,1.02432,235.594,10.76,8.5,2.8,,337414409,,,0,0,40,486
40673,LONGVW T,3337417029,Longview,NORTHWEST,230,1.02366,235.443,-25.4,,,,337417029,,,0,0,40,401
40487,GREENVLT,3337413928,Green Valley,NORTHWEST,230,1.02364,235.436,-38.66,,,,337413928,,,13.45,-4.71,40,402
40671,LONGVIEW,3337417029,Longview,NORTHWEST,230,1.02361,235.431,-25.47,,,,337417029,,164.5,250.26,-111.99,40,457
42312,CASCADEP,3337408843,Cascade,NORTHWEST,230,1.0234,235.383,-14.36,,,,337408843,,,26.52,-6.9,40,426
47441,CHEMICAL,3337417029,Longview,NORTHWEST,230,1.02339,235.379,-25.49,81.1,29.5,,337417029,,,-44.44,11.18,40,457
40672,LONGVANX,3337417029,Longview,NORTHWEST,230,1.02335,235.371,-25.47,,,,337417029,,,0.28,-0.72,40,457
46403,BOTHELL,3337407825,Bothell,NORTHWEST,230,1.0232,235.336,-25.44,,,,337407825,,,617.21,-40.48,40,464
46408,BOTHRN11,30004298,Horseranch,NORTHWEST,230,1.02316,235.326,-25.39,,,,30004298,,,0,0,40,426
40883,RESTON,3337421788,Reston,NORTHWEST,230,1.02311,235.314,-38.68,,,,337421788,,,0,0,40,402
40185,CASCADTP,3337430120,Newberg,NORTHWEST,230,1.02308,235.309,-33.26,,,,337430120,,,0,0,40,401
46156,ROCKYFD,3337422176,Rocky Ford,NORTHWEST,230,1.02302,235.294,-5.86,,,,337422176,,,88.23,2.76,40,482
60232,MIDPOINT,3337418158,Midpoint,IDAHO,230,1.02295,235.278,-20.97,,,,337418158,,,559.62,75.22,60,613
40963,HRTAP MS,30004298,Horseranch,NORTHWEST,230,1.02293,235.274,-24.65,,,,30004298,,,0,0,40,400
41330,SNOH S4,3337423568,Snohomish,NORTHWEST,230,1.02292,235.272,-24.68,,,,337423568,,159.47,198.62,-10.9,40,400
42324,HORHRT11,30004298,Horseranch,NORTHWEST,230,1.02285,235.256,-24.68,,,,30004298,,,0,0,40,426
40207,CHEHALIS,3337409201,Chehalis,NORTHWEST,230,1.02274,235.231,-24.56,,,,337409201,,,228.84,-46.15,40,400
40899,ROSS,3337422285,J.D. Ross,NORTHWEST,230,1.02274,235.23,-28.38,47,0.5,,337422285,,133.68,259.9,-88.06,40,456
46465,NORSNO11,3337419562,North Mountain,NORTHWEST,230,1.02263,235.204,-24.51,,,,337419562,,,0,0,40,400
44995,NICKLMTN,3337414255,Hanna,NORTHWEST,230,1.02253,235.183,-38.6,,,,337414255,,,39.51,-18.66,40,471
41329,SNOH S3,3337423568,Snohomish,NORTHWEST,230,1.02253,235.183,-24.66,,,,337423568,,,205.85,-7.76,40,400
46406,BOTSNO21,3337407825,Bothell,NORTHWEST,230,1.02246,235.167,-24.84,,,,337407825,,,0,0,40,464
41328,SNOH S2,3337423568,Snohomish,NORTHWEST,230,1.02228,235.125,-24.65,,,,337423568,,,205.48,-8.04,40,400
41327,SNOH S1,3337423568,Snohomish,NORTHWEST,230,1.02224,235.116,-24.67,,,,337423568,,,0,0,40,400
42320,HORSRNCH,30004298,Horseranch,NORTHWEST,230,1.02217,235.1,-24.93,,,,30004298,,,0,0,40,426
42321,HRNCHTAP,30004298,Horseranch,NORTHWEST,230,1.02217,235.098,-24.96,,,,30004298,,,0,0,40,426
40701,MARTINTP,3337417639,Martin Creek,NORTHWEST,230,1.02203,235.066,-36.27,,,,337417639,,,0,0,40,402
40705,MARTN CR,3337417639,Martin Creek,NORTHWEST,230,1.02195,235.048,-36.27,,,,337417639,,,42.62,-13.42,40,402
48524,BOULDER,3337407839,Boulder Park,NORTHWEST,230,1.0219,235.038,0.87,,,,337407839,,,238.37,-44.48,40,447
41156,CASCAS11,3337430120,Newberg,NORTHWEST,230,1.02189,235.034,-33.44,,,,337430120,,,0,0,40,401
43329,MONITOR,30004008,Monitor,NORTHWEST,230,1.02187,235.029,-33.35,,,,30004008,,,84.1,-0.11,40,451
46407,BOTSAM11,3337422702,Sammamish,NORTHWEST,230,1.02163,234.975,-25.62,,,,337422702,,,0,0,40,464
45093,DIXONVLE,3337411001,Dixonville,NORTHWEST,230,1.02154,234.953,-36.46,,,,337411001,,,109.25,-44.35,40,471
40573,INTALCO,3337415252,Intalco,NORTHWEST,230,1.02143,234.929,-27.98,,,,337415252,,,322.5,-41.82,40,400
47440,HYCOM,No idea,Norpac,NORTHWEST,230,1.0214,234.922,-25.76,4.5,2.5,,52000171,,,0,0,40,457
40621,LAGRANDE,3352749979,LaGrande,NORTHWEST,230,1.0214,234.921,-16,,,,352749979,,0,93.98,-5.23,40,407
41155,CASCADSTL,3337432684,Windishar,NORTHWEST,230,1.02129,234.896,-33.52,27.3,9,,337432684,,,0,0,40,401
41141,WENDSON,3337432181,Wendson,NORTHWEST,230,1.02085,234.795,-38.48,,,,337432181,,,61.67,-22.49,40,402
47439,NORPAC,No idea,Norpac,NORTHWEST,230,1.02084,234.793,-25.85,189.1,92.4,,52000171,,56.69,0,0,40,457
47595,GRYSHBR1,3337413854,Grays Harbor Energy Facility,NORTHWEST,230,1.02076,234.775,-21.9,,,,337413854,,,0,0,40,400
45153,ISTHMUS,3337428270,Isthmus,NORTHWEST,230,1.02048,234.711,-43.27,,,,337428270,,,87.92,-30.46,40,473
47677,MINTFARM,3337417033,Mint Farm Energy Center LLC,NORTHWEST,230,1.02,234.6,-24.84,,,,337417033,,,0,0,40,401
79013,CRAIG,3337410259,Craig (TSGT),WAPA R.M.,230,1.02,234.6,13.61,0,0,,337410259,,,334.14,179.21,73,790
40557,HUNGRY H,3337415035,Hungry Horse,NORTHWEST,230,1.02,234.6,7.39,,,,337415035,,,0.11,-0.26,40,486
66725,WYODAK,3337432924,Wyodak,PACE,230,1.02,234.6,34.17,,,,337432924,,,1741.33,71.02,65,679
45048,CHILAP11,3337409332,Chiloquin,NORTHWEST,230,1.0199,234.577,-32.87,,,,337409332,,,0,0,40,484
43040,BETSAN11,3337422861,Santiam,NORTHWEST,230,1.01986,234.569,-33.47,,,,337422861,,,0,0,40,402
46298,WQUINCYT,,,NORTHWEST,230,1.01979,234.551,-8.07,,,,,,,0,0,40,482
48025,BEACON N,3337407067,Beacon (Spokane),NORTHWEST,230,1.01971,234.534,1.25,,,,337407067,,,188.34,-112.08,40,447
46289,QUINCYPLA,,,NORTHWEST,230,1.01971,234.534,-8.08,22.66,7.53,,,,,0,0,40,482
48031,BEACON S,3337407067,Beacon (Spokane),NORTHWEST,230,1.01969,234.53,1.24,,,,337407067,,,188.5,-112.28,40,447
46164,FRENCHMN,3337412707,Frenchman Hills (USBR),NORTHWEST,230,1.0196,234.509,-8.86,,,,337412707,,,47.2,-10.03,40,482
41055,S TACOMA,3337424717,Tacoma,NORTHWEST,230,1.01939,234.459,-25.21,,,,337424717,,,0,0,40,400
40095,BELLNGHM,3337407237,Bellingham Division,NORTHWEST,230,1.01924,234.425,-25.85,,,,337407237,,,40.37,10.36,40,400
46633,CANYONTA,4.00381E+12,Canyon Rd-Tacoma (evi),NORTHWEST,230,1.01918,234.412,-25.24,,,,400380901,,,115.38,-42.58,40,466
47578,FREDST,3353097497,Frederickson (PSPL),NORTHWEST,230,1.01914,234.401,-25.17,,,,353097497,,,0,0,40,400
40977,SIFT TP2,3337423364,Sifton,NORTHWEST,230,1.01908,234.387,-27.43,,,,337423364,,,0,0,40,401
42412,KLAHANIE,30004132,Klahanie,NORTHWEST,230,1.01905,234.381,-26.39,23.65,0.41,,30004132,,,0,0,40,426
40651,LEXINGTN,3337416735,Lexington,NORTHWEST,230,1.01902,234.375,-26.81,,,,337416735,,,211.62,-51.18,40,401
46299,NQUINCYT,,,NORTHWEST,230,1.01864,234.287,-8.28,28.62,7.78,,,,,0,0,40,482
46642,S_TAC-SW,3337423849,Southwest,NORTHWEST,230,1.01862,234.282,-25.71,,,,337423849,,,0,0,40,466
40875,RDMND_E,3337427914,Redmond,NORTHWEST,230,1.01856,234.268,-25.01,,,,337427914,,0,69.61,-0.13,40,405
40876,RDMND_W,3337427914,Redmond,NORTHWEST,230,1.01851,234.256,-25.01,,,,337427914,,,62.22,-19.02,40,405
46645,SOUTHWST,3337423849,Southwest,NORTHWEST,230,1.01846,234.247,-26.03,,,,337423849,,,408.42,-127.42,40,466
40403,FAIRMONT,3337412085,Fairmount,NORTHWEST,230,1.01833,234.215,-40.81,,,,337412085,,98.31,77.23,15.76,40,400
41165,WREN,3352750245,Wren,NORTHWEST,230,1.01831,234.211,-36.62,21.8,7.2,,352750245,,,0,0,40,402
40975,SIFT TP1,3337423364,Sifton,NORTHWEST,230,1.0183,234.209,-27.46,,,,337423364,,,0,0,40,401
40983,SIFTON 2,3337423364,Sifton,NORTHWEST,230,1.0179,234.116,-27.6,,,,337423364,,,178.26,-62.35,40,401
46162,BKSAND T,3353098171,Black,NORTHWEST,230,1.01778,234.089,-8.8,,,,353098171,,,0,0,40,482
46161,BK SANDS,3353098171,Black,NORTHWEST,230,1.01778,234.089,-8.8,1.11,0.16,,353098171,,,0,0,40,482
40981,SIFTON 1,3337423364,Sifton,NORTHWEST,230,1.01716,233.947,-27.62,,,,337423364,,,175.97,-60.66,40,401
40033,ALCOA,3337406065,Alcoa,NORTHWEST,230,1.01714,233.941,-28.53,,,,337406065,,,116.8,-92.92,40,401
41083,TOLEDO,3337429118,Toledo,NORTHWEST,230,1.01653,233.802,-39.97,,,,337429118,,31,186.03,-17.62,40,402
43039,BETHEL,3337407368,Bethel (PGE),NORTHWEST,230,1.01649,233.793,-34.14,,,,337407368,,,241,-84.03,40,451
45111,FRY,3337413143,Fry,NORTHWEST,230,1.01574,233.621,-37.82,,,,337413143,,,266.22,85.14,40,472
40248,COL FALL E,3337409874,Columbia Falls,NORTHWEST,230,1.0157,233.612,6.8,,,,337409874,,,35.72,-1.59,40,486
40249,COL FALL W,3337409874,Columbia Falls,NORTHWEST,230,1.01562,233.592,6.79,,,,337409874,,,34.83,-1.74,40,486
40851,POTHOLES,3337421174,Potholes,NORTHWEST,230,1.01555,233.576,-8.66,,,,337421174,,,0,0,40,403
46166,POTHOLEG,3337421174,Potholes,NORTHWEST,230,1.01551,233.567,-8.71,,,,337421174,,,0,0,40,482
40011,ABERDN 2,3337405809,Aberdeen,NORTHWEST,230,1.0154,233.541,-25.31,,,,337405809,,,141.73,-33.07,40,400
40267,CONKELLY,3337409954,Con Kelley,NORTHWEST,230,1.01531,233.521,6.91,78,32.5,,337409954,,0,0,0,40,486
47360,TRUMB CR,3337429337,Trumble Creek,NORTHWEST,230,1.01474,233.391,7.33,64.6,21.2,,337429337,,,0,0,40,486
40181,CARLTON,3337408757,Carlton,NORTHWEST,230,1.01472,233.385,-34.98,,,,337408757,,,195.85,-31.51,40,401
40357,DRISCOLT,3337411162,Driscoll,NORTHWEST,230,1.01462,233.363,-26.34,,,,337411162,,,0,0,40,401
40355,DRISCOLL,3337411162,Driscoll,NORTHWEST,230,1.0146,233.359,-26.34,,,,337411162,,,0,0,40,401
40794,OLY E,3337419946,Olympia,NORTHWEST,230,1.01436,233.303,-27.09,,,,337419946,,0,0,0,40,400
40793,OLYMPIA,3337419946,Olympia,NORTHWEST,230,1.01436,233.302,-27.15,,,,337419946,,,0,0,40,400
47367,LAKESD F,32008880,Lakeside,NORTHWEST,230,1.01433,233.295,5.78,7.6,2.5,,32008880,,,0,0,40,486
45588,PARISHGP,25000918,Parish Gap,NORTHWEST,230,1.01432,233.293,-36.1,,,,25000918,,,52.84,-12.23,40,472
47260,WAUNA,3337432057,Wauna,NORTHWEST,230,1.01429,233.287,-26.36,93.1,27.2,,337432057,,,-31.15,-13,40,401
40792,OLY W,3337419946,Olympia,NORTHWEST,230,1.01401,233.222,-27.2,,,,337419946,,0,316.55,-171.56,40,400
42103,SEDRO NT,3337423057,Sedro Woolley,NORTHWEST,230,1.01341,233.084,-25.18,,,,337423057,,,0,0,40,422
42102,SEDBEL11,3337423057,Sedro Woolley,NORTHWEST,230,1.01336,233.073,-25.17,,,,337423057,,,0,0,40,422
42100,SEDRO,3337423057,Sedro Woolley,NORTHWEST,230,1.01333,233.066,-25.16,,,,337423057,,,93.17,31.21,40,422
40009,ABERDEEN,3337405809,Aberdeen,NORTHWEST,230,1.01329,233.057,-25.51,,,,337405809,,,158.78,-36.43,40,400
45031,CALAPOYA,3337408462,Calapooya,NORTHWEST,230,1.01229,232.827,-37.02,,,,337408462,,,13.2,-4.6,40,483
