Bus,,,,,,,,,,,,,,,,,,
Number,Name,Sub ID,Sub Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Load MW,Load Mvar,Gen MW,Sub Num,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Area Num,Zone Num
47823,ENRGZR T,3356868812,Windy Point/Tuolumne,NORTHWEST,230,1.05512,242.677,-13.61,,,,356868812,,,0,0,40,404
47822,IMRIE,3337413640,Goodnoe,NORTHWEST,230,1.05485,242.615,-13.6,,,,337413640,,,0,7.63,40,404
47844,BIGLWCYN,3340406598,Biglow Canyon Wind,NORTHWEST,230,1.05474,242.589,-14.79,,,,340406598,,,0,12.44,40,451
44285,LONGHORN,,,NORTHWEST,230,1.05469,242.579,-8.57,,,,,,,0,0,40,404
41402,ROCK CK,32008950,Rock Creek,NORTHWEST,230,1.05468,242.575,-13.6,,,,32008950,,0,0,0,40,404
44860,MARENGO2,3349561030,Marengo Wind Project,NORTHWEST,230,1.0546,242.558,-6.3,,,,349561030,,,0,2,40,413
47386,JNPRC 1,No idea,Juniper,NORTHWEST,230,1.05382,242.379,-13.6,,,,52000116,,,0,-6.24,40,404
45025,BOYLE,3337415400,J.C. Boyle,NORTHWEST,230,1.05369,242.349,-35.1,,,,337415400,,,-60.65,-27.66,40,484
44911,MARENGO,3349561030,Marengo Wind Project,NORTHWEST,230,1.05343,242.289,-6.29,,,,349561030,,,0,6.27,40,413
40123,BOARD T2,3337407727,Boardman (PGE),NORTHWEST,230,1.0534,242.281,-9.64,,,,337407727,,,0,0,40,404
43021,BEAVER,3337407116,Beaver,NORTHWEST,230,1.05332,242.264,-17.95,,,,337407116,,,1.49,-1.25,40,451
43909,PORTW,3337421123,Port Of Washington,NORTHWEST,230,1.05322,242.24,-18.09,,,,337421123,,,0,0,40,451
40584,JOHN DAY,3337415584,John Day Ph,NORTHWEST,230,1.05289,242.164,-14.78,,,,337415584,,0,0,0,40,404
45189,MALIN,3337417425,Malin,NORTHWEST,230,1.05202,241.964,-31.43,,,,337417425,,,30.58,10.25,40,484
44060,TDA PH6,3337428918,The Dalles Ph,NORTHWEST,230,1.05178,241.908,-17.75,,,,337428918,,,0,0,40,404
47815,JONTMB11,3337429371,Tumble Creek,NORTHWEST,230,1.05167,241.885,-18.79,,,,337429371,,,0,0,40,402
45137,HERMISTN,3337414608,Hermiston Power Project,NORTHWEST,230,1.0516,241.868,-3.03,,,,337414608,,,0,0,40,455
44059,TDA PH5,3337428918,The Dalles Ph,NORTHWEST,230,1.05118,241.771,-17.9,,,,337428918,,,0,0,40,404
44126,MCN PH4,3337417877,McNary,NORTHWEST,230,1.05113,241.761,-7.32,,,,337417877,,,-5.93,115.68,40,404
44124,MCN PH3,3337417877,McNary,NORTHWEST,230,1.05112,241.758,-7.32,,,,337417877,,,-11.77,226.25,40,404
40213,CHEMAWA,3337409209,Chemawa,NORTHWEST,230,1.05111,241.755,-34.01,,,,337409209,,148.82,166.72,25.06,40,401
45161,KLAFALLS,3341136828,COB Energy Facility,NORTHWEST,230,1.05093,241.713,-34.9,,,,341136828,,100.95,145.27,-77.97,40,484
44123,MCN PH2,3337417877,McNary,NORTHWEST,230,1.05055,241.626,-7.33,,,,337417877,,,-11.76,226,40,404
44122,MCN PH1,3337417877,McNary,NORTHWEST,230,1.05053,241.622,-7.33,,,,337417877,,,-11.76,225.99,40,404
44127,MCN PH5,3337417877,McNary,NORTHWEST,230,1.05035,241.581,-7.37,,,,337417877,,,-5.72,114.8,40,404
44125,MCN PH34,3337417877,McNary,NORTHWEST,230,1.05014,241.532,-7.43,,,,337417877,,,0,0,40,404
45287,SWIFT 1,3337424647,Swift,NORTHWEST,230,1.05,241.5,-24.85,,,,337424647,,,0.17,-0.61,40,419
41343,BIGEDDY3,3337407430,Big Eddy,NORTHWEST,230,1.05,241.5,-18.14,,,,337407430,,0,0,0,40,404
41351,MCNRY S1,3337417877,McNary,NORTHWEST,230,1.05,241.5,-7.45,,,,337417877,,,0,0,40,404
41349,BIGCHE12,3337407430,Big Eddy,NORTHWEST,230,1.04995,241.487,-30.7,,,,337407430,,,0,0,40,404
41352,MCNRY S2,3337417877,McNary,NORTHWEST,230,1.0498,241.454,-7.47,,,,337417877,,,0,0,40,404
41353,MCNRY S3,3337417877,McNary,NORTHWEST,230,1.04926,241.33,-7.51,,,,337417877,,0,0,0,40,404
44894,WHTSTNE,,,NORTHWEST,230,1.04924,241.326,-38.07,,,,,,,84.5,-53.61,40,470
45543,SWIFT 2,3337424647,Swift,NORTHWEST,230,1.04841,241.133,-25.01,,,,337424647,,,-30.65,11.22,40,457
40787,NOXONBPA,3337419718,Noxon Rapids,NORTHWEST,230,1.0478,240.994,10.78,,,,337419718,,,0,0,40,441
48059,CAB GORG,3337408422,Cabinet Gorge,NORTHWEST,230,1.0478,240.994,9.95,,,,337408422,,,55.87,20.79,40,441
48281,NOXON,3337419718,Noxon Rapids,NORTHWEST,230,1.0478,240.994,10.77,,,,337419718,,,0,0,40,441
40796,LIBNOX11,3337419718,Noxon Rapids,NORTHWEST,230,1.04779,240.992,10.84,,,,337419718,,,0,0,40,486
48289,NOXONCON,3337419718,Noxon Rapids,NORTHWEST,230,1.04766,240.961,10.74,2.67,0.91,,337419718,,,0,0,40,406
45051,COLD SPR,3337409756,Cold Springs,NORTHWEST,230,1.04732,240.884,-7.94,,,,337409756,,,10.73,-8.33,40,455
40171,CANBYTAP,3337408606,Canby 2,NORTHWEST,230,1.04645,240.684,-35.88,,,,337408606,,,0,0,40,405
40549,HORSE HV,3337414923,Horse Heaven,NORTHWEST,230,1.04639,240.67,-8.91,,,,337414923,,,22.42,-7.73,40,404
40169,CANBY,3337408606,Canby 2,NORTHWEST,230,1.04636,240.663,-35.9,,,,337408606,,,4.03,-1.37,40,405
40923,SALEM,3337422637,Salem,NORTHWEST,230,1.04626,240.64,-35.25,,,,337422637,,,161.99,19.87,40,401
41091,TROUT CR,3342617588,Trout Creek,NORTHWEST,230,1.04583,240.541,10.2,2.1,0.7,,342617588,,,0,0,40,406
48443,VANT AVA,3337431517,Vantage,NORTHWEST,230,1.04582,240.539,-8.86,,,,337431517,,,0,0,40,413
40940,CHESAN11,3337422861,Santiam,NORTHWEST,230,1.04557,240.481,-32.87,,,,337422861,,,0,0,40,401
45129,HAT ROCK,3337414421,Hat Rock,NORTHWEST,230,1.04551,240.467,-8.41,11.7,3.8,,337414421,,,0,0,40,455
48317,PINE CRK,3337420777,Pine Creek,NORTHWEST,230,1.04544,240.451,5.28,,,,337420777,,,9.86,24.33,40,441
43409,PELTON,3337420530,Pelton,NORTHWEST,230,1.04483,240.312,-20.55,,,,337420530,,,0,0,40,451
45123,GRANT PS,3337413829,Grants Pass,NORTHWEST,230,1.0448,240.304,-40.59,,,,337413829,,111.02,277.6,-68.31,40,481
44912,TALBOT,3349561030,Marengo Wind Project,NORTHWEST,230,1.04426,240.18,-6.23,,,,349561030,,,0,0,40,413
40303,COVINGTW,3337410205,Covington,NORTHWEST,230,1.04397,240.114,-23.64,,,,337410205,,419.17,0,0,40,400
48451,WALA AVA,3337427717,Walla Walla,NORTHWEST,230,1.04362,240.033,-6.05,,,,337427717,,,0,0,40,413
40788,LANNOX11,3337416431,Lancaster,NORTHWEST,230,1.04351,240.008,8.75,,,,337416431,,,0,0,40,406
40304,COVINGTE,3337410205,Covington,NORTHWEST,230,1.04349,240.004,-23.64,,,,337410205,,,0,0,40,400
47100,WELLS B1,3337432169,Wells (DOPD),NORTHWEST,230,1.04345,239.994,3.39,,,,337432169,,,0,0,40,403
47102,WELLS B2,3337432169,Wells (DOPD),NORTHWEST,230,1.04345,239.994,3.39,,,,337432169,,,40.96,-5.52,40,403
41345,BIGCHE11,3337407430,Big Eddy,NORTHWEST,230,1.04299,239.887,-23.91,,,,337407430,,,0,0,40,404
40058,WNP1,3337406571,Ashe,NORTHWEST,230,1.04261,239.801,-11.3,3.1,1,,337406571,,,0,0,40,404
40064,TRS,3337406571,Ashe,NORTHWEST,230,1.04258,239.794,-11.29,,,,337406571,,,0,0,40,404
40059,ASHE,3337406571,Ashe,NORTHWEST,230,1.04258,239.794,-11.29,,,,337406571,,70.98,0,0,40,404
41350,BIGCEL41,3337407430,Big Eddy,NORTHWEST,230,1.04256,239.79,-20.22,,,,337407430,,,0,0,40,404
44900,DIXNV230,3337411001,Dixonville,NORTHWEST,230,1.04236,239.742,-35.15,,,,337411001,,,0,0,40,471
44856,FPL2HT,3337424189,Stateline Wind Project - Washington,NORTHWEST,230,1.04227,239.723,-9.56,,,,337424189,,,0,0,40,413
46460,ROSS 44,3337422288,Ross Dam,NORTHWEST,230,1.04217,239.699,-16.22,,,,337422288,,,0,0,40,464
46461,ROSS 42,3337422288,Ross Dam,NORTHWEST,230,1.04194,239.646,-16.43,,,,337422288,,,0,0,40,464
46431,GORGE,3337413681,Gorge (SCL),NORTHWEST,230,1.0419,239.637,-16.57,,,,337413681,,,0,0,40,464
44164,CHJ PH3,3337409315,Chief Joseph,NORTHWEST,230,1.04172,239.595,0.87,,,,337409315,,,-2.12,148.79,40,403
46421,DIABLO,3337410919,Diablo,NORTHWEST,230,1.04171,239.593,-16.65,,,,337410919,,,0,0,40,464
47572,NINEMIF2,3337424189,Stateline Wind Project - Washington,NORTHWEST,230,1.04169,239.589,-9.56,,,,337424189,,,0,11.48,40,475
43317,BIGMCL11,3337407430,Big Eddy,NORTHWEST,230,1.04168,239.587,-22.9,,,,337407430,,,0,0,40,404
43483,ROUNDB N,3337422305,Round Butte,NORTHWEST,230,1.04162,239.573,-21.17,3.8,1.2,,337422305,,-138.88,0,0,40,451
44165,CHJ PH4,3337409315,Chief Joseph,NORTHWEST,230,1.04161,239.571,0.86,,,,337409315,,,-2.01,147.27,40,403
43482,ROUNDB S,3337422305,Round Butte,NORTHWEST,230,1.04155,239.557,-21.18,,,,337422305,,,0,0,40,451
42507,BERYDALE,3353097805,Berrydale,NORTHWEST,230,1.04134,239.508,-24.08,,,,353097805,,,258.34,-47.84,40,428
47819,BIGHRN,3337407440,Big Horn Wind (PPM),NORTHWEST,230,1.04129,239.497,-15.09,,,,337407440,,,0,6.09,40,404
46312,WANAPH2,,,NORTHWEST,230,1.0411,239.453,-6.32,,,,,,,0,141.64,40,482
46311,WANAPH1,,,NORTHWEST,230,1.04107,239.446,-6.28,,,,,,,0,208.19,40,482
45331,WALLULA,3337427736,Wallula,NORTHWEST,230,1.04105,239.442,-9.55,,,,337427736,,,75.24,-31.69,40,412
44162,CHJ PH1,3337409315,Chief Joseph,NORTHWEST,230,1.04105,239.442,0.94,,,,337409315,,,-2.12,148.6,40,403
44163,CHJ PH2,3337409315,Chief Joseph,NORTHWEST,230,1.04099,239.427,0.92,,,,337409315,,,-2.12,148.58,40,403
45128,COVE 230,3337410194,Cove,NORTHWEST,230,1.04083,239.391,-21.19,,,,337410194,,,55.2,-13.06,40,474
40537,HIL TOP,3337414741,Hilltop,NORTHWEST,230,1.04076,239.375,-37.61,,,,337414741,,-43.33,130.17,47.63,40,405
44016,BON PH3,3337407786,Bonneville,NORTHWEST,230,1.04072,239.366,-20.39,,,,337407786,,,0,110.49,40,401
44017,BON PH4,3337407786,Bonneville,NORTHWEST,230,1.04071,239.363,-20.41,,,,337407786,,,0,109.4,40,401
44015,BON PH2,3337407786,Bonneville,NORTHWEST,230,1.04065,239.35,-20.58,,,,337407786,,,0,0,40,401
45327,WALAWALA,3337427717,Walla Walla,NORTHWEST,230,1.04052,239.321,-9.74,,,,337427717,,,168.08,-34.75,40,413
46313,WANAPH3,,,NORTHWEST,230,1.04049,239.313,-6.58,,,,,,,0,16.31,40,482
44014,BON PH1,3337407786,Bonneville,NORTHWEST,230,1.04037,239.284,-20.66,,,,337407786,,,0,0,40,401
40686,SPRINGCK,32008906,Spring Creek,NORTHWEST,230,1.04032,239.273,-15.08,,,,32008906,,,0,0,40,404
46486,BOUNDPH6,3337407846,Boundary,NORTHWEST,230,1.04025,239.258,12.07,,,,337407846,,,0,0,40,464
46482,BOUNDPH4,3337407846,Boundary,NORTHWEST,230,1.04023,239.253,12.05,,,,337407846,,,0,0,40,464
41112,VANTAGES,3337431517,Vantage,NORTHWEST,230,1.04023,239.253,-6.68,,,,337431517,,,0,0,40,403
46480,BOUNDPH3,3337407846,Boundary,NORTHWEST,230,1.04022,239.251,12.06,,,,337407846,,,0,0,40,464
46476,BOUNDPH1,3337407846,Boundary,NORTHWEST,230,1.04022,239.251,12.06,,,,337407846,,,0,0,40,464
41111,VANTAGEN,3337431517,Vantage,NORTHWEST,230,1.04021,239.248,-6.65,,,,337431517,,,0,0,40,403
44200,LIB PH1,3337416751,Libby - PACIF,NORTHWEST,230,1.04016,239.238,16.23,,,,337416751,,,0,151.89,40,486
41314,CELILO4,3337408977,Celilo Dc Converter Station,NORTHWEST,230,1.04013,239.229,-20.81,,,,337408977,,443.1,0,0,40,404
44058,TDA PH4,3337428918,The Dalles Ph,NORTHWEST,230,1.04009,239.221,-18.63,,,,337428918,,,0,0,40,404
40142,NBONVL W,3337407786,Bonneville,NORTHWEST,230,1.04007,239.217,-20.73,,,,337407786,,,0,0,40,401
44201,LIB PH2,3337416751,Libby - PACIF,NORTHWEST,230,1.04005,239.212,16.11,,,,337416751,,,0,62.8,40,486
46484,BOUNDPH5,3337407846,Boundary,NORTHWEST,230,1.04,239.2,11.99,,,,337407846,,,0,0,40,464
40141,NBONVL E,3337407786,Bonneville,NORTHWEST,230,1.04,239.2,-20.68,,,,337407786,,,0,0,40,401
46066,PRIESTR1,3337421284,Priest Rapids,NORTHWEST,230,1.04,239.2,-7,,,,337421284,,,0,135.77,40,482
46069,PRIESTR2,3337421284,Priest Rapids,NORTHWEST,230,1.04,239.2,-6.4,,,,337421284,,,0,213.25,40,482
46169,WANAPUM,3337431892,Wanapum,NORTHWEST,230,1.04,239.2,-6.65,,,,337431892,,,0,0,40,482
40232,CHIEF J2,3337409315,Chief Joseph,NORTHWEST,230,1.04,239.2,0.64,,,,337409315,,,0,0,40,403
40230,CHIEF J1,3337409315,Chief Joseph,NORTHWEST,230,1.04,239.2,0.67,,,,337409315,,,0,0,40,403
40145,BOUNDRYE,3337407846,Boundary,NORTHWEST,230,1.04,239.2,11.99,,,,337407846,,,5.49,-4.38,40,406
40657,LIBBY,3337416752,Libby - USCEPD,NORTHWEST,230,1.04,239.2,16,,,,337416752,,,69.12,-0.72,40,486
40307,COWFALLS,3337410221,Cowlitz Falls,NORTHWEST,230,1.04,239.2,-19.82,,,39.8,337410221,17.68,,0,0,40,400
46478,BOUNDPH2,3337407846,Boundary,NORTHWEST,230,1.03999,239.198,12,,,,337407846,,,0,0,40,464
40146,BOUNDRYW,3337407846,Boundary,NORTHWEST,230,1.03999,239.198,12,,,,337407846,,,-637.93,183.43,40,406
44057,TDA PH3,3337428918,The Dalles Ph,NORTHWEST,230,1.03991,239.18,-18.72,,,,337428918,,,0.18,-1.56,40,404
41344,BIGCEL31,3337407430,Big Eddy,NORTHWEST,230,1.03985,239.165,-20.33,,,,337407430,,,0,0,40,404
41313,CELILO3,3337408977,Celilo Dc Converter Station,NORTHWEST,230,1.03983,239.162,-20.83,,,,337408977,,442.85,0,0,40,404
41135,WARNER,3337431926,Warner,NORTHWEST,230,1.03966,239.123,-37.82,,,,337431926,,,38.37,-5.43,40,405
41342,BIGEDDY2,3337407430,Big Eddy,NORTHWEST,230,1.03962,239.114,-18.8,,,,337407430,,0,0,0,40,404
40065,ASHE TAP,3337406571,Ashe,NORTHWEST,230,1.03958,239.104,-10.38,,,,337406571,,,0,0,40,404
40838,PONDROSS,3337421061,Ponderosa,NORTHWEST,230,1.03955,239.096,-23.21,,,,337421061,,,46.9,-5.49,40,405
40836,PONDROSN,3337421061,Ponderosa,NORTHWEST,230,1.03954,239.095,-23.23,,,,337421061,,,48.37,-7.72,40,405
40144,ALFNBO11,,,NORTHWEST,230,1.03937,239.054,-18.16,,,,,,,0,0,40,404
41341,BIGEDDY1,3337407430,Big Eddy,NORTHWEST,230,1.03917,239.009,-18.82,,,,337407430,,,0,0,40,404
45047,CHILQUIN,3337409332,Chiloquin,NORTHWEST,230,1.03892,238.953,-34.35,,,,337409332,,,21.21,6.71,40,484
41094,TROUTD W,3337429325,Troutdale,NORTHWEST,230,1.03831,238.811,-29.49,,,,337429325,,140.8,0,0,40,401
47049,GLENOMA,3353097684,Glenoma,NORTHWEST,230,1.03822,238.79,-19.97,,,,353097684,,,9.09,-8.42,40,400
45303,TROUTPP2,3337429325,Troutdale,NORTHWEST,230,1.03811,238.765,-29.54,,,,337429325,,,148.3,24.71,40,489
66050,NAUGHTON,3337419089,Naughton,PACE,230,1.038,238.74,-5.57,,,,337419089,,,515.92,137.51,65,660
41092,TROUTD E,3337429325,Troutdale,NORTHWEST,230,1.038,238.74,-29.46,,,,337429325,,,0,0,40,401
42501,TALBOT S,3337424742,Talbot,NORTHWEST,230,1.03798,238.736,-24.68,,,,337424742,,,225.53,109.17,40,428
46424,COVDUW11,3337410205,Covington,NORTHWEST,230,1.03797,238.733,-24.81,,,,337410205,,,0,0,40,400
45301,TROUTPP1,3337429325,Troutdale,NORTHWEST,230,1.03784,238.703,-29.52,,,,337429325,,,6.39,22.08,40,489
40692,MAPLEV12,3337417523,Maple Valley,NORTHWEST,230,1.03782,238.7,-24.67,,,,337417523,,0,0,0,40,400
41005,MAPSNO21,3337423567,Sno-king,NORTHWEST,230,1.03777,238.688,-24.67,,,,337423567,,,0,0,40,400
48179,LAKEVIEW,3337416353,Lake View,NORTHWEST,230,1.03777,238.688,6,0,0,,337416353,,,0,0,40,441
40002,A6,3337406571,Ashe,NORTHWEST,230,1.03751,238.628,-10.03,16.3,5.4,,337406571,,,0,0,40,404
42991,DODGE JN,Found Junction Town,Dodge Junction,NORTHWEST,230,1.03738,238.598,0.2,,,,52000120,,,0,8.63,40,407
46426,DUWMAP11,3337411301,Duwamish,NORTHWEST,230,1.03734,238.588,-24.78,,,,337411301,,,0,0,40,464
40599,KEELER W,3337415779,Keeler,NORTHWEST,230,1.03732,238.583,-30.56,,,,337415779,,-175.71,93.94,22.32,40,401
43685,BLUELAKE,30004006,Blue Lake,NORTHWEST,230,1.03727,238.571,-29.74,,,,30004006,,,208.63,-27.25,40,451
40826,PEARL W,3337420488,Pearl,NORTHWEST,230,1.03695,238.499,-30.18,,,,337420488,,,0,0,40,401
41079,TMBLCR T,3337429371,Tumble Creek,NORTHWEST,230,1.03694,238.497,-27.38,1.9,0.6,,337429371,,,0,0,40,402
40824,PEARL E,3337420488,Pearl,NORTHWEST,230,1.03694,238.497,-30.18,,,,337420488,,163.87,0,0,40,401
40813,PARKDALE,3337420356,Parkdale,NORTHWEST,230,1.03691,238.49,-22.18,10,3.3,2,337420356,0,,0,0,40,404
42987,PHALEN G,Found Sub,Phalen Gulcn,NORTHWEST,230,1.03689,238.485,0.2,,,,52000119,,,0,6.99,40,407
43740,HORIZN,3352750211,Sunset,NORTHWEST,230,1.03675,238.452,-30.87,,,,352750211,,,235.8,15.08,40,451
40709,MAUPIN,3337417718,Maupin,NORTHWEST,230,1.03664,238.427,-20.84,,,,337417718,,,12.37,-2.14,40,404
43773,PEARL #,3337420488,Pearl,NORTHWEST,230,1.03662,238.423,-30.28,,,,337420488,,,0,0,40,452
40511,HARVALUM,3337414395,Harvalum,NORTHWEST,230,1.03653,238.402,-12.9,10,2.1,,337414395,,0,0,0,40,404
40664,CEN FERY,Found Sub,Central Ferry,NORTHWEST,230,1.03652,238.4,0.2,,,,52000118,,,0,0,40,407
43528,PEASHE11,3337420488,Pearl,NORTHWEST,230,1.03649,238.393,-30.39,,,,337420488,,,0,0,40,401
40895,ROGUE,3337422206,Rogue,NORTHWEST,230,1.03632,238.354,-46.26,,,,337422206,,,82.17,14.52,40,402
47862,HSHUB,3349561028,Shepherds Flat Wind Farm,NORTHWEST,230,1.03621,238.329,-11.91,,,,349561028,,,0,18.1,40,404
42802,ST CLAIR,,,NORTHWEST,230,1.03618,238.32,-27.53,,,,,,,128.73,201.52,40,432
45103,HURICANE,3352749973,Hurricane,NORTHWEST,230,1.03612,238.308,-9.63,,,,352749973,,,-111.78,-8.33,40,416
40810,OSTRNDER,3337420092,Ostrander,NORTHWEST,230,1.03609,238.301,-28.23,,,,337420092,,,0,0,40,452
43320,BIGMCL12,3337407430,Big Eddy,NORTHWEST,230,1.03603,238.287,-26.71,,,,337407430,,,0,0,40,404
42363,WLD HORS,3337432576,Wild Horse Project,NORTHWEST,230,1.03578,238.23,-6.88,,,,337432576,,0,0,10.02,40,426
40457,GARRISON,3337413294,Garrison,NORTHWEST,230,1.03577,238.228,10.14,,,,337413294,,,-27.13,23.83,40,486
42700,WHITE RV,3337432490,White River (PSPL),NORTHWEST,230,1.03577,238.226,-24.63,,,,337432490,,,387.84,22.36,40,430
40685,MABTON,3337417302,Mabton,NORTHWEST,230,1.03544,238.152,-12.99,4.9,1.2,,337417302,,,0,0,40,404
46416,COVCRE11,3337410205,Covington,NORTHWEST,230,1.03535,238.131,-25.07,,,,337410205,,,0,0,40,400
42703,S TWHI11,3337424717,Tacoma,NORTHWEST,230,1.03532,238.124,-24.65,,,,337424717,,,0,0,40,400
42374,SCHNEBLY,Found Coulee,Schnebly,NORTHWEST,230,1.03529,238.117,-6.88,,,,52000096,,,0,2.89,40,426
40531,HEW 2,30004101,Hew,NORTHWEST,230,1.03526,238.109,-9.15,,,,30004101,,,0,0,40,404
40533,HEW 2 TP,30004101,Hew,NORTHWEST,230,1.03525,238.108,-9.15,,,,30004101,,,0,0,40,404
41049,TACOMA N,3337424717,Tacoma,NORTHWEST,230,1.03521,238.097,-24.1,,,,337424717,,163.32,79.44,-2.47,40,400
41050,TACOMA S,3337421061,Ponderosa,NORTHWEST,230,1.0352,238.097,-24.1,,,,337421061,,,78.98,-1.51,40,400
42505,CHRISTOP,3337409381,Christopher,NORTHWEST,230,1.03517,238.09,-24.4,,,,337409381,,,0,0,40,428
42373,POISN SP,Found Road,Poison Spring,NORTHWEST,230,1.03517,238.089,-6.88,,,,52000097,,,0,0,40,426
41149,WHITE BL,3337432470,White Bluffs,NORTHWEST,230,1.03516,238.086,-12.19,,,,337432470,,,202.84,-0.93,40,404
46855,ROCR0709,3337422187,Rocky Reach,NORTHWEST,230,1.03515,238.085,-4.4,,,,337422187,,,0,0,40,403
46853,ROCR0304,3337422187,Rocky Reach,NORTHWEST,230,1.03503,238.058,-4.44,,,,337422187,,,0,0,40,403
46852,ROCR0102,3337422187,Rocky Reach,NORTHWEST,230,1.03503,238.058,-4.44,,,,337422187,,,0,0,40,403
46854,ROCR0506,3337422187,Rocky Reach,NORTHWEST,230,1.03502,238.055,-4.43,,,,337422187,,,0,0,40,403
40003,A8,3337406571,Ashe,NORTHWEST,230,1.03498,238.045,-9.39,19.6,6.4,,337406571,,,0,0,40,404
46856,ROCR1011,3337422187,Rocky Reach,NORTHWEST,230,1.03497,238.043,-4.4,,,,337422187,,,0,0,40,403
40001,A9,3337406571,Ashe,NORTHWEST,230,1.03484,238.012,-9.02,4.9,1.6,,337406571,,,0,0,40,404
46831,ROCKYRH1,3337422187,Rocky Reach,NORTHWEST,230,1.03479,238.003,-4.48,,,,337422187,,,48,-20.75,40,403
30245,ROUND MT,3337422310,Round Mountain,PG AND E,230,1.03479,238.002,-27.86,,,,337422310,,,-795.87,-607.86,30,303
46832,ROCKYRH2,3337422187,Rocky Reach,NORTHWEST,230,1.03478,237.999,-4.46,,,,337422187,,,0,0,40,403
41359,BELCOU51,3337407193,Bell,NORTHWEST,230,1.03473,237.987,2.77,,,,337407193,,,0,0,40,406
46833,ROCKYRH3,3337422187,Rocky Reach,NORTHWEST,230,1.03472,237.985,-4.44,,,,337422187,,,0,0,40,403
41754,COUL1418,3337413746,Grand Coulee,NORTHWEST,230,1.0347,237.982,4.1,,,,337413746,,,0,0,40,403
47031,DOUGLAS,3337411112,Douglas,NORTHWEST,230,1.03467,237.973,-4.43,,,,337411112,,,39.16,-8.71,40,403
41751,COUL0105,3337413746,Grand Coulee,NORTHWEST,230,1.03462,237.963,3.93,,,,337413746,,,0,0,40,403
46629,MOSSYRK,3337418728,Mossyrock,NORTHWEST,230,1.03455,237.947,-20.28,,,,337418728,,,0,0,40,466
41752,COUL0609,3337413746,Grand Coulee,NORTHWEST,230,1.03452,237.941,3.86,,,,337413746,,,0,0,40,403
48512,DRYCREEK,3337411184,Dry Gulch,NORTHWEST,230,1.0345,237.936,-3.6,,,,337411184,,0,65.84,-4.51,40,444
41753,COUL1013,3337413746,Grand Coulee,NORTHWEST,230,1.03448,237.932,3.96,,,,337413746,,,0,0,40,403
41291,WINECTRY,32000255,Sulphur,NORTHWEST,230,1.03442,237.917,-12.54,,,,32000255,,,87.98,8.62,40,404
42812,S TST 11,,,NORTHWEST,230,1.03438,237.908,-27.27,,,,,,,0,0,40,400
41358,COULEES3,3337413746,Grand Coulee,NORTHWEST,230,1.03435,237.901,3.73,,,,337413746,,,0,0,40,403
41053,S TACOMA SS,3337424717,Tacoma,NORTHWEST,230,1.03435,237.9,-24.59,,,,337424717,,,0,0,40,400
40373,E OMAK,3337411468,East Omak,NORTHWEST,230,1.03434,237.898,-1.22,,,,337411468,,,115.53,-3.05,40,403
48255,N LEWIST,3337418960,N. Lewiston,NORTHWEST,230,1.03424,237.875,-2.82,,,,337418960,,,83.48,18.94,40,444
42361,WIND RDG,32008920,Wind Ridge,NORTHWEST,230,1.03423,237.872,-6.87,,,,32008920,,-48.13,19.31,3.01,40,426
41356,COULEES1,3337413746,Grand Coulee,NORTHWEST,230,1.03418,237.862,3.72,,,,337413746,,,79.38,-6.75,40,403
40280,COULE PG,3337413746,Grand Coulee,NORTHWEST,230,1.03418,237.862,3.72,,,,337413746,,,0,0,40,403
41357,COULEES2,3337413746,Grand Coulee,NORTHWEST,230,1.03418,237.861,3.71,,,,337413746,,,0,0,40,403
40148,ADDBOU11,3337428144,TAP372,NORTHWEST,230,1.03409,237.84,9.46,,,,337428144,,,0,0,40,406
46044,GENEVA,,,NORTHWEST,230,1.03408,237.838,-7.12,9.99,2.03,,,,,0,0,40,482
48863,PALOUSE_WIND,,,NORTHWEST,230,1.03393,237.805,-1.51,,,,,,,0,2.21,40,446
48432,THORNTON,,,NORTHWEST,230,1.03378,237.77,-1.51,,,,,,,0,0,40,446
43291,LINNEMAN,30004005,Linneman,NORTHWEST,230,1.03363,237.736,-30.97,,,,30004005,,,113.72,0.5,40,451
43530,PEASHE12,3337420488,Pearl,NORTHWEST,230,1.03361,237.731,-31.27,,,,337420488,,,0,0,40,401
43215,GRESHAM,3337414013,Gresham,NORTHWEST,230,1.03356,237.719,-31,,,,337414013,,,389.9,10.56,40,451
46165,PRIESTRT,3337421284,Priest Rapids,NORTHWEST,230,1.03342,237.686,-8.14,,,,337421284,,,0,0,40,482
47381,LINDEN,No idea,Linden,NORTHWEST,230,1.03338,237.676,-12.01,,,,52000098,,,0,9.28,40,404
43527,SHERWOOD,3337423288,Sherwood,NORTHWEST,230,1.03336,237.673,-31.35,,,,337423288,,,473.36,-38.71,40,451
40458,ANA BPA,3337406299,Anaconda Mill Creek,NORTHWEST,230,1.03327,237.652,5.54,,,,337406299,,,441.24,78.76,40,486
47380,LINDEN T,No idea,Linden,NORTHWEST,230,1.03323,237.643,-12.01,,,,52000098,,,0,0,40,404
40689,MAPLE V3,3337417523,Maple Valley,NORTHWEST,230,1.0332,237.636,-24.41,,,,337417523,,0,0,0,40,400
41020,MAPSNO11,3337423567,Sno-king,NORTHWEST,230,1.03318,237.631,-24.41,,,,337423567,,,0,0,40,400
